qid,role,intent,grade,systems,question
PS-003,Professional-services staff,capability,answered-with-data,sensor_telemetry,I need one uninterrupted hour for routine records work today. Which remaining authorised period is least likely to be interrupted by walk-ins?
PS-004,Professional-services staff,capability,document-quoted,permit_control|policy_governance|sensor_telemetry,Which authorised break window today fits around my appointments and desk duty with the lowest likely effect on service?
PS-005,Professional-services staff,capability,answered-with-data,sensor_telemetry,"A major student deadline falls this week. Which approved service periods are most likely to be unusually busy, so I can prepare my own work and standard information?"
PS-006,Professional-services staff,sensor_data,answered-with-data,it_network|sensor_telemetry,"Do tomorrow's confirmed duties require me on site, and are my authorised workspace, access and essential services expected to be available?"
PS-007,Professional-services staff,capability,document-quoted,booking|permit_control|sensor_telemetry,I need to scan and print confidential paperwork on an approved device. Which authorised device and time window are likely to have the shortest wait?
PS-008,Professional-services staff,metadata,answered-with-data,it_network|policy_governance|project_handover|sensor_telemetry,When should I start today's service-desk handover so it is complete before the final likely demand peak?
PS-009,Professional-services staff,capability,honest-capability-answer,cmms_work|it_network|sensor_telemetry,I need an uninterrupted hour on an approved administrative system. Which remaining on-site period has the lowest verified disruption risk?
PS-010,Professional-services staff,capability,answered-with-data,cmms_work|sensor_telemetry,"Given next week's appointments, service periods and likely demand peaks, what personal work sequence best protects service coverage and focused admin time?"
PS-011,Professional-services staff,sensor_data,answered-with-data,accessibility|permit_control|sensor_telemetry,I need two quiet hours for detailed admin work. Which workspace I am authorised to use is most likely to remain suitable for the full period?
PS-012,Professional-services staff,capability,document-quoted,sensor_telemetry,My shared office is usually busier after lunch. Which remaining period today is most likely to support concentrated work?
PS-013,Professional-services staff,metadata,answered-with-data,bms_plant|sensor_telemetry,"This office feels stuffy. Is the room-level evidence good enough for me to stay, move to an authorised alternative or report the condition?"
PS-014,Professional-services staff,recommend,answered-with-data,accessibility|policy_governance|sensor_telemetry|weather_external,"Afternoon glare makes screen work difficult at my desk. When, or in which authorised workspace, is glare likely to be lower?"
PS-015,Professional-services staff,capability,document-quoted,bms_plant|policy_governance|sensor_telemetry|space_inventory|weather_external,My office often feels colder than comparable offices. Is the difference persistent and well evidenced enough to report?
PS-016,Professional-services staff,capability,deflected,sensor_telemetry|timetable,Activity in the corridor near my office interrupts concentration. Which authorised work periods are usually quieter?
PS-017,Professional-services staff,events,deflected,access_control|accessibility|booking|it_network|sensor_telemetry,"Which shared desk I am authorised to use is officially available now, with working power, network service and suitable room conditions?"
PS-018,Professional-services staff,events,deflected,accessibility|booking|permit_control|sensor_telemetry|space_inventory,I need to handle confidential administration. Which authorised workspace is formally approved and available for the period I need?
PS-019,Professional-services staff,anomaly,answered-with-data,sensor_telemetry|weather_external,"The air feels dry in my office. What do the room measurements show, and is this unusual for the room and season?"
PS-020,Professional-services staff,compare,honest-capability-answer,sensor_telemetry|user_reports,"Can you compare a comfort report I choose to submit with the room conditions at that time, without creating a personal profile or tracking me?"
PS-021,Professional-services staff,sensor_data,answered-with-data,accessibility|sensor_telemetry,"My next appointment block starts in 30 minutes. Is the authorised waiting area likely to become crowded, and is an approved overflow option available?"
PS-022,Professional-services staff,metadata,answered-with-data,accessibility|sensor_telemetry,"Which approved waiting area is accessible, easy to find and suitable for today's booked visitors?"
PS-023,Professional-services staff,capability,honest-capability-answer,sensor_telemetry,"What is the current estimated wait at this service point, what evidence supports it, and how uncertain is the estimate?"
PS-024,Professional-services staff,metadata,answered-with-data,permit_control|sensor_telemetry,"For this afternoon, what range of in-person arrivals should I prepare for using booked appointments and anonymous aggregate patterns?"
PS-025,Professional-services staff,sensor_data,answered-with-data,accessibility|booking|permit_control|sensor_telemetry,I need to discuss a sensitive matter with a visitor. Which available authorised service space has the required privacy classification?
PS-026,Professional-services staff,capability,document-quoted,bms_plant|sensor_telemetry|weather_external,Are the front desk and waiting area likely to remain environmentally suitable through the expected lunchtime rush?
PS-027,Professional-services staff,planner,honest-capability-answer,accessibility|sensor_telemetry,"Our usual service point is officially closed. Which approved alternative should I direct visitors to, and which route is currently verified?"
PS-028,Professional-services staff,capability,document-quoted,sensor_telemetry,I have appointments at service points on different floors. How much travel and setup time should I allow between them?
PS-029,Professional-services staff,capability,honest-capability-answer,sensor_telemetry|timetable,"The queue peaked after classes yesterday. Which time-aligned factors were associated with the peak, and is a similar aggregate pattern likely today?"
PS-030,Professional-services staff,capability,honest-capability-answer,accessibility|sensor_telemetry|space_inventory,We may use either of two service points temporarily. Which is better suited to expected demand and the visitors' stated requirements?
PS-031,Professional-services staff,capability,answered-with-data,accessibility|booking|sensor_telemetry|space_inventory,"Which authorised room meets the privacy, access and availability requirements for this confidential HR, finance, programme or research-support meeting?"
PS-032,Professional-services staff,,unmeasured,accessibility|it_network|sensor_telemetry,"Which authorised room is best for a hybrid team meeting with verified network, power, approved AV and any required assistive technology?"
PS-033,Professional-services staff,sensor_data,answered-with-data,accessibility|bms_plant|booking|sensor_telemetry,Is the assigned room likely to remain suitable for a two-hour working meeting with ten people?
PS-034,Professional-services staff,events,deflected,accessibility|booking|permit_control|sensor_telemetry|space_inventory,"This shared meeting room looks empty. Is it actually available, bookable and authorised for my team to use now?"
PS-035,Professional-services staff,sensor_data,honest-capability-answer,access_control|booking|sensor_telemetry,"Which approved printer, scanner or shared device is operational now and likely to have the shortest queue?"
PS-036,Professional-services staff,capability,document-quoted,accessibility|booking|sensor_telemetry|space_inventory,"I am hosting an interview or external meeting. Which authorised room is private, accessible and straightforward for visitors to reach?"
PS-037,Professional-services staff,,unmeasured,bms_plant|booking|sensor_telemetry|weather_external,The meeting room became stuffy yesterday. Is the same pattern likely during tomorrow's meeting under comparable use and conditions?
PS-038,Professional-services staff,sensor_data,answered-with-data,accessibility|booking|sensor_telemetry|space_inventory,Can I choose an authorised room or time for this internal meeting with lower expected background noise and foot traffic?
PS-039,Professional-services staff,sensor_data,answered-with-data,access_control|permit_control|sensor_telemetry,Is the secure storage or records-drop facility assigned to my team currently accessible and reported operational?
PS-040,Professional-services staff,sensor_data,answered-with-data,accessibility|asset_register|booking|permit_control|sensor_telemetry,"We have an approved cross-team workshop. Is the assigned room ready for the agreed layout, equipment, expected occupancy and duration?"
PS-041,Professional-services staff,sensor_data,answered-with-data,booking|it_network|sensor_telemetry,I have remote meetings and in-person appointments tomorrow. Which part of the day is the best-supported option for working in Abacws?
PS-042,Professional-services staff,capability,honest-capability-answer,accessibility|booking|it_network|sensor_telemetry|space_inventory,Which authorised space is approved and currently suitable for a confidential video or telephone call?
PS-043,Professional-services staff,asset_state,answered-with-data,access_control|booking|cmms_work|it_network|sensor_telemetry,"Are the assigned room's network, power and approved meeting equipment likely to support the webinar, and what verified fallback is available?"
PS-044,Professional-services staff,deliberate,deflected,access_control|accessibility|booking|it_network|sensor_telemetry,"Where can I work for the next hour with confirmed access, power, an authorised network connection and suitable room conditions?"
PS-045,Professional-services staff,capability,document-quoted,accessibility|booking|it_network|sensor_telemetry,The network in my usual area is degraded. Which authorised fallback workspace is officially unaffected and suitable for my task?
PS-046,Professional-services staff,capability,honest-capability-answer,it_network|policy_governance|sensor_telemetry,I need a reliable window for a large authorised data transfer. When is the verified network-service risk lowest?
PS-047,Professional-services staff,capability,honest-capability-answer,accessibility|asset_register|booking|it_network|sensor_telemetry,"A remote participant is joining our meeting. Are the approved hybrid facilities reported ready, and what verified fallback can I use?"
PS-048,Professional-services staff,sensor_data,answered-with-data,accessibility|booking|permit_control|sensor_telemetry,"I have a routine phone call. Which authorised nearby space has a lower measured noise background, without implying confidentiality?"
PS-049,Professional-services staff,capability,honest-capability-answer,access_control|booking|it_network|sensor_telemetry,"After today's outage, is there enough authoritative status and local evidence for me to resume time-sensitive work?"
PS-050,Professional-services staff,capability,honest-capability-answer,access_control|accessibility|booking|it_network|sensor_telemetry,"Using only the on-site requirements I specify, can you assess whether an authorised Abacws option meets them without evaluating my home setup?"
PS-051,Professional-services staff,deliberate,honest-capability-answer,accessibility|sensor_telemetry,What is the least crowded currently verified step-free route from my office to the service desk during the next class change?
PS-052,Professional-services staff,capability,deflected,sensor_telemetry|training_competency,I need to carry approved service or event materials to another floor. Which authorised route is currently suitable?
PS-053,Professional-services staff,capability,document-quoted,sensor_telemetry,I have appointments on different floors with a short gap. What conservative travel and setup buffer should I allow?
PS-054,Professional-services staff,capability,document-quoted,accessibility|sensor_telemetry,"An open day or recruitment event is scheduled. When, and at which authorised service points, are aggregate enquiries likely to peak?"
PS-055,Professional-services staff,deliberate,answered-with-data,sensor_telemetry,I need to move from my office to a confirmed teaching or event-support point. When should I leave to avoid the busiest route?
PS-056,Professional-services staff,deliberate,deflected,policy_governance|sensor_telemetry,"I am moving boxes or a trolley between service areas. Which approved step-free route is usable now, and are the lift and door dimensions sufficient?"
PS-057,Professional-services staff,sensor_data,answered-with-data,it_network|sensor_telemetry|timetable,"During the next two hours, when is movement between my confirmed service points likely to be least crowded?"
PS-058,Professional-services staff,capability,document-quoted,accessibility|sensor_telemetry,"A group of visitors is expected. When is reception likely to face the highest aggregate arrival load, and how much preparation time do I have?"
PS-059,Professional-services staff,capability,answered-with-data,accessibility|sensor_telemetry,A corridor or entrance is officially closed. Which currently verified route should I use to reach my service point?
PS-060,Professional-services staff,capability,honest-capability-answer,sensor_telemetry,I have several confirmed service points to visit. In what order should I make the trips to reduce walking and avoid known demand peaks?
PS-061,Professional-services staff,spatial_query,answered-with-data,sensor_telemetry,A visitor needs a step-free route to our approved meeting point. Which route is currently verified as usable?
PS-062,Professional-services staff,capability,document-quoted,accessibility|booking|sensor_telemetry,Which authorised meeting room meets the access and assistive-technology requirements the visitor has stated?
PS-063,Professional-services staff,sensor_data,answered-with-data,accessibility|sensor_telemetry,A visitor has asked for a quieter waiting place. Which approved accessible option nearby currently has lower measured noise and crowding?
PS-064,Professional-services staff,spatial_query,deflected,accessibility|sensor_telemetry,"Where is the nearest accessible toilet reported open, and is the step-free route to it currently verified?"
PS-065,Professional-services staff,sensor_data,answered-with-data,access_control|accessibility|booking|sensor_telemetry,"I need a lower-noise, lower-crowding workspace today. Which authorised option best meets the requirements I have stated?"
PS-066,Professional-services staff,sensor_data,answered-with-data,sensor_telemetry,I can offer a visitor several approved appointment times. Which is expected to have the least route and waiting-area congestion?
PS-067,Professional-services staff,capability,document-quoted,accessibility|permit_control|sensor_telemetry,Where can I take a short authorised break nearby with reasonable environmental conditions and low crowding?
PS-068,Professional-services staff,observability,deflected,access_control|accessibility|booking|sensor_telemetry,"I am uncomfortable in my current workspace. What do the room measurements show, and which authorised alternative is suitable now?"
PS-069,Professional-services staff,capability,document-quoted,accessibility|hr_identity|sensor_telemetry,A visitor needs interpretation or another approved support service. Which current official service or contact should I direct them to?
PS-070,Professional-services staff,sensor_data,answered-with-data,accessibility|permit_control|sensor_telemetry,Which approved nearby space is suitable for a brief quiet pause before my next appointment?
PS-071,Professional-services staff,sensor_data,answered-with-data,access_control|it_network|policy_governance|sensor_telemetry,"I may need to work in Abacws this evening. Are my access, workspace and lone-working requirements officially confirmed for that period?"
PS-072,Professional-services staff,sensor_data,answered-with-data,it_network|policy_governance|sensor_telemetry,"I am supporting an approved weekend service or event. Which entrances, rooms and digital services are officially available for my role and time window?"
PS-073,Professional-services staff,events,deflected,booking|it_network|sensor_telemetry,A power problem is affecting my work area. Which authorised service point is officially available for essential continuity work?
PS-074,Professional-services staff,capability,document-quoted,it_network|sensor_telemetry,The administrative network service is unavailable. Which approved continuity option can I use now?
PS-075,Professional-services staff,sensor_data,honest-capability-answer,policy_governance|sensor_telemetry,The lift on my usual route is unavailable. Is there a currently verified accessible alternative for me or my visitor?
PS-076,Professional-services staff,capability,document-quoted,policy_governance|sensor_telemetry,An alarm or emergency message has occurred. What is the latest authoritative instruction for my location and role?
PS-077,Professional-services staff,recommend,deflected,accessibility|it_network|sensor_telemetry,A leak or maintenance closure has affected our service area. Which approved alternative can support the minimum service we are authorised to provide?
PS-078,Professional-services staff,sensor_data,answered-with-data,access_control|accessibility|bms_plant|booking|meter_energy|sensor_telemetry|sustainability|weather_external,"Several authorised workspaces meet my service, privacy and accessibility needs. Which is likely to have the lower energy impact for this work period?"
PS-079,Professional-services staff,sensor_data,answered-with-data,accessibility|bms_plant|sensor_telemetry,I am working outside normal hours. Which already-authorised workspace meets my needs without conditioning a larger area than necessary?
PS-080,Professional-services staff,capability,answered-with-data,permit_control|sensor_telemetry,"For this answer, what evidence was used, what is missing, and which parts are observation, authorised lookup, calculation, estimate, forecast, diagnosis or recommendation?"
RB-001,Room-booking team,capability,document-quoted,asset_register|booking|sensor_telemetry,"Which currently bookable rooms satisfy the request's capacity, approved layout, whole-route accessibility, equipment, location and timing constraints?"
RB-002,Room-booking team,capability,document-quoted,asset_register,"Which eligible room minimises travel from the authorised preceding location while preserving the required transition, setup and clear-down time?"
RB-003,Room-booking team,capability,honest-capability-answer,asset_register|sensor_telemetry,Which currently eligible rooms are authorised for the declared confidentiality and privacy class?
RB-004,Room-booking team,asset_state,answered-with-data,asset_register|booking|sensor_telemetry,"Which eligible room can support a 24-person workshop with an approved movable-table layout, display, wall-working area and short breakout activity?"
RB-005,Room-booking team,capability,honest-capability-answer,asset_register|it_network,Which eligible rooms have the currently authorised hybrid-meeting capability and current non-content service status required for this group?
RB-006,Room-booking team,capability,document-quoted,asset_register|sensor_telemetry,"Which eligible room supports an interview panel, a separate waiting point and an authorised visitor route without exposing confidential activity?"
RB-007,Room-booking team,deliberate,deflected,asset_register|sensor_telemetry,"Which eligible room is most likely to remain relatively quiet for the full two-hour writing, review or small-group session?"
RB-008,Room-booking team,sensor_data,answered-with-data,asset_register|sensor_telemetry,Which eligible room has the strongest evidence of maintaining acceptable temperature and CO2 conditions for about 30 people over three hours?
RB-009,Room-booking team,sensor_data,answered-with-data,asset_register|booking|it_network,"Which eligible rooms have the approved specialist equipment, power and network provision required for the declared activity?"
RB-010,Room-booking team,capability,honest-capability-answer,asset_register|sensor_telemetry,"If the preferred room becomes unavailable, which three eligible alternatives are closest and what verified trade-offs would each introduce?"
RB-011,Room-booking team,metadata,answered-with-data,asset_register|booking|sensor_telemetry,"At the requested time, is this room genuinely available, or is it protected by a hold, owner restriction, setup period or linked reservation?"
RB-012,Room-booking team,capability,honest-capability-answer,asset_register|booking|sensor_telemetry,Which provisional holds expire before the decision deadline for these competing requests?
RB-013,Room-booking team,capability,honest-capability-answer,asset_register|booking|sensor_telemetry,Can this unconfirmed hold be referred to its owner for review under the current release policy?
RB-014,Room-booking team,events,answered-with-data,asset_register|booking|sensor_telemetry,"Are the main room, breakout rooms, waiting area and support spaces reserved consistently for this event?"
RB-015,Room-booking team,metadata,honest-capability-answer,asset_register|booking|sensor_telemetry,"Does this reservation protect enough setup and clear-down time for the approved layout, equipment and visitor requirements?"
RB-016,Room-booking team,metadata,answered-with-data,asset_register|booking|sensor_telemetry,"Which dates in this recurring reservation are blocked, shortened or governed by different room rules?"
RB-017,Room-booking team,capability,answered-with-data,asset_register|booking|sensor_telemetry,"Which requests still await owner approval, and which are approaching their decision deadline?"
RB-018,Room-booking team,capability,honest-capability-answer,asset_register,Which contingency holds could be reviewed for release without leaving the event below its authorised fallback requirement?
RB-019,Room-booking team,capability,honest-capability-answer,asset_register|booking|sensor_telemetry,"Are these overlapping requests duplicates, or do they represent distinct activities requiring separate decisions?"
RB-020,Room-booking team,metadata,answered-with-data,asset_register|booking|sensor_telemetry,Which stale or unchanged reservations should be referred to their owners before new eligible demand is refused?
RB-021,Room-booking team,capability,document-quoted,asset_register|booking|sensor_telemetry,What is this room's current approved capacity for the requested seating or furniture layout?
RB-022,Room-booking team,capability,document-quoted,asset_register|booking|sensor_telemetry,Which eligible room provides sufficient capacity margin without using a substantially oversized space?
RB-023,Room-booking team,capability,honest-capability-answer,asset_register,Which eligible rooms have a currently verified whole route that meets the functional requirements the requester chose to state?
RB-024,Room-booking team,capability,document-quoted,asset_register|booking|sensor_telemetry,"Does the approved layout provide the required accessible seating, companion positions and circulation clearances?"
RB-025,Room-booking team,sensor_data,answered-with-data,asset_register|booking|sensor_telemetry,Can the requested furniture layout be prepared within the available turnaround time and current room rules?
RB-026,Room-booking team,capability,answered-with-data,asset_register|it_network,"Which eligible rooms have the authorised AV, capture, display and assistive-listening capability required for the activity?"
RB-027,Room-booking team,sensor_data,answered-with-data,asset_register|it_network,"Which eligible rooms have sufficient approved power, socket and network provision for the declared device load?"
RB-028,Room-booking team,sensor_data,answered-with-data,asset_register|sensor_telemetry,Which eligible room has approved acoustic characteristics and sufficiently low background noise for a speech-led activity?
RB-029,Room-booking team,sensor_data,answered-with-data,asset_register|sensor_telemetry,Which eligible rooms have sufficient current room-level evidence to assess likely CO2 performance for the expected group size and duration?
RB-030,Room-booking team,capability,document-quoted,asset_register,"Which eligible main room has enough bookable breakout or support space along a permitted, accessible route?"
RB-031,Room-booking team,metadata,answered-with-data,asset_register|sensor_telemetry,"The booking has started and anonymous evidence indicates no use. Under the current policy, should the owner be asked to review the reservation?"
RB-032,Room-booking team,sensor_data,answered-with-data,asset_register|sensor_telemetry,Does the available anonymous aggregate evidence support a temporary break rather than a genuine no-show?
RB-033,Room-booking team,metadata,answered-with-data,asset_register,The authorised occupancy sources disagree about this booked room. Should the booking remain protected from release?
RB-034,Room-booking team,capability,honest-capability-answer,asset_register|booking|policy_governance,Which room and time categories show repeated no-shows strongly enough to justify an owner-led review of release rules?
RB-035,Room-booking team,metadata,answered-with-data,asset_register|sensor_telemetry,Which recurring bookings show sustained aggregate use below their declared room requirement and merit an owner-led right-sizing discussion?
RB-036,Room-booking team,metadata,answered-with-data,asset_register|sensor_telemetry,"A booked room appears to have emptied early. Under current rules, when could the owner review it for short-notice release?"
RB-037,Room-booking team,metadata,answered-with-data,asset_register|booking|sensor_telemetry,"Which apparently unused bookings must remain protected because of assessment, accessibility, confidentiality or contingency requirements?"
RB-038,Room-booking team,metadata,honest-capability-answer,asset_register|booking,What minimum authoritative and anonymous aggregate evidence is required before a booking can be referred to its owner for release review?
RB-039,Room-booking team,capability,honest-capability-answer,asset_register|booking,Which rooms have been officially released and are now eligible for short-notice use?
RB-040,Room-booking team,capability,document-quoted,asset_register|booking|policy_governance,"How would 10-, 15- and 20-minute no-show grace periods affect recovered room-hours and false-release risk?"
RB-041,Room-booking team,metadata,answered-with-data,asset_register|booking|project_handover,"Is the interval between these bookings sufficient for departure, room reset, setup and arrival of the next group?"
RB-042,Room-booking team,metadata,answered-with-data,asset_register|cleaning_waste|project_handover|sensor_telemetry,Has the authorised cleaning or service owner confirmed that the room is ready for the next booking?
RB-043,Room-booking team,capability,honest-capability-answer,asset_register|booking|permit_control,"Has the approved furniture layout been confirmed, and is the setup window still protected?"
RB-044,Room-booking team,metadata,answered-with-data,asset_register|it_network,Has the authorised AV service confirmed readiness for the next booking after the previous event?
RB-045,Room-booking team,metadata,answered-with-data,asset_register|sensor_telemetry,"Does this catered event require additional clear-down, waste handling or room-reset time before the next reservation?"
RB-046,Room-booking team,metadata,answered-with-data,asset_register|project_handover|sensor_telemetry,"After a high-occupancy session, is there sufficient verified room-level evidence that environmental conditions recovered before the next booking?"
RB-047,Room-booking team,metadata,answered-with-data,asset_register,"Is there authorised evidence that the current event may overrun, and how much verified handover time remains?"
RB-048,Room-booking team,metadata,answered-with-data,asset_register|booking|sensor_telemetry,Can the authorised maintenance task fit between reservations without putting the next booking at risk?
RB-049,Room-booking team,metadata,answered-with-data,asset_register|booking,"Is there an authorised delivery and setup window compatible with the booking, entrance, route and building-access rules?"
RB-050,Room-booking team,metadata,answered-with-data,asset_register|booking|project_handover,"Are cleaning, layout, AV, access, maintenance and room-level environmental dependencies sufficiently verified for the next handover?"
RB-051,Room-booking team,metadata,answered-with-data,asset_register|sensor_telemetry,"A booked room has been officially closed. Which current alternatives preserve the required capacity, layout, access, equipment and timing?"
RB-052,Room-booking team,capability,honest-capability-answer,asset_register|booking|sensor_telemetry,"Two authoritative systems claim the same room at the same time. What is conflicting, and which source owner must resolve it?"
RB-053,Room-booking team,metadata,answered-with-data,asset_register|booking|sensor_telemetry,"If the booking owner cancels this reservation, which linked rooms, holds and services will need review?"
RB-054,Room-booking team,metadata,honest-capability-answer,asset_register|sensor_telemetry,"Could this booking move by 30 minutes without creating a clash, access problem or setup shortfall?"
RB-055,Room-booking team,capability,honest-capability-answer,asset_register|booking|sensor_telemetry,The organiser's aggregate group-size estimate has increased. Which current alternatives still satisfy all declared constraints?
RB-056,Room-booking team,metadata,honest-capability-answer,asset_register,"A lift is officially unavailable. Which bookings no longer have a verified route for stated functional requirements, and what eligible alternatives exist?"
RB-057,Room-booking team,metadata,answered-with-data,asset_register|booking|it_network,Which upcoming bookings depend on the affected power or network service and need owner review?
RB-058,Room-booking team,metadata,honest-capability-answer,asset_register|sensor_telemetry,A commissioned room-level sensor reports an abnormal pattern. Should the next booking be referred to the room owner or competent service for review?
RB-059,Room-booking team,metadata,honest-capability-answer,asset_register|booking|sensor_telemetry,"Which bookings are affected by the official building closure, and which linked rooms or services require owner review?"
RB-060,Room-booking team,planner,honest-capability-answer,asset_register|booking|sensor_telemetry,"The booking system, room owner and organiser show different late changes. Which facts are current, and what requires authoritative resolution?"
RB-061,Room-booking team,capability,honest-capability-answer,asset_register|booking|sensor_telemetry,"Two eligible requests need the same room. Which published priority rule applies, and which owner must decide any unresolved exception?"
RB-062,Room-booking team,capability,honest-capability-answer,access_control|asset_register|sensor_telemetry,Is the requester authorised to use this restricted room for the declared activity and time?
RB-063,Room-booking team,capability,deflected,asset_register|booking|sensor_telemetry,What evidence is required before this out-of-policy request can be referred to the authorised approver?
RB-064,Room-booking team,capability,honest-capability-answer,asset_register,"Does the stated functional requirement require a different room, route or approved layout?"
RB-065,Room-booking team,capability,honest-capability-answer,asset_register|sensor_telemetry,Which rooms are authorised for the declared confidentiality class and requester access level?
RB-066,Room-booking team,sensor_data,answered-with-data,asset_register|sensor_telemetry,"What approvals, access, lone-working and service dependencies must be verified for this after-hours request?"
RB-067,Room-booking team,capability,document-quoted,asset_register|sensor_telemetry,What permissions and visitor controls must be verified before this external-event request can proceed?
RB-068,Room-booking team,capability,honest-capability-answer,asset_register|permit_control|security_incident|sensor_telemetry,Which current safeguarding and access conditions must be verified for this event before a room can be confirmed?
RB-069,Room-booking team,capability,honest-capability-answer,asset_register|sensor_telemetry,Is the declared specialist or higher-risk activity permitted in this room under current owner and safety rules?
RB-070,Room-booking team,sensor_data,honest-capability-answer,asset_register|booking|sensor_telemetry,"When priority, accessibility, room-owner and operational constraints conflict, which authorised owner must decide and what evidence should be presented?"
RB-071,Room-booking team,asset_state,answered-with-data,asset_register|booking|sensor_telemetry,"Across the selected reporting period, which room and time bands show reliable underuse after cancellations, closures and evidence gaps are removed?"
RB-072,Room-booking team,metadata,answered-with-data,asset_register|booking|policy_governance|sensor_telemetry,"Across comparable periods, how closely does anonymous aggregate room use match confirmed bookings?"
RB-073,Room-booking team,metadata,answered-with-data,asset_register|sensor_telemetry,"Which recurring reservations are credible candidates for a smaller room, based on sustained aggregate evidence and current requirements?"
RB-074,Room-booking team,capability,answered-with-data,asset_register|booking,"How many room-hours could a responsible no-show or early-release rule recover, and what false-release risk would it introduce?"
RB-075,Room-booking team,metadata,answered-with-data,asset_register|booking|sensor_telemetry,Where and when does verified booking demand exceed the supply of rooms that are genuinely eligible for those requests?
RB-076,Room-booking team,metadata,answered-with-data,asset_register,"Could low-demand evening bookings be consolidated into fewer open zones without worsening access, travel, room fit or service dependencies?"
RB-077,Room-booking team,metadata,answered-with-data,asset_register|meter_energy|sensor_telemetry|sustainability,"Among equally eligible rooms, which is expected to require the least incremental energy during the booking window?"
RB-078,Room-booking team,metadata,answered-with-data,asset_register|sensor_telemetry,"Which confirmed bookings coincide with conditioned or lit rooms showing no anonymous aggregate use, with sufficient evidence for owner review?"
RB-079,Room-booking team,,unmeasured,asset_register|sensor_telemetry,"Which utilisation conclusions are not defensible because booking, occupancy, room mapping or quality evidence is incomplete?"
RB-080,Room-booking team,deliberate,deflected,asset_register|policy_governance,"For the defined planning horizon, which room-mix, hold-rule and release-policy scenario best meets approved demand assumptions within stated uncertainty?"
RC-001,Regulatory and institutional compliance teams,capability,document-quoted,bms_plant|contract_warranty|meter_energy|policy_governance|sensor_telemetry,"Which current external and institutional requirements require a documented applicability decision for Abacws, and which services, locations, activities and duty holders are within each proposed scope?"
RC-002,Regulatory and institutional compliance teams,capability,document-quoted,booking|permit_control|sensor_telemetry|space_inventory,"For every room, zone and building service, what use is currently authorised, what conditions attach to that use, and which requirements may be triggered?"
RC-003,Regulatory and institutional compliance teams,metadata,answered-with-data,contract_warranty|policy_governance|project_handover|statutory_compliance,"Which compliance registers are required for Abacws, and which are missing, stale, duplicated, incomplete or without a current accountable owner?"
RC-004,Regulatory and institutional compliance teams,capability,document-quoted,policy_governance|sensor_telemetry,"For each applicable requirement, can we trace the current effective source to an approved policy, procedure or local control that implements it?"
RC-005,Regulatory and institutional compliance teams,capability,honest-capability-answer,policy_governance|sensor_telemetry,"Which exemptions, waivers, derogations or alternative controls are currently relied upon, and are their scope, conditions, owner and expiry still valid?"
RC-006,Regulatory and institutional compliance teams,sensor_data,answered-with-data,booking|cmms_work|permit_control|policy_governance,"Which changes in occupancy, activity, event scale, equipment, opening pattern or work conditions would trigger additional controls, approvals or notifications?"
RC-007,Regulatory and institutional compliance teams,metadata,answered-with-data,contract_warranty|hr_identity|permit_control|training_competency,"Are contractors, tenants, visitors, research projects and teaching activities included in the correct compliance scope, with interface duties explicitly allocated?"
RC-008,Regulatory and institutional compliance teams,metadata,answered-with-data,contract_warranty|policy_governance|sensor_telemetry,"Where do regulator requirements, institutional policies, contracts and local procedures overlap or conflict, and which authorised source takes precedence?"
RC-009,Regulatory and institutional compliance teams,capability,answered-with-data,asset_register|bms_plant|booking|contract_warranty|permit_control|project_handover|sensor_telemetry,"What has changed since the last scope review, and which changes require the applicability assessment or register mappings to be reopened?"
RC-010,Regulatory and institutional compliance teams,capability,honest-capability-answer,policy_governance|sensor_telemetry,"Which applicability or scope decisions remain unresolved, what evidence is missing, and which competent owner must decide each case by when?"
RC-011,Regulatory and institutional compliance teams,capability,document-quoted,policy_governance|sensor_telemetry|training_competency,"Are all policies governing Abacws current, approved, accessible to authorised users and explicitly linked to the obligations and controls they address?"
RC-012,Regulatory and institutional compliance teams,privacy_refusal,deflected,cmms_work|contract_warranty|policy_governance|project_handover|sensor_telemetry,"For each obligation, control, register, exception and report, who is accountable, who performs the work, who verifies it and who may approve or escalate?"
RC-013,Regulatory and institutional compliance teams,metadata,deflected,access_control|asset_register|contract_warranty|training_competency,"Do delegated owners have current competence, formal authority, sufficient capacity and named cover to discharge their assigned compliance duties?"
RC-014,Regulatory and institutional compliance teams,capability,honest-capability-answer,cmms_work|policy_governance|sensor_telemetry|training_competency,"Do Abacws local procedures and work instructions implement the current institutional policies without omissions, contradictions or unauthorised local variation?"
RC-015,Regulatory and institutional compliance teams,metadata,answered-with-data,contract_warranty|hr_identity|policy_governance|project_handover|sensor_telemetry,"Have vacancies, leave, restructuring, supplier changes or role transfers created unowned controls, lapsed approvals or single points of failure?"
RC-016,Regulatory and institutional compliance teams,metadata,answered-with-data,contract_warranty|training_competency,"Which staff, students and contractors require induction, role-specific instruction or refresher training, and can completion and currency be evidenced?"
RC-017,Regulatory and institutional compliance teams,metadata,honest-capability-answer,contract_warranty|policy_governance,"For each compliance concern, are the escalation route, decision rights, response target, fallback contact and required evidence clear and current?"
RC-018,Regulatory and institutional compliance teams,metadata,answered-with-data,contract_warranty|policy_governance|statutory_compliance,"Are inspection, assurance and approval roles sufficiently independent, and are conflicts of interest declared, assessed and controlled?"
