ID,Question,Category,Register,Stakeholder_Role,Surface_Cognitive_Complexity,Latent_Architectural_Complexity,Required_Data_Sources,Answer_Type,Notes,Source,Section,Priority,Complexity_L,Readiness_R,Readiness_Label,Sensors_Required,Authoritative_Sources,Analysis_Required,Answer_Boundary,Source_Doc
PS-018,I need to handle confidential administration. Which authorised workspace is formally approved and available for the period I need?,,,Professional-services staff,,,,,Supports a formally appropriate confidential-workspace choice rather than an inference from emptiness or quietness.,stakeholder_catalogue_37,,Core,L2,R2,integration-dependent Professional-services staff question,"Proposed sensing (minimum): Anonymous room occupancy and door state may describe broad use; numerical acoustic background may provide context but cannot prove speech privacy. Coverage: Only rooms with current authoritative privacy and access classifications. Quality: owner-controlled classification/status is primary; any telemetry is corroborative and must map to the exact room/resource with source times, staleness and maintenance. Capability status: proposed until exact deployment, mapping, commissioning and permission are verified for the decision window; corridor or adjacent-room readings cannot replace target-space evidence. Privacy limit: no identities, content or individual activity; disclose only role-authorised status.","Authoritative data: Current room purpose, staff access, booking, privacy classification, capacity, permitted activity, accessibility and closures. Source precedence: current source-owner records for the requested interval override telemetry, inference and historic floor-plan labels. Expose source owner, scope, effective/observed/retrieved times, permission, staleness and conflicts.","Operation: authoritative lookup and recommendation. Decision window: the user-specified interval. Minimum evidence: current owner status for the exact room, device, service or asset; telemetry may corroborate but cannot grant permission. Method or baseline: current room-owner records. Apply permission, privacy, accessibility, safety and service constraints first; disclose ranking criteria, unknowns and fallback. Safe failure: separate confirmed facts from analysis and report source times, coverage and uncertainty; if minimum evidence is missing, stale, conflicting or unauthorised, clarify, limit, defer or return not assessable.","Low occupancy, a closed door or low sound does not certify confidentiality. The service cannot judge case sensitivity or expose another booking. No work-content inspection, individual tracking, presence/productivity inference, desk allocation, privacy/accessibility certification or system control. Missing/conflicting owner classification, permission or status requires deferral or not assessable.",Professional-services staff.pdf
PS-019,"The air feels dry in my office. What do the room measurements show, and is this unusual for the room and season?",,,Professional-services staff,,,,,"Helps decide whether a dry-air concern is transient, recurrent or worth reporting.",stakeholder_catalogue_37,,,L2,R2,integration-dependent Professional-services staff question,"Proposed sensing (minimum): In-room RH and temperature, with sensor health and optional outdoor RH; direct CO2 may provide ventilation context. Coverage: The occupied room or validated served zone. Quality: 10-30-second local samples aggregated to one minute; verify occupied-zone placement and exact room/served-zone mapping; report calibration, clock alignment, uptime, gaps, drift/relocation and maintenance. Capability status: proposed until exact deployment, mapping, commissioning and permission are verified for the decision window; corridor or adjacent-room readings cannot replace target-space evidence. Privacy limit: anonymous aggregate occupancy and numerical environmental/acoustic indicators only; no speech, images or individual histories.","Authoritative data: Current sensor-room mapping, maintenance/calibration records, room use, HVAC served-zone mapping and weather data. Source precedence: current source-owner records for the requested interval override telemetry, inference and historic floor-plan labels. Expose source owner, scope, effective/observed/retrieved times, permission, staleness and conflicts.","Operation: observation and historical comparison. Decision window: now and a user-specified historical period. Minimum evidence: valid target-room coverage for the full interval; diagnosis also needs aligned BMS/asset data and relevant occupancy, weather or event context. Method or baseline: same season and occupied operating hours. Use eligible matched options with aligned windows; disclose residual non-comparability and uncertainty. Safe failure: separate confirmed facts from analysis and report source times, coverage and uncertainty; if minimum evidence is missing, stale, conflicting or unauthorised, clarify, limit, defer or return not assessable.","Do not make medical claims or recommend treatment. If calibration or room coverage is uncertain, state only the available reading and its limitation. No work-content inspection, individual tracking, presence/productivity inference, desk allocation, privacy/accessibility certification or system control. Weak target-space coverage or sensor quality makes the environmental/diagnostic part not assessable; adjacent-room data cannot substitute.",Professional-services staff.pdf
PS-020,"Can you compare a comfort report I choose to submit with the room conditions at that time, without creating a personal profile or tracking me?",,,Professional-services staff,,,,,Allows a voluntary comfort report to be interpreted without creating an individual monitoring profile.,stakeholder_catalogue_37,,,L2,R3,research-grade or restricted Professional-services staff ques,"Proposed sensing (minimum): In-room temperature, RH, CO2, light and numerical acoustics as relevant; voluntary timestamped feedback linked only to the requested session. Coverage: The room used during the submitted feedback interval. Quality: 10-30-second local samples aggregated to one minute; verify occupied-zone placement and exact room/served-zone mapping; report calibration, clock alignment, uptime, gaps, drift/relocation and maintenance. Capability status: proposed until exact deployment, mapping, commissioning and permission are verified for the decision window; corridor or adjacent-room readings cannot replace target-space evidence. Privacy limit: anonymous aggregate occupancy and numerical environmental/acoustic indicators only; no speech, images or individual histories.","Authoritative data: Explicit user consent, feedback-retention and deletion rules, current room mapping and approved service purpose; no work output or health record. Source precedence: current source-owner records for the requested interval override telemetry, inference and historic floor-plan labels. Expose source owner, scope, effective/observed/retrieved times, permission, staleness and conflicts.","Operation: voluntary, one-session comparison. Decision window: the interval stated in the question. Minimum evidence: valid target-room coverage for the full interval; diagnosis also needs aligned BMS/asset data and relevant occupancy, weather or event context. Use eligible matched options with aligned windows; disclose residual non-comparability and uncertainty. Safe failure: separate confirmed facts from analysis and report source times, coverage and uncertainty; if minimum evidence is missing, stale, conflicting or unauthorised, clarify, limit, defer or return not assessable.","Feedback is optional and non-evaluative. Do not infer health, mood, performance or productivity; do not retain identity-linked comfort history; and do not generalise one person's report to other occupants. No work-content inspection, individual tracking, presence/productivity inference, desk allocation, privacy/accessibility certification or system control. Weak target-space coverage or sensor quality makes the environmental/diagnostic part not assessable; adjacent-room data cannot substitute.",Professional-services staff.pdf
PS-021,"My next appointment block starts in 30 minutes. Is the authorised waiting area likely to become crowded, and is an approved overflow option available?",,,Professional-services staff,,,,,Gives time to prepare an approved overflow arrangement before the appointment block starts.,stakeholder_catalogue_37,,Core,L2,R2,integration-dependent Professional-services staff question,"Proposed sensing (minimum): Anonymous waiting-zone count, arrival rate and doorway count; room temperature, CO2 and numerical sound for context. Coverage: The named waiting area and any approved overflow area. Quality: event-level or one-minute anonymous aggregates from commissioned counters; align clocks and report count error, uptime, gaps, drift/relocation and maintenance. Capability status: proposed until exact deployment, mapping, commissioning and permission are verified for the decision window; corridor or adjacent-room readings cannot replace target-space evidence. Privacy limit: anonymous aggregates only; no identities, case types or movement histories.","Authoritative data: Aggregate appointment totals and arrival windows, approved waiting/overflow locations, capacity, accessibility, visitor rules, closures and current service-point status. Source precedence: current source-owner records for the requested interval override telemetry, inference and historic floor-plan labels. Expose source owner, scope, effective/observed/retrieved times, permission, staleness and conflicts.","Operation: short-horizon forecast and recommendation. Decision window: the next 60-90 minutes. Minimum evidence: valid aggregate coverage for comparable service periods, a stable service definition and current calendar/process context. Method or baseline: comparable appointment blocks and current arrival trend. Use eligible comparable history and known events; report a range, confidence and recheck time. Safe failure: separate confirmed facts from analysis and report source times, coverage and uncertainty; if minimum evidence is missing, stale, conflicting or unauthorised, clarify, limit, defer or return not assessable.","Do not expose appointment identities or decide staffing. Occupancy telemetry cannot authorise use of an overflow space or certify safe capacity. No appointment/visitor-detail exposure, identification, needs/case inference, staffing/queue policy, access grant or replacement of visitor/privacy rules. Weak count coverage permits confirmed status or a broad range only, never a precise wait or staffing conclusion.",Professional-services staff.pdf
PS-022,"Which approved waiting area is accessible, easy to find and suitable for today's booked visitors?",,,Professional-services staff,,,,,Supports clear visitor directions to a currently approved and accessible waiting option.,stakeholder_catalogue_37,,Core,L2,R2,integration-dependent Professional-services staff question,"Proposed sensing (minimum): Anonymous occupancy, temperature, CO2, light and numerical acoustic indicators in approved waiting areas; current lift/door state. Coverage: Each approved waiting area and its public route. Quality: owner-controlled classification/status is primary; any telemetry is corroborative and must map to the exact room/resource with source times, staleness and maintenance. Capability status: proposed until exact deployment, mapping, commissioning and permission are verified for the decision window; corridor or adjacent-room readings cannot replace target-space evidence. Privacy limit: no identities, content or individual activity; disclose only role-authorised status.","Authoritative data: Current visitor process, approved waiting locations, aggregate appointment demand, accessibility features, entrance/lift status, opening, access and closures. Source precedence: current source-owner records for the requested interval override telemetry, inference and historic floor-plan labels. Expose source owner, scope, effective/observed/retrieved times, permission, staleness and conflicts.","Operation: authoritative lookup, route calculation and recommendation. Decision window: the appointment period. Minimum evidence: current owner status for the exact room, device, service or asset; telemetry may corroborate but cannot grant permission. Method or baseline: current authoritative visitor and route status. Apply permission, privacy, accessibility, safety and service constraints first; disclose ranking criteria, unknowns and fallback. Safe failure: separate confirmed facts from analysis and report source times, coverage and uncertainty; if minimum evidence is missing, stale, conflicting or unauthorised, clarify, limit, defer or return not assessable.","Do not reveal who is visiting, direct visitors into staff-only areas or claim accessibility from telemetry. Official accessibility information and visitor rules are mandatory. No appointment/visitor-detail exposure, identification, needs/case inference, staffing/queue policy, access grant or replacement of visitor/privacy rules. Missing/conflicting owner classification, permission or status requires deferral or not assessable.",Professional-services staff.pdf
PS-023,"What is the current estimated wait at this service point, what evidence supports it, and how uncertain is the estimate?",,,Professional-services staff,,,,,Lets the staff member communicate a bounded wait estimate rather than an unsupported precise time.,stakeholder_catalogue_37,,Core,L2,R2,integration-dependent Professional-services staff question,"Proposed sensing (minimum): Anonymous queue count, arrival rate and service-completion events from an authorised aggregate queue system; no case or person identifiers. Coverage: The service-point queue boundary and approved queue platform. Quality: event-level or one-minute anonymous aggregates from commissioned counters; align clocks and report count error, uptime, gaps, drift/relocation and maintenance. Capability status: proposed until exact deployment, mapping, commissioning and permission are verified for the decision window; corridor or adjacent-room readings cannot replace target-space evidence. Privacy limit: anonymous aggregates only; no identities, case types or movement histories.","Authoritative data: Current opening/service status, queue operating rules, known interruptions and any official published wait-time method. Source precedence: current source-owner records for the requested interval override telemetry, inference and historic floor-plan labels. Expose source owner, scope, effective/observed/retrieved times, permission, staleness and conflicts.","Operation: current observation and estimate. Decision window: now and the next 15-30 minutes. Minimum evidence: valid aggregate coverage for comparable service periods, a stable service definition and current calendar/process context. Method or baseline: recent same-point service rate under current mode. Expose inputs, assumptions and an error range or conservative buffer. Safe failure: separate confirmed facts from analysis and report source times, coverage and uncertainty; if minimum evidence is missing, stale, conflicting or unauthorised, clarify, limit, defer or return not assessable.","Do not expose queue membership, case type or service speed by employee. If the queue system is partial or service modes differ, return count only or not assessable. No appointment/visitor-detail exposure, identification, needs/case inference, staffing/queue policy, access grant or replacement of visitor/privacy rules. Weak count coverage permits confirmed status or a broad range only, never a precise wait or staffing conclusion.",Professional-services staff.pdf
PS-024,"For this afternoon, what range of in-person arrivals should I prepare for using booked appointments and anonymous aggregate patterns?",,,Professional-services staff,,,,,Supports preparation for an aggregate arrival range without exposing appointment identities or inferring no-shows as facts.,stakeholder_catalogue_37,,,L2,R3,research-grade or restricted Professional-services staff ques,"Proposed sensing (minimum): anonymous aggregate entrance and waiting-zone counts for the named service point, used only to contextualise arrivals. Coverage: the defined entrance and waiting boundary. Quality: event-level or one-minute anonymous aggregates from commissioned counters; align clocks and report count error, uptime, gaps, drift/relocation and maintenance. Capability status: proposed until exact deployment, mapping, commissioning and permission are verified for the decision window; corridor or adjacent-room readings cannot replace target-space evidence. Privacy limit: anonymous aggregates only; no identities, case types or movement histories.","Authoritative data: aggregate counts of appointments designated in-person for the requested afternoon, approved opening hours, cancellations or service changes and permitted aggregate attendance statistics. Source precedence: current source-owner records for the requested interval override telemetry, inference and historic floor-plan labels. Expose source owner, scope, effective/observed/retrieved times, permission, staleness and conflicts.","Operation: aggregate estimate and forecast. Decision window: the specified afternoon. Minimum evidence: valid aggregate coverage for comparable service periods, a stable service definition and current calendar/process context. Use eligible comparable history and known events; report a range, confidence and recheck time. Safe failure: separate confirmed facts from analysis and report source times, coverage and uncertainty; if minimum evidence is missing, stale, conflicting or unauthorised, clarify, limit, defer or return not assessable.","The service may report aggregate booked volume and a clearly labelled attendance range. It must not expose identities, appointment subjects or infer who will attend, why they may not attend, case complexity, staffing adequacy or individual workload. Missing permissions or weak comparability require confirmed totals only or not assessable. No appointment/visitor-detail exposure, identification, needs/case inference, staffing/queue policy, access grant or replacement of visitor/privacy rules. Weak count coverage permits confirmed status or a broad range only, never a precise wait or staffing conclusion.",Professional-services staff.pdf
PS-025,I need to discuss a sensitive matter with a visitor. Which available authorised service space has the required privacy classification?,,,Professional-services staff,,,,,Helps select a formally privacy-classified service space for a sensitive conversation.,stakeholder_catalogue_37,,Core,L2,R2,integration-dependent Professional-services staff question,"Proposed sensing (minimum): room-level numerical acoustic, occupancy and environmental measures may describe conditions after formal eligibility is established. Coverage: only candidate rooms the user is authorised to consider. Quality: owner-controlled classification/status is primary; any telemetry is corroborative and must map to the exact room/resource with source times, staleness and maintenance. Capability status: proposed until exact deployment, mapping, commissioning and permission are verified for the decision window; corridor or adjacent-room readings cannot replace target-space evidence. Privacy limit: no identities, content or individual activity; disclose only role-authorised status.","Authoritative data: current room privacy classification, permitted use, booking, capacity, staff/visitor access, accessibility, closure and room-owner rules for the requested period. Source precedence: current source-owner records for the requested interval override telemetry, inference and historic floor-plan labels. Expose source owner, scope, effective/observed/retrieved times, permission, staleness and conflicts.","Operation: authoritative lookup and recommendation. Decision window: the appointment interval. Minimum evidence: current owner status for the exact room, device, service or asset; telemetry may corroborate but cannot grant permission. Method or baseline: current room-owner records. Apply permission, privacy, accessibility, safety and service constraints first; disclose ranking criteria, unknowns and fallback. Safe failure: separate confirmed facts from analysis and report source times, coverage and uncertainty; if minimum evidence is missing, stale, conflicting or unauthorised, clarify, limit, defer or return not assessable.","Low occupancy or low measured sound does not prove confidentiality, availability or permission. The service cannot inspect the matter, identify participants, book a room, grant access or certify privacy; missing or conflicting authoritative classification requires deferral or not assessable. No appointment/visitor-detail exposure, identification, needs/case inference, staffing/queue policy, access grant or replacement of visitor/privacy rules. Missing/conflicting owner classification, permission or status requires deferral or not assessable.",Professional-services staff.pdf
PS-026,Are the front desk and waiting area likely to remain environmentally suitable through the expected lunchtime rush?,,,Professional-services staff,,,,,"Supports a decision to prepare mitigation, use an approved alternative or report a persistent waiting-area condition.",stakeholder_catalogue_37,,,L2,R2,integration-dependent Professional-services staff question,"Proposed sensing (minimum): Room-level temperature, RH, direct NDIR CO2, anonymous occupancy and mapped supply-airflow where authorised. Coverage: The service point and waiting zone, with separate coverage if they are distinct spaces. Quality: native event/status cadence plus one-minute aggregates; align clocks, verify room/service/asset mapping and report calibration or count error, uptime, gaps, drift, maintenance and provenance. Capability status: proposed until exact deployment, mapping, commissioning and permission are verified for the decision window; corridor or adjacent-room readings cannot replace target-space evidence. Privacy limit: anonymous aggregate counts and non-content numerical/status evidence only; no identities, speech or movement histories.","Authoritative data: Approved service hours, aggregate appointment/arrival forecast, room capacity, HVAC served-zone mapping, maintenance status and weather forecast. Source precedence: current source-owner records for the requested interval override telemetry, inference and historic floor-plan labels. Expose source owner, scope, effective/observed/retrieved times, permission, staleness and conflicts.","Operation: forecast. Decision window: the specified lunchtime service period. Minimum evidence: valid target-room coverage for the full interval; diagnosis also needs aligned BMS/asset data and relevant occupancy, weather or event context. Method or baseline: similar demand, weather and HVAC operating state. Use eligible comparable history and known events; report a range, confidence and recheck time. Safe failure: separate confirmed facts from analysis and report source times, coverage and uncertainty; if minimum evidence is missing, stale, conflicting or unauthorised, clarify, limit, defer or return not assessable.","CO2 is not complete air quality and telemetry does not certify safety or capacity. If coverage or airflow mapping is missing, provide current observation only. No appointment/visitor-detail exposure, identification, needs/case inference, staffing/queue policy, access grant or replacement of visitor/privacy rules. If decisive authority, target-space evidence or time alignment is missing, omit that criterion and restrict or abstain.",Professional-services staff.pdf
PS-027,"Our usual service point is officially closed. Which approved alternative should I direct visitors to, and which route is currently verified?",,,Professional-services staff,,,,,"Prevents staff from directing visitors to a closed, restricted or inaccessible route.",stakeholder_catalogue_37,,Core,L2,R2,integration-dependent Professional-services staff question,"Proposed sensing (minimum): Current door, lift and broad route-flow status; environmental conditions only for approved alternatives. Coverage: The closed point, approved alternative and public route. Quality: authoritative event status plus one-minute anonymous counts where congestion matters; verify current route mapping and report clock alignment, count uncertainty, uptime, gaps and maintenance. Capability status: proposed until exact deployment, mapping, commissioning and permission are verified for the decision window; corridor or adjacent-room readings cannot replace target-space evidence. Privacy limit: anonymous aggregate counts only; no identities or individual movement histories.","Authoritative data: Official closure notice, approved alternative service point, current opening/access, visitor rules, accessibility, capacity and responsible contact. Source precedence: current source-owner records for the requested interval override telemetry, inference and historic floor-plan labels. Expose source owner, scope, effective/observed/retrieved times, permission, staleness and conflicts.","Operation: authoritative lookup, route calculation and recommendation. Decision window: the closure interval. Minimum evidence: a current route/accessibility graph, access and closure state, lift/door status, and the user's stated route requirements. Method or baseline: current official status only. Apply permission, privacy, accessibility, safety and service constraints first; disclose ranking criteria, unknowns and fallback. Safe failure: separate confirmed facts from analysis and report source times, coverage and uncertainty; if minimum evidence is missing, stale, conflicting or unauthorised, clarify, limit, defer or return not assessable.","Do not invent an alternative, reroute visitors into staff-only areas or treat low occupancy as service availability. Official communications take precedence. No appointment/visitor-detail exposure, identification, needs/case inference, staffing/queue policy, access grant or replacement of visitor/privacy rules. Missing route, accessibility, lift/door, closure or segment evidence permits confirmed route facts only or not assessable.",Professional-services staff.pdf
PS-028,I have appointments at service points on different floors. How much travel and setup time should I allow between them?,,,Professional-services staff,,,,,Reduces lateness by providing a conservative inter-appointment travel and setup buffer.,stakeholder_catalogue_37,,,L2,R2,integration-dependent Professional-services staff question,"Proposed sensing (minimum): Aggregate corridor/stair flow, lift status and door state; no individual movement tracking. Coverage: The authorised routes between the confirmed destinations. Quality: authoritative event status plus one-minute anonymous counts where congestion matters; verify current route mapping and report clock alignment, count uncertainty, uptime, gaps and maintenance. Capability status: proposed until exact deployment, mapping, commissioning and permission are verified for the decision window; corridor or adjacent-room readings cannot replace target-space evidence. Privacy limit: anonymous aggregate counts only; no identities or individual movement histories.","Authoritative data: The user-authorised appointment times and locations, current accessible route graph, staff access, lift/door status, closures and any setup requirement. Source precedence: current source-owner records for the requested interval override telemetry, inference and historic floor-plan labels. Expose source owner, scope, effective/observed/retrieved times, permission, staleness and conflicts.","Operation: authoritative lookup, route calculation and estimate. Decision window: between the specified appointments. Minimum evidence: a current route/accessibility graph, access and closure state, lift/door status, and the user's stated route requirements. Method or baseline: same route and comparable class-change periods. Expose inputs, assumptions and an error range or conservative buffer. Safe failure: separate confirmed facts from analysis and report source times, coverage and uncertainty; if minimum evidence is missing, stale, conflicting or unauthorised, clarify, limit, defer or return not assessable.","Do not inspect appointment content or infer who is attending. Route estimates cannot guarantee lift availability or grant access. No appointment/visitor-detail exposure, identification, needs/case inference, staffing/queue policy, access grant or replacement of visitor/privacy rules. Missing route, accessibility, lift/door, closure or segment evidence permits confirmed route facts only or not assessable.",Professional-services staff.pdf
PS-029,"The queue peaked after classes yesterday. Which time-aligned factors were associated with the peak, and is a similar aggregate pattern likely today?",,,Professional-services staff,,,,,Helps prepare for a recurring aggregate queue pattern without claiming a proven cause.,stakeholder_catalogue_37,,,L3,R3,research-grade or restricted Professional-services staff ques,"Proposed sensing (minimum): Anonymous arrival, queue and nearby corridor counts with synchronised clocks; numerical sound and environmental data only as context. Coverage: The service point and relevant circulation zone. Quality: event-level or one-minute anonymous aggregates from commissioned counters; align clocks and report count error, uptime, gaps, drift/relocation and maintenance. Capability status: proposed until exact deployment, mapping, commissioning and permission are verified for the decision window; corridor or adjacent-room readings cannot replace target-space evidence. Privacy limit: anonymous aggregates only; no identities, case types or movement histories.","Authoritative data: Published timetable release periods at aggregate level, service hours, appointment totals, event schedule, closures and current service mode. Source precedence: current source-owner records for the requested interval override telemetry, inference and historic floor-plan labels. Expose source owner, scope, effective/observed/retrieved times, permission, staleness and conflicts.","Operation: time-aligned historical comparison and recurrence forecast. Decision window: the observed event and next comparable period. Do not claim causality; missing clock alignment or changed service definitions make the explanation limited. Minimum evidence: valid aggregate coverage for comparable service periods, a stable service definition and current calendar/process context. Use eligible comparable history and known events; report a range, confidence and recheck time. Safe failure: separate confirmed facts from analysis and report source times, coverage and uncertainty; if minimum evidence is missing, stale, conflicting or unauthorised, clarify, limit, defer or return not assessable.","Do not identify students or link an individual class or attendee to service use. A temporal association may support preparation but cannot prove why a person joined the queue. No appointment/visitor-detail exposure, identification, needs/case inference, staffing/queue policy, access grant or replacement of visitor/privacy rules. Weak count coverage permits confirmed status or a broad range only, never a precise wait or staffing conclusion.",Professional-services staff.pdf
PS-030,We may use either of two service points temporarily. Which is better suited to expected demand and the visitors' stated requirements?,,,Professional-services staff,,,,,"Supports a temporary service-point choice that respects demand, access, privacy and visitor requirements.",stakeholder_catalogue_37,,,L3,R3,research-grade or restricted Professional-services staff ques,"Proposed sensing (minimum): Anonymous occupancy/queue history, room temperature, CO2, numerical sound, route flow and service-health telemetry for both approved points. Coverage: Each candidate service point and its waiting/route boundary. Quality: native event/status cadence plus one-minute aggregates; align clocks, verify room/service/asset mapping and report calibration or count error, uptime, gaps, drift, maintenance and provenance. Capability status: proposed until exact deployment, mapping, commissioning and permission are verified for the decision window; corridor or adjacent-room readings cannot replace target-space evidence. Privacy limit: anonymous aggregate counts and non-content numerical/status evidence only; no identities, speech or movement histories.","Authoritative data: Owner approval for the temporary activity, current room purpose, capacity, access, accessibility, privacy classification, opening, equipment and closures. Source precedence: current source-owner records for the requested interval override telemetry, inference and historic floor-plan labels. Expose source owner, scope, effective/observed/retrieved times, permission, staleness and conflicts.","Operation: comparison and recommendation. Decision window: the approved temporary-service interval. Minimum evidence: valid aggregate coverage for comparable service periods, a stable service definition and current calendar/process context. Method or baseline: same expected demand and operating mode. Use eligible matched options with aligned windows; disclose residual non-comparability and uncertainty. Safe failure: separate confirmed facts from analysis and report source times, coverage and uncertainty; if minimum evidence is missing, stale, conflicting or unauthorised, clarify, limit, defer or return not assessable.","The building cannot authorise relocation, set staffing or advertise a change. If approval or comparable coverage is absent, the comparison is not assessable. No appointment/visitor-detail exposure, identification, needs/case inference, staffing/queue policy, access grant or replacement of visitor/privacy rules. If decisive authority, target-space evidence or time alignment is missing, omit that criterion and restrict or abstain.",Professional-services staff.pdf
PS-031,"Which authorised room meets the privacy, access and availability requirements for this confidential HR, finance, programme or research-support meeting?",,,Professional-services staff,,,,,Helps select a legitimate room for a confidential professional-services meeting.,stakeholder_catalogue_37,,Core,L2,R2,integration-dependent Professional-services staff question,"Proposed sensing (minimum): Anonymous occupancy and numerical acoustic background may support context; no speech capture. Coverage: Only candidate rooms with current privacy, access and booking records. Quality: owner-controlled classification/status is primary; any telemetry is corroborative and must map to the exact room/resource with source times, staleness and maintenance. Capability status: proposed until exact deployment, mapping, commissioning and permission are verified for the decision window; corridor or adjacent-room readings cannot replace target-space evidence. Privacy limit: no identities, content or individual activity; disclose only role-authorised status.","Authoritative data: Room purpose, privacy classification, capacity, booking, staff/visitor access, accessibility, equipment, opening and closures. Source precedence: current source-owner records for the requested interval override telemetry, inference and historic floor-plan labels. Expose source owner, scope, effective/observed/retrieved times, permission, staleness and conflicts.","Operation: authoritative lookup and recommendation. Decision window: the requested meeting interval. Minimum evidence: current owner status for the exact room, device, service or asset; telemetry may corroborate but cannot grant permission. Method or baseline: current room-owner records. Apply permission, privacy, accessibility, safety and service constraints first; disclose ranking criteria, unknowns and fallback. Safe failure: separate confirmed facts from analysis and report source times, coverage and uncertainty; if minimum evidence is missing, stale, conflicting or unauthorised, clarify, limit, defer or return not assessable.","The building cannot determine information sensitivity, reveal another meeting or certify confidentiality from quietness. No meeting/document inspection, participant identification, confidentiality inference from quietness, booking/access grant or equipment control. Missing/conflicting owner classification, permission or status requires deferral or not assessable.",Professional-services staff.pdf
PS-032,"Which authorised room is best for a hybrid team meeting with verified network, power, approved AV and any required assistive technology?",,,Professional-services staff,,,,,"Supports a hybrid-room choice that is authorised, accessible and service-ready.",stakeholder_catalogue_37,,Core,L2,R2,integration-dependent Professional-services staff question,"Proposed sensing (minimum): Authorised network endpoint and power status, AV/capture equipment health, room temperature, CO2 and numerical acoustic indicators; no content inspection. Coverage: The candidate room and mapped digital/building assets. Quality: owner-managed status, heartbeat or synthetic probes for the exact mapped endpoint, circuit, room, network zone or AV asset; report source times, staleness, incidents, maintenance and provenance. Capability status: proposed until exact deployment, mapping, commissioning and permission are verified for the decision window; corridor or adjacent-room readings cannot replace target-space evidence. Privacy limit: no traffic, payload, account, file, device-content or individual-activity inspection.","Authoritative data: Current room features, bookability, capacity, access, accessibility and assistive-technology inventory; official AV/IT incidents, maintenance and closures. Source precedence: current source-owner records for the requested interval override telemetry, inference and historic floor-plan labels. Expose source owner, scope, effective/observed/retrieved times, permission, staleness and conflicts.","Operation: authoritative lookup, service comparison and recommendation. Decision window: the meeting and setup interval. Minimum evidence: current owner status for the exact room, device, service or asset; telemetry may corroborate but cannot grant permission. Method or baseline: latest official service-health data. Use eligible matched options with aligned windows; disclose residual non-comparability and uncertainty. Safe failure: separate confirmed facts from analysis and report source times, coverage and uncertainty; if minimum evidence is missing, stale, conflicting or unauthorised, clarify, limit, defer or return not assessable.","Do not inspect meeting content, grant access or guarantee personal-device compatibility. Unknown assistive or service status requires an approved pre-check. No meeting/document inspection, participant identification, confidentiality inference from quietness, booking/access grant or equipment control. Missing/conflicting owner status permits confirmed facts, a manual check or authorised fallback only, never a performance promise.",Professional-services staff.pdf
PS-033,Is the assigned room likely to remain suitable for a two-hour working meeting with ten people?,,,Professional-services staff,,,,,Helps decide whether to proceed in the assigned room or seek an authorised alternative before the meeting.,stakeholder_catalogue_37,,Core,L2,R2,integration-dependent Professional-services staff question,"Proposed sensing (minimum): In-room temperature, RH, direct NDIR CO2, anonymous occupancy and mapped supply-airflow; numerical acoustics if discussion suitability matters. Coverage: The candidate room or validated served zone. Quality: 10-30-second local samples aggregated to one minute; verify occupied-zone placement and exact room/served-zone mapping; report calibration, clock alignment, uptime, gaps, drift/relocation and maintenance. Capability status: proposed until exact deployment, mapping, commissioning and permission are verified for the decision window; corridor or adjacent-room readings cannot replace target-space evidence. Privacy limit: anonymous aggregate occupancy and numerical environmental/acoustic indicators only; no speech, images or individual histories.","Authoritative data: Current booking, room capacity/purpose, expected group size supplied by the user, HVAC mapping, accessibility, maintenance and closures. Source precedence: current source-owner records for the requested interval override telemetry, inference and historic floor-plan labels. Expose source owner, scope, effective/observed/retrieved times, permission, staleness and conflicts.","Operation: forecast. Decision window: the two-hour meeting period. Minimum evidence: valid target-room coverage for the full interval; diagnosis also needs aligned BMS/asset data and relevant occupancy, weather or event context. Method or baseline: similar group size, duration, weather and HVAC state. Use eligible comparable history and known events; report a range, confidence and recheck time. Safe failure: separate confirmed facts from analysis and report source times, coverage and uncertainty; if minimum evidence is missing, stale, conflicting or unauthorised, clarify, limit, defer or return not assessable.","The result cannot certify safety or guarantee comfort. If expected occupancy or airflow coverage is missing, provide current conditions only. No meeting/document inspection, participant identification, confidentiality inference from quietness, booking/access grant or equipment control. Weak target-space coverage or sensor quality makes the environmental/diagnostic part not assessable; adjacent-room data cannot substitute.",Professional-services staff.pdf
