fragment,mentions
collect threshold/night window,1
facilities notification,1
demand-response/mpc optimizer (new method,1
demand-response optimization,1
general co safety guidance,1
threshold/pass-fail check,1
exceptions summary,1
live door status retrieval,1
code rule lookup,1
latest tank-level retrieval,1
wind/gust retrieval,1
latest generation/demand retrieval,1
control-sequence/api check,1
trigger-to-fan rule validation,1
general llm food-safety guidance,1
current/history temp retrieval,1
response/ask for lunch time if needed,1
distance/ranking,1
historical visitor-count store,1
visitor-count retrieval,1
door telemetry/log retrieval,1
wind retrieval,1
read sensor/control config,1
infer detection behavior,1
av display telemetry/logs,1
causal triage,1
filter below 50 db(a,1
rank nearest quiet areas,1
resolve event time/location,1
resolve rack,1
server-state retrieval,1
list replacements,1
resolve boilers/zones/today,1
resolve current level,1
mode/load read,1
smart-plug/state retrieval,1
list affected plugs,1
resolve cubicle,1
compare with reading threshold,1
blind automation mode/status/control feed,1
glare calculation,1
blind automation/status check,1
latest humidity read,1
locate user zone,1
resolve hallway,1
general co2 comfort guidance,1
general video-call network-quality guidance,1
compute ranked best spots,1
intent/typo resolution,1
rank offices,1
historical thursday-afternoon retrieval,1
resolve corridor or ask location,1
merge findings,1
ask/assume target time,1
asset/model lookup,1
airflow/draft/pressure sensor feed,1
retrieve temp/humidity and [new] vent/window/airflow data,1
locate cafeteria,1
rank candidate corners,1
comfort ranking,1
optimize load shed/shift,1
compute cop/eui/comfort delivery,1
extract night/weekend baseload,1
optimization gap analysis,1
general safety/comfort thresholds,1
current temp/co2/rh retrieval,1
panel alarms,1
identify circuit/panel,1
compare to ratings/trip curves,1
derive empty/count status,1
retrieve co2 if applicable,1
monitor co2/humidity,1
monitor rh,1
parse colloquial dryness intent,1
as-built damp-proofing certificates/specifications,1
construction document ingestion,1
general comfort/safety thresholds,1
site/landscape plan files,1
local habitat/gis dataset,1
floor/site plan retrieval,1
landscape/gis ingestion,1
criteria assessment,1
local native-plant database,1
native-species lookup,1
percentage/gap analysis,1
planning/site-history documents or capability yaml with sitestatus,1
classify greenfield status,1
classify brownfield status,1
product cost/o&m files,1
product cost and o&m records,1
tap sensor asset records,1
sensor-operated tap records,1
compare all taps vs sensor installs,1
room height/volume metadata,1
furniture asset register,1
furniture asset query,1
map room to hvac zone,1
return planned air speed,1
retrieve envelope geometry,1
compute window-to-wall ratio,1
current furniture/partition plan in inputs/ if needed,1
reception/entrance/exit semantic annotations,1
identify reception and entrance/exit points,1
architectural section/elevation/bim files in inputs/,1
section/bim height lookup,1
locate server room,1
wall assembly/stc lookup,1
identify scope,1
map ceiling/floor finishes to spaces,1
spell correction,1
store low-priority feedback,1
convenience scoring,1
existing hvac/space metadata,1
general building-operations guidance,1
existing temperature/co2/humidity where available,1
existing co2 may support rough inference only where live,1
door-contact sensor feed,1
breaker or load-shed control,1
frequency point ttl/capability yaml in inputs/,1
frequency feed onboarding,1
safety interlock validation,1
spec file ingestion/indexing,1
finance/capex/opex ledger,1
sensor metadata,1
estate height lookup,1
compare/sort,1
intent/entity disambiguation,1
entity/time disambiguation,1
list formatting,1
disambiguate if needed,1
filter uncovered,1
count/existence,1
car-park ventilation design/control facts,1
fan/status retrieval,1
co/nox check,1
hvac/exhaust equipment query,1
access-control lock states,1
egress rule check,1
access-control door-lock state feed,1
access-control state retrieval,1
seasonal hvac sequence-of-operations file (add inputs/ file to kb,1
seasonal hvac sequence-of-operations file,1
fan telemetry/sequence retrieval,1
trace air path to outside-air intake,1
link sensors to lockdown actions,1
alarm routing config,1
guard dispatch/notification roster,1
resolve recipients,1
device datasheets/specifications,1
resolve office doors,1
door-type lookup,1
derive remaining count,1
resolve lobby and candidate areas,1
count floors,1
area extraction,1
notification timing explanation,1
index for future retrieval,1
collect room/event/target,1
retrieve available temperature history,1
monitor and adjust,1
create timed override,1
monitor expiry/revert,1
emergency dispatch/control action,1
create bounded pause window,1
audit/log,1
pause hvac on open,1
detect closed/debounce,1
door/contact sensor feed,1
door/access api lookup,1
emergency dispatch api/telephony,1
co2 stream retrieval,1
safety/control planning,1
request room/floor if needed,1
identify user role/space,1
formulate permitted action/contact path,1
restroom label extraction/location mapping,1
retrieve reports and current humidity,1
lift movement event retrieval,1
sum meters,1
latest dba retrieval,1
risk ranking,1
inverter status/heartbeat retrieval,1
room lookup,1
door asset lookup,1
waiting-status inference,1
fault/alarm analysis,1
av projector asset/status feed,1
room/device resolution,1
fault-log check,1
infer working/not working,1
date resolution,1
ranked replacement list,1
compare to tolerance,1
resolve last-night window,1
window orientation/geometry,1
exterior shading/obstruction data,1
sun-angle/shading model,1
determine sunlit windows,1
classify noisiness,1
visual/table response,1
resolve entryway space,1
threshold/any-zone check,1
retrieve latest co2 readings,1
retrieve latest humidity readings,1
retrieve latest open/closed states,1
filter open windows,1
mold-risk threshold knowledge,1
retrieve humidity/temp history,1
construction spec files added to inputs/,1
as-built construction/envelope specifications in inputs/,1
mean calculation,1
latest rekey status,1
count distinct rooms/spaces,1
latest painting event selection,1
smart-lock/access-control asset register,1
window asset register,1
latest/coverage calculation,1
latest-event selection,1
rainfall api retrieval,1
lift controller logs,1
lift trip/passenger counts,1
rank modes,1
temperature monitoring,1
retrieve hvac topology,1
current/historical thermal retrieval,1
rank/compare,1
entry-event retrieval,1
kb/reception lookup,1
visitor-management retrieval,1
general llm optimisation knowledge,1
it load/utilisation feed,1
threshold decision,1
sensor_data/compliance intent,1
latest temp retrieval or [new] off-floor live stream retrieval,1
av setup guide file in inputs/ folder,1
av setup instructions in inputs/ folder,1
control/help intent,1
microphone/av telemetry and control logs,1
ticketing system,1
diagnostics,1
remote control/reset,1
interval overlap/free-slot calculation,1
monitor trend,1
general ergonomic/workplace guidance,1
identify zone/users,1
locate open office,1
retrieve live co2/rh/temperature,1
door and access-zone metadata,1
door/access feed retrieval,1
derive use cases/control logic,1
co2/humidity/temperature point metadata,1
compare objectives,1
res,1
linked-use lookup,1
monitoring-method summary,1
api/server/db/llm quota config,1
live usage and concurrency telemetry,1
deployment config and quota retrieval,1
implemented intent list,1
conversation/session management,1
system config (building.yaml/intents.yaml,1
known deployment gaps,1
building information,1
intent registry/config,1
implemented component registry,1
kb/config lookup,1
current component registry,1
efficiency-method mapping,1
limitation check,1
daily-life use-case synthesis,1
loaded-building registry for bldg1,1
building config/kb lookup,1
asset-spec and incident-log lookup,1
derived answer,1
scenario intent,1
tornado emergency plan in inputs/,1
emergency scenario intent,1
retrieve plan,1
risk reasoning,1
structural/seismic certification files in inputs/,1
general seismic-safety knowledge,1
structural/seismic certificates and design reports as inputs/ files,1
standards interpretation,1
reduction plan,1
hvac alarm/status logs,1
retrieve count-method metadata and feeds,1
explain method/limits,1
optional live co2 retrieval,1
assistant media metadata,1
image asset/caption store,1
media asset lookup,1
caption/provenance retrieval,1
video ingestion,1
cv object classification,1
control-loop feasibility,1
emergency response matrix/procedures (new inputs/ file,1
emergency response matrix/sequence-of-operations file (new inputs/ fil,1
procedure retrieval,1
map emergency levels to responses,1
recurring-event detection,1
furniture-layout update,1
glare asset/control lookup,1
safety/action synthesis,1
hvac/safety response synthesis,1
interlock/alarm config lookup,1
assemble use summary,1
smart-bin fill-level feed if installed,1
compare open vs restricted entry,1
all-hazards emergency response plan input file,1
emergency plan retrieval,1
humidity point metadata,1
stream availability check,1
apply comfort guidance,1
manufacturer/o&m documents,1
feedback validation,1
brick point metadata,1
room/floor topology,1
identity/consent check,1
capture preferred temperature/range,1
equipment fault/status telemetry,1
repair procedure library,1
fault diagnosis,1
repairability rules,1
fan o&m/spec sheet (new files in inputs/,1
fan spec lookup,1
dry-air threshold logic,1
filter asset register,1
reminder-rule evaluation,1
privacy terms/privacy notice document in inputs/,1
visitor-management store/api,1
setup plan,1
provisioning/control actions,1
notification/email service,1
propose slot,1
create appointment and notify,1
voip/telephony service,1
voip call initiation,1
playback capability/control check,1
audio-zone group lookup,1
routine definition persistence,1
format capability list,1
payment gateway api,1
transaction ledger/receipt store,1
payment api/ledger integration,1
transaction/receipt workflow,1
user-provided issue/location,1
dispatch/telephony api,1
read fixture/sensor state,1
retrieve current and [new] feeds,1
control lockout,1
comfort/traffic scoring,1
moni,1
available temperature/co2/humidity streams,1
monitor comfort/safety,1
construction/o&m envelope documents in inputs/,1
extract insulation types/u-values,1
space resolution,1
messaging/signage channel,1
post/send message,1
consent/privacy records,1
public dashboard/signage channel,1
intent planning,1
publish results,1
shift-nudge planning,1
approval/control workflow,1
incentive optimisation,1
rewards/comms workflow,1
spoilage-risk/thermal model,1
identify 'here',1
optional signage/control workflow,1
coffee-machine status,1
safety checks,1
lobby decor photos/descriptions in inputs,1
retrieve lobby context,1
decor/photo ingestion,1
lobby context lookup,1
access-control/door-count feed,1
electrical as-built/o&m documents (new files in inputs/,1
electrical as-built/o&m documents in inputs/,1
electrical o&m/as-built retrieval,1
backup job/status logs,1
dependency summary,1
network/zoom-room status feed,1
room/capability query,1
safety/comfort constraints,1
o2 dosing interlock/control,1
ask for room/location,1
health profiles/consent records,1
threshold/risk rules,1
messaging records,1
general etiquette guidance,1
source attribution,1
generate polite notice,1
audio-device api state,1
user/device consent records,1
user/device consent lookup,1
controllable-device metadata,1
seismic feed/api ingestion,1
airflow/fan-speed/diffuser status feed,1
retrieve live temp/humidity and [new] airflow/fan data,1
collect/confirm target temperatures,1
general comfort/health guidance,1
temp retrieval,1
safety-filtered response,1
project finance/construction-cost record (new inputs/ file,1
official project finance/construction-cost record,1
cost record lookup,1
suitability synthesis,1
tourism/access facts lookup,1
appeal synthesis,1
friendliness synthesis,1
infer user categories,1
architectural style/design narrative (new inputs/ file,1
metadata/capability lookup,1
zone impact modelling,1
control optimisation,1
fenestration/blind spec retrieval,1
collect worker feedback/location,1
feedback ingestion,1
plant suitability dataset,1
thermal/shading modelling,1
user-provided feedback,1
general hvac/thermal physics knowledge,1
envelope insulation/insolation model,1
indoor temperature history retrieval,1
control/error assessment,1
thermal coupling model,1
general comfort/safety knowledge,1
optimisation/savings estimate,1
respo,1
adaptive optimisation/mpc controller (new method + inputs config,1
general smart-building control knowledge,1
telemetry/context retrieval,1
overview update,1
wea,1
savings/uncertainty/payback analysis,1
feed retrieval,1
pattern learning,1
live lobby temperature/humidity/co2 stream,1
live lobby telemetry,1
comfort arbitration,1
revised layout/control-zone metadata,1
ingest updated lobby plan from inputs/,1
validation,1
electrical config retrieval,1
switchgear status check,1
available temperature/humidity streams,1
server-utilization logs/api,1
hvac status logs,1
operational-state classification,1
control-loop status check,1
alarm/suppression feed check,1
emergency playbook/control readiness check,1
preset-rule lookup,1
control-guardrail validation,1
room/context resolution,1
presentation-mode rule lookup,1
control-rule explanation,1
compare presets by sensor type,1
threshold explanation,1
general open-plan design knowledge,1
open-plan layout metadata,1
open-plan layout annotation,1
general visual-comfort norms,1
safety shutoff rule set inputs file,1
retrieve flow/control config,1
vendor/cve advisories or vulnerability scan data,1
vulnerability/advisory check,1
standby control-point lookup,1
warranty/contract database,1
warranty coverage calculation,1
alarm-panel/emergency-services notification api,1
emergency sensor/alarm integration check,1
notification contacts/api,1
window-contact sensor feed,1
safety-rule evaluation,1
counterfactual modelling,1
construction-cost record (new inputs/ file,1
o&m/commissioning files in inputs/,1
o&m/commissioning/handover documents (inputs/ files,1
access-control status/api,1
sequence/control-log retrieval,1
derive autonomous actions,1
patch/change-management logs,1
building privacy notice,1
breach-notification procedure,1
data protection contact/dpo details,1
synthesize rights and notification path,1
legal-basis/consent register,1
privacy/audit logs,1
privacy/legal-basis retrieval,1
consent/audit check,1
synthesize data types and consent status,1
kiosk registry lookup,1
triage issue type,1
kb procedure lookup,1
system health/status feed,1
incident/ticketing/sla store,1
status/ticket retrieval,1
incident/ticketing/sla records,1
app catalogue lookup,1
access-control procedure and continuity plan (inputs/ file,1
access-control and continuity docs retrieval,1
general privacy-law knowledge,1
identity/context check,1
privacy notice/retention/dsar docs (new files in inputs/,1
privacy notice/retention/dsar files in inputs/,1
privacy/breach/dsar docs (new files in inputs/,1
"privacy, retention, breach and dsar files in inputs/",1
incident logs/guard reports,1
risk/gap synthesis,1
structural bim/design documents (new files in inputs,1
structural bim/as-built/design certificates (new files in inputs,1
general structural standards,1
structural bim/design and wind-load certificates (new files in inputs,1
structural design/as-built/wind-load certificates (new files in inputs,1
general wind engineering standards,1
structural and wind-load data retrieval,1
tornado hazard retrieval,1
earthquake emergency response plan (new files in inputs,1
structural/seismic design model (new files in inputs,1
earthquake emergency procedure file (new files in inputs,1
structural/seismic design documents (new files in inputs,1
emergency-plan retrieval,1
seismic and structural data retrieval,1
safety-system sequence modelling,1
window safety register query,1
room/point discovery,1
construction cost/project finance record,1
general engineering life-cycle norms,1
condition/spec retrieval,1
o&m policies,1
autonomy coverage analysis,1
control-loop readiness check,1
inputs/ folder,1
cleaning asset/o&m records,1
robot cleaning telemetry/logs if installed,1
optional [new] robot status check,1
roof structural/as-built files (inputs/ folder,1
general llm horticulture knowledge,1
structural roof-load documents,1
roof services/access records,1
planning/regulatory records,1
tax-rule knowledge file reviewed by adviser (inputs/ folder,1
general llm tax knowledge,1
valuation and finance records,1
adviser-reviewed tax rules file,1
"tax, valuation and finance retrieval",1
rule application,1
construction budget/final-account cost file (inputs/ folder,1
project final-account/budget documents,1
finance/project ledger,1
construction cost record retrieval,1
floor/building area metadata,1
structural/design-life documents (inputs/ files,1
structural design/as-built documents,1
glare sensing,1
compute average db(a,1
resolve hvac/zone,1
resolve basement,1
sum/integrate,1
threshold/default selection,1
select unoccupied rooms,1
demand series retrieval,1
general llm food-safety knowledge,1
access event retrieval for last hour,1
ask/resolve time range,1
filter non-main entry events,1
filter on,1
resolve basement space,1
rank maximum,1
query rooms/hvac zones,1
control-loop feasibility/feedback check,1
discover dimming/scene controls,1
filter off states,1
compare against thresholds,1
pressure feed retrieval,1
boiler fault/alarm logs,1
hvac status intent,1
reconcile zone/building mode,1
general indoor-air co2 threshold knowledge,1
resolve co2 threshold,1
lock-status retrieval,1
open-state retrieval,1
space topology,1
count window symbols by floor,1
bacnet topology,1
facilities finance/opex ledger,1
utility bill records,1
resolve year/scope,1
count distinct stairwells,1
count distinct lifts,1
rank conservation measures,1
roof structural drawings/load limits (inputs/ files,1
roof structural/as-built files,1
local code/planning data,1
cost/vendor data,1
disambiguate room,1
mitigation option ranking,1
resolve rooftop garden,1
compare count,1
retrieve sensor/control metadata,1
scenario synthesis,1
formatted response,1
rank times,1
microwave asset metadata,1
live station status retrieval,1
identify dog/tag,1
tracker retrieval,1
indoor localisation,1
map to room/floor,1
locate sink,1
entity/location resolution,1
building location/config,1
aqi standard thresholds,1
resolve indoor/outdoor/location,1
aqi calculation/classification,1
identify room/windows,1
user room context,1
standby-state detection,1
sum device standby loads,1
asset/fault-log lookup,1
live temperature streams if mapped,1
furnace telemetry,1
ranked causes,1
entity/room resolution,1
ingest home metadata/sensor feed,1
resolve bedroom,1
locate floor/zone,1
causal summary,1
resolve roof asset,1
sensor coverage metadata,1
capability/metadata retrieval,1
data-gap scan,1
pest sighting/trap store,1
pest-diagnosis intent,1
pest/access/envelope data retrieval,1
mep/as-built files,1
fault/diagnosis intent,1
safety/fault diagnosis intent,1
retrieve humidity if available,1
general llm lifespan norms,1
design-life/bim/handover files,1
trace discharge/reuse path,1
trace roof-to-end-use path,1
equipment discovery,1
asset metadata check,1
eta/walking-time model,1
optional lift call/control,1
user-provided incident details,1
kb lookup for contacts/options,1
collect location/severity/time,1
compute stated frequency/last service,1
response-sequence retrieval,1
hvac co2 response sequence docs (inputs/ file + kb,1
hvac co2 control-sequence files,1
optimise blind/glass state,1
workstation/screen profile,1
generate mitigation options,1
objective disambiguation,1
user utterance,1
extract issue fields,1
create feedback record in postgres,1
voice/microphone coverage feed,1
emergency dispatch api,1
indoor location service,1
voice/location retrieval,1
classify/filter safety issues,1
completion event detection,1
pricing extraction,1
roof plan/risk assessment files,1
compare card/mobile/cash,1
resolve lobby/reception area,1
hvac equipment,1
o&m/filter metadata ingestion/lookup,1
air-balancing/hvac design docs in inputs+kb,1
design-doc lookup,1
pressure/airflow retrieval,1
latest temp retrieval,1
temperature point uuid,1
approved product/cost inputs file,1
compute latest/laeq,1
laundry equipment metadata,1
room/equipment lookup,1
completion-event detection,1
email gateway delivery logs,1
ground-truth validation counts,1
ground-truth retrieval,1
resident consent/contact profiles,1
emergency-services/contact api,1
inactivity rule evaluation,1
responder notification,1
hvac equipment traversal,1
ventilation/airflow data,1
identify room/device,1
dispersion/threshold model,1
safety guidance,1
filtration spec ingestion,1
filter spec ingestion,1
resolve 'common rooms',1
co2 point coverage check,1
alarm spec/config ingestion,1
mailbox location fact ingestion,1
staff roster or hr/facilities staffing feed,1
retrieve staff roster,1
filter active bldg1 staff,1
geocode/postcode,1
ems data retrieval,1
filter incidents,1
maps/geocoding api,1
routing/distance api,1
geocode/places hospital search,1
route/distance calculation,1
rank nearest,1
indoor animal-detection feed,1
fusion with [new] registry/reports,1
retrieve lift events,1
bin into 10-minute intervals,1
find peak,1
filter accessible spaces,1
rank floors,1
all-floor/external driver retrieval,1
trend and seasonality analysis,1
normalise metrics/time windows,1
plant species/photosynthesis parameter file (new file in inputs/,1
plant species and biomass parameters in inputs/,1
photosynthesis/o2 estimation,1
structural feasibility check,1
green-benefit synthesis,1
roof wildlife observation logs,1
bird observation ingestion/retrieval,1
bird record retrieval,1
infer location/urgency,1
fault ticket,1
select nearest spare,1
dispatch porter/av tech,1
ventilation/dehumidification control,1
define metric,1
anonymise/deduplicate,1
percent calculation,1
rank time-of-day,1
general food-safety temperature guidance,1
excursion counting,1
food-service/cafe daily menu feed or api,1
resolve cafe,1
menu feed query for today,1
locate cafe/bin,1
track acknowledgement/status,1
available temp/co2/humidity streams if applicable,1
locate cafe zone,1
diagnose likely source,1
adjust ventilation,1
define close-call criteria,1
classify and deduplicate events,1
hottest-hour selection,1
access/identity retrieval,1
filter past week,1
redact/format,1
rank best rooms,1
availability/access check,1
outdoor wea,1
monthly scoring/ranking,1
telemetry/control-log retrieval,1
uncertainty estimate,1
priority scoring,1
pf meter lookup/retrieval,1
trend and before/after analysis,1
latest pf telemetry read,1
recurring hotspot ranking,1
driver data retrieval,1
hvac/ventilation logs,1
daily peak detection,1
external/building driver retrieval,1
link diagnosis and corrective action,1
date extraction,1
generator telemetry/log retrieval,1
incident summary,1
standby-load calculation,1
standby-load computation for both periods,1
campus gis/building registry retrieval,1
nearest-distance calculation,1
access-zone classification lookup,1
asbestos register ingestion/search,1
maps/places poi and business-hours api,1
places api query,1
nearest-route response,1
count active workers,1
roof plan/roof file in inputs/,1
roof plan file in inputs/,1
synthesize visitor-safe summary,1
user-provided floor info,1
lift controller state/control feed,1
lift controller command,1
monitor lift state,1
floor mapping,1
count by floor,1
rank busiest periods,1
group by floor/nearby landmark,1
locate restroom amenities,1
nearest/list fallback,1
threshold config lookup,1
add chemical sensor classes/feed,1
define per-chemical thresholds,1
lift-controller telemetry/api,1
notification/signage channel configuration/api,1
lift usage retrieval,1
lift alarm/fault config lookup,1
cooling-failure contingency/o&m procedure (new inputs/ file,1
cooling-failure contingency/o&m document in inputs/,1
identify room and meeting time,1
audio playback/volume control,1
dimming plan,1
door/contact sensor state feed,1
outlet/circuit topology file in inputs/ (ttl/yaml,1
outlet/circuit topology inputs file,1
per-outlet shutoff command,1
sensor configuration api,1
define caps,1
control-loop configuration,1
identify room/area,1
inputs/ ttl/yaml,1
audio profile selection/generation,1
notification logs,1
sla/capability lookup,1
notification log retrieval,1
live sensor health check,1
floor area metadata,1
network metadata retrieval,1
network telemetry/log retrieval,1
fusion/sum/count validation,1
feature-by-feature failover summary,1
counterfactual model,1
compare inside vs near-building coverage,1
group/compare features,1
prioritize immediate-attention items,1
aqi feed/formula application,1
format by zone/overnight period,1
glare data retrieval,1
temporal windowing/rule evaluation,1
define overnight window,1
count/group by room,1
flagged-room summary,1
resolve overnight window,1
filter open/closed states,1
resolve today window,1
entry event retrieval,1
count/deduplicate entries,1
humidity monitoring,1
threshold rule evaluation,1
resolve or ask location,1
read temperature,1
resolve ac scope/location,1
read [new] hvac status,1
access-control/door lock state and control feed,1
resolve door/area,1
lock command,1
filter vacant rooms,1
format list/map,1
nearest/location selection,1
av/music api command,1
live panel status read,1
retrieve access/visitor events,1
door-contact open/closed status feed,1
window-contact open/closed status feed,1
co2 control thresholds,1
ingest filter/o&m docs,1
construction/project cost records,1
system scope and cost metadata,1
cost-record retrieval,1
system capex/opex ledgers,1
cost amortisation/allocation model,1
design-team/as-built/o&m documents placed in inputs/,1
design-team records,1
as-built/o&m documents,1
return designer names and roles,1
o&m breakdown procedures,1
dependency/failover metadata,1
resolve system,1
fault/procedure retrieval,1
impact and fail-safe analysis,1
o&m/commissioning documents placed in inputs/,1
o&m and commissioning documents,1
resolve systems,1
ownership/contact lookup,1
compare local vs central control,1
comfort-norm interpretation,1
savings normalisation/model,1
general llm green-building criteria,1
certification/docs retrieval,1
environmental meter retrieval,1
compliance/audit/safety records (add inputs/ file,1
compliance/audit records,1
issue criteria selection,1
retrieve abacws metadata,1
peer dataset retrieval,1
normalize peer criteria,1
attribute selection,1
on-site generation feed,1
demand/generation retrieval,1
savings estimate and ranking,1
activity data retrieval,1
equipment standby-status or standby-circuit mapping data,1
net-zero targets/pathway inputs file,1
scenario planning,1
ecology/landscape document ingestion,1
derived biodiversity-support summary,1
biodiversity/ecology r,1
define assessment rubric,1
meter/api/document ingestion,1
metering doc/feed lookup,1
current temperature/co2/humidity stream metadata,1
planning constraints documents (files in inputs/ + kb,1
roof/structural/bim data,1
planning constraints documents,1
metered demand feed,1
electrical frequency/inverter telemetry feed,1
rank/max,1
retrieve meter series,1
dimming/savings model,1
filter out-of-hours,1
compute flow metric,1
inverter feed retrieval,1
ventilation control/airflow trends,1
hvac dcv sequences,1
causal assessment,1
controllable-load and criticality metadata,1
dr event retrieval,1
controllability and constraint check,1
compare earliest zone,1
lift controller telemetry/specification,1
lift capability/status retrieval,1
demand-jump estimate,1
demand meter retrieval,1
identify all-in-use periods,1
peak/counterfactual analysis,1
resolve warm-up and arrival window,1
resolve 'this kitchen area',1
operating-hours lookup,1
after-hours filtering,1
daily cost calculation,1
cooling and it load retrieval,1
matched-period causal impact analysis,1
economizer/chiller control metadata,1
free-cooling opportunity model,1
chiller fault/status logs,1
fault/context query,1
service-control metadata,1
service dependency check,1
envelope model,1
thermal imaging/surface-temperature data,1
heat-loss model,1
essential-load constraint model,1
baseload analysis,1
optimisation/control feasibility analysis,1
optimisation ranking,1
closure scenario yaml (inputs/ file,1
west-wing zone labels,1
closure scenario inputs/ yaml,1
define west wing and closure scenario,1
general net-zero knowledge,1
strategic planning intent,1
retrofit costs and asset-condition data,1
kg topology/asset lookup,1
kg meter lookup,1
generate uncertainty bands,1
controllable-load/storage metadata,1
kg device/load lookup,1
kg load/zone lookup,1
response/dashboard,1
floor area,1
metric calculation and normalisation,1
net-zero scenario optimiser (new method,1
asset audit data,1
rank upgrades,1
management summary,1
efficiency-measure registry,1
general m&v/ipmvp principles,1
live temp/co2/,1
optimize shed plan,1
comfort/risk check,1
control-loop plan/approval,1
floor-area metadata,1
fuel/refrigerant records,1
pathway selection,1
target calculation,1
retrieve available temp/humidity,1
initiative document retrieval,1
envelope/plant efficiency metadata (new inputs file,1
certification/design records,1
environmental data retrieval,1
environmental feed ingestion,1
meter ingestion/retrieval,1
equipment specs/o&m files (add inputs/ files,1
manufacturer/design specs from inputs/ files,1
meter/spec retrieval,1
document/metadata ingestion,1
equipment on/off/idle state feed,1
classify standby loads,1
source-type check,1
yes/no with evidence,1
live zone temperature/co2/humidity where available,1
fan curve/control-sequence records,1
expected-kw model,1
compare actual vs needed,1
diagnose excess,1
current kw retrieval,1
compute sat-rat delta,1
circuit/meter metadata,1
timestamp alignment,1
overnight windowing,1
hru outdoor/return/supply/exhaust temp streams if not live,1
general heat-recovery effectiveness model,1
airflow/status retrieval,1
diagnostic,1
grid import retrieval,1
align timestamps,1
resample/normalise,1
control-loop monitoring,1
general comfort/overheating guidance,1
regression/causal attribution,1
shift compliance summary,1
monday filtering,1
payback calculation,1
refrigerant/onsite-combustion logs,1
supplier contract instruments for market-based scope 2,1
collect boundary and method,1
retrieve [new] activity data and factors,1
qa/audit trail,1
normalise and score,1
efficiency-measure cost catalog,1
roi ranking,1
plant telemetry,1
measure cost/savings catalog,1
roof/structural/usable-area files in inputs/,1
roof/structural inputs files,1
ppa/rec market data,1
storage/interconnection data,1
telemetry/api retrieval,1
upgrade cost/savings catalog,1
opportunity detection,1
savings and lifecycle-cost modelling,1
budget config write,1
target synthesis,1
procurement/generation lookup,1
suitability and yield modelling,1
equipment design specs/commissioning data,1
meter/flow/temperature retrieval,1
envelope/commissioning/audit files,1
loss allocation,1
historical utility/bill files,1
end-use asset metadata,1
ecology/landscape documents in inputs/,1
landscape/ecology plan files in inputs/,1
ecology/landscape file ingestion,1
circuit-to-zone mappings,1
list flagged circuits,1
lift-to-circuit mapping,1
expected-output model,1
compare actual vs expected,1
compute pue ratio,1
surplus optimisation,1
dispatch/control plan,1
diagnostic intent,1
classify cloudy periods,1
compute shortfall/percentage,1
confirmation/log,1
align sunny periods,1
scenario parameter capture,1
compute savings,1
resolve kitchen area,1
filter after-hours,1
asset register/rated efficiency/replacement cost,1
telemetry/asset/log retrieval,1
retrofit/efficiency measure log,1
savings and uncertainty analysis,1
asset condition database,1
ranked retrofit roadmap,1
per-floor budget configuration,1
budget setup,1
cashflow/payback calculation,1
grid factor retrieval,1
initiatives register retrieval,1
implemented capability registry,1
meter hierarchy query,1
trace roll-up logic,1
demand meter ingestion,1
retrieve today/history,1
retrieve live/monthly data,1
pulse-to-consumption conversion,1
ventilation control/telemetry,1
optimise ventilation response,1
general operational knowledge,1
chiller status/fault telemetry,1
scenario/planning intent,1
contingency optimisation,1
eco-mode control map,1
eco-mode command,1
net-zero scenario optimisation model,1
asset audit and ecm cost library,1
scenario + portfolio optimisation,1
storage/grid constraint data,1
hourly supply-demand modelling,1
ecm implementation and commissioning logs,1
identify ecms/meters/zones,1
m&v savings tests,1
scope-boundary/organisation data,1
sbti/crrem pathway dataset,1
pathway/standard retrieval,1
target pathway modelling,1
credit scoring/gap analysis,1
useful thermal/electrical output meters,1
equipment efficiency metadata,1
loss ratio calculation,1
contamination audit records,1
retrieve weights/manifests/contamination data,1
general llm electrical knowledge,1
align midday interval,1
demand history retrieval,1
build typical curve,1
compare today's profile,1
normalize periods,1
kw stats,1
live temperature/co2/humidity if relevant,1
resolve 'this zone',1
controllable asset constraints/endpoints (ad,1
approval/control plan,1
target-pathway modelling,1
multi-objective optimisation,1
historical utility bills (new files in inputs/,1
utility bill files,1
retrofit cost/abatement library,1
scenario and retrofit modelling,1
priority decision analysis,1
prioritisation intent,1
bill retrieval,1
weekday/weekend grouping,1
metering docs ingest,1
equipment efficiency/operating-state data,1
uncertainty analysis,1
certification record lookup,1
general comfort heuristics,1
ahu sat/rat retrieval,1
general electrical knowledge,1
compare/difference,1
hvac ventilation control/airflow logs,1
detect ventilation events,1
calculate savings and uncertainty,1
comfort/control policies,1
resolve 'here'/friday condition,1
comfort/safety checks,1
lift o&m/control documentation (new files in inputs/,1
lift controller/status feed,1
eligibility and safety check,1
issue eco-mode control,1
monitor service levels,1
general hvac/free-cooling knowledge,1
general sbti/ghg protocol knowledge,1
science-based pathway dataset,1
strategic target intent,1
target options,1
roof/shading/usable-area file in inputs (new file,1
roof/shading inputs file,1
investment-analysis intent,1
savings/cashflow,1
payback scenarios,1
savings opportunities,1
scenario ranking,1
fuel and refrigerant logs,1
factor lookup,1
metering/tracking document retrieval,1
"utility bill/accounting records with dates, charges and meter/account ",1
utility bill retrieval,1
uncertainty/coverage check,1
regression or counterfactual savings analysis,1
ventilation command/airflow telemetry,1
