Username,Personas,QuestionNumber,Stage,Timestamp,Question
greg smith,Guests/Visitors,38,1,08/04/2026 15:41,Are there any doors open?
greg smith,Guests/Visitors,39,1,08/04/2026 15:41,What is the current room temp?
greg smith,Guests/Visitors,40,1,08/04/2026 15:41,Are any windows open?
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,1,2,08/04/2026 16:03,How does the CO2 system differ from regular CO2 detectors found in many homes and businesses?
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,2,2,08/04/2026 16:02,"Is the VOC activated only for specific parts of the building, depending on levels, or is it activated on building-wide level?"
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,3,2,08/04/2026 16:01,What is a safe level for the VOC system?
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,4,2,08/04/2026 16:01,How often is the CO2 system activated?
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,5,2,08/04/2026 16:00,What types of filters are used in the PM2.5 system?
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,6,2,08/04/2026 16:00,"How much more did these systems add to building construction, compared to similar building, without these systems?"
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,7,2,08/04/2026 15:59,What sort of extra costs are added to tenants' rent due to the expenses of such systems?
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,8,2,08/04/2026 15:58,Who designed these systems?
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,9,2,08/04/2026 15:58,What happens if there is a breakdown in one of the systems?
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,10,2,08/04/2026 15:57,"How often are these systems inspected, to make sure they are operating correctly?"
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,11,2,08/04/2026 15:57,Who oversees all of these systems?
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,12,2,08/04/2026 15:56,Can people control the temperature in their own space or is the entire building's climate controlled by the system?
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,13,2,08/04/2026 15:56,How does the temperature system determine what is too hot or too cold? That can vary from one person to the next.
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,14,2,08/04/2026 15:55,What is the optimal humidity for the building?
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,15,2,08/04/2026 15:54,How is fresh air brought into the building?
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,16,2,08/04/2026 15:54,How often do CO2 levels get too high in the building?
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,17,2,08/04/2026 15:53,How often do VOC levels get too high in the building?
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,18,2,08/04/2026 15:53,How big problem are VOCs in the building?
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,19,2,08/04/2026 15:52,Does PM2.5 work through the HVAC system?
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,20,2,08/04/2026 15:52,Who designed the PM2.5 system?
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,21,1,08/04/2026 15:50,What is the turnover rate of tenants in the building?
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,22,1,08/04/2026 15:49,What is the tenant capacity of the building?
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,23,1,08/04/2026 15:49,Who runs the day-to-day operations at the building and what are their qualifications?
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,24,1,08/04/2026 15:48,Who owns the building?
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,25,1,08/04/2026 15:48,How old is the building?
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,26,1,08/04/2026 15:48,Is energy savings from the building's green features passed along to tenants?
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,27,1,08/04/2026 15:47,What are the key green features of the building?
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,28,1,08/04/2026 15:47,Is the building a green building?
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,29,1,08/04/2026 15:46,Are the current tenants happy with the building?
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,30,1,08/04/2026 15:46,Who was the architect who designed the building?
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,31,1,08/04/2026 15:45,Are there any issues with the building that prospective tenants should know about?
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,32,1,08/04/2026 15:45,How is the location beneficial to the building?
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,33,1,08/04/2026 15:44,How does the building differ from other similar buildings?
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,34,1,08/04/2026 15:44,What are the key attributes of the building?
eric sorenson,Occupants/Tenants/Employees; Sustainability and Energy Management Teams,35,1,08/04/2026 15:43,What year was the building constructed?
elena ruiz,Sustainability and Energy Management Teams,1,1,11/04/2026 11:02,"how is energy split between heating, cooling and equipment?"
elena ruiz,Sustainability and Energy Management Teams,2,1,11/04/2026 11:04,could we generate more of our own power on site?
elena ruiz,Sustainability and Energy Management Teams,3,1,11/04/2026 11:06,are there any quick wins to cut energy use?
elena ruiz,Sustainability and Energy Management Teams,4,1,11/04/2026 11:08,what is the biggest source of emissions for this building?
elena ruiz,Sustainability and Energy Management Teams,5,1,11/04/2026 11:12,are there areas left heated or cooled when nobody is around?
elena ruiz,Sustainability and Energy Management Teams,6,1,11/04/2026 11:13,how much standby power is the buidling drawing right now
elena ruiz,Sustainability and Energy Management Teams,7,1,11/04/2026 11:16,what's the carbon cost of running the lifts
elena ruiz,Sustainability and Energy Management Teams,8,1,11/04/2026 11:19,which floors consume the most enery?
elena ruiz,Sustainability and Energy Management Teams,9,1,11/04/2026 11:20,how do we benchmark our energy performance year on year
elena ruiz,Sustainability and Energy Management Teams,10,1,11/04/2026 11:23,are we on track to be net zero?
elena ruiz,Sustainability and Energy Management Teams,11,1,11/04/2026 11:25,what is the buidling doing to reduce its carbon footprint
elena ruiz,Sustainability and Energy Management Teams,12,1,11/04/2026 11:28,can the building tell me its current carbon intensity
elena ruiz,Sustainability and Energy Management Teams,13,1,11/04/2026 11:31,how does the buidling support biodiversity?
elena ruiz,Sustainability and Energy Management Teams,14,1,11/04/2026 11:35,how green is this buidling really?
elena ruiz,Sustainability and Energy Management Teams,15,1,11/04/2026 11:39,is the lighting energy efficient across the whole building
elena ruiz,Sustainability and Energy Management Teams,16,1,11/04/2026 11:42,how much of our electricity comse from solar?
elena ruiz,Sustainability and Energy Management Teams,17,1,11/04/2026 11:45,how is the building's overall energy use tracked?
elena ruiz,Sustainability and Energy Management Teams,18,1,11/04/2026 11:47,is there a dashboard for sustainability metrics?
elena ruiz,Sustainability and Energy Management Teams,19,1,11/04/2026 11:50,how does occupancy affect our energy demand
elena ruiz,Sustainability and Energy Management Teams,20,1,11/04/2026 11:54,what renewable options could the building adopt?
elena ruiz,Sustainability and Energy Management Teams,21,1,11/04/2026 11:57,does the building track embodied carbon of its materials?
elena ruiz,Sustainability and Energy Management Teams,22,1,11/04/2026 12:01,what happens to the building's energy use overnight?
elena ruiz,Sustainability and Energy Management Teams,23,2,11/04/2026 12:03,how much of the metered demand is covered by solar at midday?
elena ruiz,Sustainability and Energy Management Teams,24,2,11/04/2026 12:04,is the frequency reading stable enough for the on-site inverters
elena ruiz,Sustainability and Energy Management Teams,25,2,11/04/2026 12:08,is any circuit drawing power with zero occupany detected
elena ruiz,Sustainability and Energy Management Teams,26,2,11/04/2026 12:12,what is the metered difference between lighting and small-power loads?
elena ruiz,Sustainability and Energy Management Teams,27,2,11/04/2026 12:16,do the temperature setpoints and the energy meter show overcooling anywhere
elena ruiz,Sustainability and Energy Management Teams,28,2,11/04/2026 12:18,which submeter shows the highest consumption right now?
elena ruiz,Sustainability and Energy Management Teams,29,2,11/04/2026 12:20,what is the peak demand recorded by the meter so far today
elena ruiz,Sustainability and Energy Management Teams,30,2,11/04/2026 12:23,how does the gas meter trend compare with the heating degree days?
elena ruiz,Sustainability and Energy Management Teams,31,2,11/04/2026 12:25,why does the power factor reading matter for our electricity bill?
elena ruiz,Sustainability and Energy Management Teams,32,2,11/04/2026 12:29,how much standby load is drawn through the smart plugs right now?
elena ruiz,Sustainability and Energy Management Teams,33,2,11/04/2026 12:30,is the night-time base load higher than the metered baseline?
elena ruiz,Sustainability and Energy Management Teams,34,2,11/04/2026 12:33,how much does the lux level near the windows let us dim the lights to save energy?
elena ruiz,Sustainability and Energy Management Teams,35,2,11/04/2026 12:34,what is the water meter flow rate outside of office hours?
elena ruiz,Sustainability and Energy Management Teams,36,2,11/04/2026 12:36,how much solar generation was logged by the inverter yesterday?
elena ruiz,Sustainability and Energy Management Teams,37,2,11/04/2026 12:37,are the co2 sensors forcing extra ventilaton and raising energy use?
elena ruiz,Sustainability and Energy Management Teams,38,2,11/04/2026 12:41,what is the kW draw of the lifts during the morning peak?
elena ruiz,Sustainability and Energy Management Teams,39,2,11/04/2026 12:42,what is the real-time power spike compared with the monthly kwh average?
elena ruiz,Sustainability and Energy Management Teams,40,2,11/04/2026 12:43,what is the kwh per square metre for floor 5 from the meters?
elena ruiz,Sustainability and Energy Management Teams,41,3,11/04/2026 12:45,"during a grid demand-response event, what loads could we shed here?"
elena ruiz,Sustainability and Energy Management Teams,42,3,11/04/2026 12:49,"on a typical Monday, whicch zone ramps up energy earliest?"
elena ruiz,Sustainability and Energy Management Teams,43,3,11/04/2026 12:52,"during low occupancy, can the lifts run in an eco mode?"
elena ruiz,Sustainability and Energy Management Teams,44,3,11/04/2026 12:55,"when this hall hosts an event, how much does energy demand jump?"
elena ruiz,Sustainability and Energy Management Teams,45,3,11/04/2026 12:56,"when the car park EV chargers are all in use, what happens to peak demand?"
elena ruiz,Sustainability and Energy Management Teams,46,3,11/04/2026 12:58,"during the morning warm-up, is the building overheating before staff arrive"
elena ruiz,Sustainability and Energy Management Teams,47,3,11/04/2026 12:59,"in this kitchen area, how much vampire power do appliaces draw after hours?"
elena ruiz,Sustainability and Energy Management Teams,48,3,11/04/2026 13:00,"if this floor's setpoint drifts, how much extra energy does it cost over a day?"
elena ruiz,Sustainability and Energy Management Teams,49,3,11/04/2026 13:02,"in this server room, is cooling energy matched to the actual it load?"
elena ruiz,Sustainability and Energy Management Teams,50,3,11/04/2026 13:03,"when the sun is on the south facade, are the blinds cutting cooling load"
elena ruiz,Sustainability and Energy Management Teams,51,3,11/04/2026 13:07,"if outdoor air is cool enough, can free cooling cut the chiller energy here?"
elena ruiz,Sustainability and Energy Management Teams,52,3,11/04/2026 13:09,"if a chiller fails on a hot day, how do we keep energy use under control?"
elena ruiz,Sustainability and Energy Management Teams,53,3,11/04/2026 13:11,"if a whole floor is vacant this week, can its services be set back?"
elena ruiz,Sustainability and Energy Management Teams,54,3,11/04/2026 13:13,"during the winter peak, where is the building losing the most heat?"
elena ruiz,Sustainability and Energy Management Teams,55,3,11/04/2026 13:16,"during the summer shutdown, what is the building's minimum viable energy use?"
elena ruiz,Sustainability and Energy Management Teams,56,3,11/04/2026 13:19,"when co2 rises in this room, can ventilaton respond without spiking energy"
elena ruiz,Sustainability and Energy Management Teams,57,3,11/04/2026 13:21,"during peak pricing hours, which non-critical loads could be delayed?"
elena ruiz,Sustainability and Energy Management Teams,58,3,11/04/2026 13:24,"during a heatwave, how much extra energy does cooling this floor use"
elena ruiz,Sustainability and Energy Management Teams,59,3,11/04/2026 13:25,"on a rainy week, how does reduced daylight cahnge lighting energy here?"
elena ruiz,Sustainability and Energy Management Teams,60,3,11/04/2026 13:27,"if we close the west wing for refurbishment, what energy is saved"
elena ruiz,Sustainability and Energy Management Teams,61,3,11/04/2026 13:31,"if occupancy drops on a Firday, can the building scale back energy use here?"
elena ruiz,Sustainability and Energy Management Teams,62,3,11/04/2026 13:35,"if the weather forecast shows a cold snap, how should pre-heating be scheduled?"
elena ruiz,Sustainability and Energy Management Teams,63,4,11/04/2026 13:38,"to reach net zero by 2030, what does the building need to chagne first?"
elena ruiz,Sustainability and Energy Management Teams,64,4,11/04/2026 13:42,can we automate an annual sustainability performance review from the data?
elena ruiz,Sustainability and Energy Management Teams,65,4,11/04/2026 13:44,can the building quantify the carbon saved by daylight harvesting?
elena ruiz,Sustainability and Energy Management Teams,66,4,11/04/2026 13:46,how should we prioritise retrofits to maximise carbno savings?
elena ruiz,Sustainability and Energy Management Teams,67,4,11/04/2026 13:48,can the building forrecast next year's energy demand for budgeting?
elena ruiz,Sustainability and Energy Management Teams,68,4,11/04/2026 13:52,can the system align energy use with on-site renewable generation?
elena ruiz,Sustainability and Energy Management Teams,69,4,11/04/2026 13:56,how can we shiift load away from peak carbon-intensity hours?
elena ruiz,Sustainability and Energy Management Teams,70,4,11/04/2026 13:58,what kpis best track our progress on sustainability?
elena ruiz,Sustainability and Energy Management Teams,71,4,11/04/2026 14:02,what mix of measures gets us the fastest route to net zero?
elena ruiz,Sustainability and Energy Management Teams,72,4,11/04/2026 14:03,can the system recommend the most cost-effective efficiency upgrades?
elena ruiz,Sustainability and Energy Management Teams,73,4,11/04/2026 14:04,can the building generate an ESG dashboard for management?
elena ruiz,Sustainability and Energy Management Teams,74,4,11/04/2026 14:06,how can the building optimise energy use during weekends and holidays?
elena ruiz,Sustainability and Energy Management Teams,75,4,11/04/2026 14:09,how do we verify that efficiency measurres actually delivered savings?
elena ruiz,Sustainability and Energy Management Teams,76,4,11/04/2026 14:13,can the building produce a monthly carbon emissions report automatically?
elena ruiz,Sustainability and Energy Management Teams,77,4,11/04/2026 14:14,how can we cut water consumption against last year's baseline?
elena ruiz,Sustainability and Energy Management Teams,78,4,11/04/2026 14:17,"to cut enery use by 15% this year, where should we focus?"
elena ruiz,Sustainability and Energy Management Teams,79,4,11/04/2026 14:21,how can the building report avoided emissions from its solar array?
elena ruiz,Sustainability and Energy Management Teams,80,4,11/04/2026 14:25,can the building recommend a demand-response strategy for peak events?
elena ruiz,Sustainability and Energy Management Teams,81,4,11/04/2026 14:27,can the building flag the equipment with the worst efficiency for replacement?
elena ruiz,Sustainability and Energy Management Teams,82,4,11/04/2026 14:30,what efficiency target is realistic for the hvac system next year?
elena ruiz,Sustainability and Energy Management Teams,83,4,11/04/2026 14:32,how do we set science-based targts from the buildings emissions data
elena ruiz,Sustainability and Energy Management Teams,84,4,11/04/2026 14:33,can the system model the impact of raising cooling setpoints by 1 degree?
marcus okafor,Sustainability and Energy Management Teams,1,1,11/04/2026 13:07,does the building track embodied carbon of its materials?
marcus okafor,Sustainability and Energy Management Teams,2,1,11/04/2026 13:10,could we generate more of our own power on site?
marcus okafor,Sustainability and Energy Management Teams,3,1,11/04/2026 13:11,what's the carbon cost of running the lifts?
marcus okafor,Sustainability and Energy Management Teams,4,1,11/04/2026 13:13,what is the building doing to reduce its carbon footprint
marcus okafor,Sustainability and Energy Management Teams,5,1,11/04/2026 13:14,what proportion of energy is lost rather than used?
marcus okafor,Sustainability and Energy Management Teams,6,1,11/04/2026 13:17,how do we benchmark our energy performance year on year?
marcus okafor,Sustainability and Energy Management Teams,7,1,11/04/2026 13:20,what happens to the buildings enery use overnight
marcus okafor,Sustainability and Energy Management Teams,8,1,11/04/2026 13:21,how green is this building really?
marcus okafor,Sustainability and Energy Management Teams,9,1,11/04/2026 13:22,are there any quick wins to cut enregy use?
marcus okafor,Sustainability and Energy Management Teams,10,1,11/04/2026 13:23,how does occupancy affect our energy demand
marcus okafor,Sustainability and Energy Management Teams,11,1,11/04/2026 13:24,how do we measure the building's environmental performaance?
marcus okafor,Sustainability and Energy Management Teams,12,1,11/04/2026 13:28,are EV chargers powered by clean energy?
marcus okafor,Sustainability and Energy Management Teams,13,1,11/04/2026 13:29,how energy efficient is this building compared to similar ones?
marcus okafor,Sustainability and Energy Management Teams,14,1,11/04/2026 13:30,how much energy does the hvac system use overall?
marcus okafor,Sustainability and Energy Management Teams,15,1,11/04/2026 13:33,how efficient are the buildings chillers and boilers?
marcus okafor,Sustainability and Energy Management Teams,16,1,11/04/2026 13:34,does the buidling capture rainwater for any use?
marcus okafor,Sustainability and Energy Management Teams,17,1,11/04/2026 13:35,how much standby power is the buliding drawing right now
marcus okafor,Sustainability and Energy Management Teams,18,1,11/04/2026 13:39,is the building powered by any renewable energy?
marcus okafor,Sustainability and Energy Management Teams,19,2,11/04/2026 13:42,what is the real-time power spike compared with the monthly kWh average?
marcus okafor,Sustainability and Energy Management Teams,20,2,11/04/2026 13:46,are the CO2 sensors forcing extra ventilaton and raising energy use
marcus okafor,Sustainability and Energy Management Teams,21,2,11/04/2026 13:50,what is the kw draw of the lifts during the morning peak?
marcus okafor,Sustainability and Energy Management Teams,22,2,11/04/2026 13:54,are any smart plugs reporting vampire power for idle appliances?
marcus okafor,Sustainability and Energy Management Teams,23,2,11/04/2026 13:57,are the ahu fans running at higher kw than the airflow needs
marcus okafor,Sustainability and Energy Management Teams,24,2,11/04/2026 14:01,what is the current total power draw in kw across the building?
marcus okafor,Sustainability and Energy Management Teams,25,2,11/04/2026 14:02,is the night-time base load higher than the metered baseline?
marcus okafor,Sustainability and Energy Management Teams,26,2,11/04/2026 14:04,what is the kwh per square metre for floor 5 from the meters?
marcus okafor,Sustainability and Energy Management Teams,27,2,11/04/2026 14:07,what is the delta between supply air temp and return air temp on the AHUs
marcus okafor,Sustainability and Energy Management Teams,28,2,11/04/2026 14:10,how much does the lux level near the windows let us dim the lights to save enegry?
marcus okafor,Sustainability and Energy Management Teams,29,2,11/04/2026 14:14,is any circuuit drawing power with zero occupancy detected?
marcus okafor,Sustainability and Energy Management Teams,30,2,11/04/2026 14:17,how does the gas meter trend compare with the heating degree days?
marcus okafor,Sustainability and Energy Management Teams,31,2,11/04/2026 14:21,is there a submeter showing an unexpected overnight spike?
marcus okafor,Sustainability and Energy Management Teams,32,2,11/04/2026 14:23,is the heat-recovery unit actually recovering energy per the temperatture sensors?
marcus okafor,Sustainability and Energy Management Teams,33,2,11/04/2026 14:24,what does the pulse meter show for gas consumtion this week
marcus okafor,Sustainability and Energy Management Teams,34,2,11/04/2026 14:26,what is the current carbon intensity given the metered grid import
marcus okafor,Sustainability and Energy Management Teams,35,2,11/04/2026 14:29,is the chiller and boiler status ever 'on' at the same time and wasting energy?
marcus okafor,Sustainability and Energy Management Teams,36,2,11/04/2026 14:32,what is the metered difference between lighting and small-power loads?
marcus okafor,Sustainability and Energy Management Teams,37,2,11/04/2026 14:34,why does the power factor reading matter for our electricity bill?
marcus okafor,Sustainability and Energy Management Teams,38,2,11/04/2026 14:37,do the occupancy sensors and the energy meter agree on usage patterns?
marcus okafor,Sustainability and Energy Management Teams,39,3,11/04/2026 14:38,"if occupancy drops on a friday, can the building scale back energy use here?"
marcus okafor,Sustainability and Energy Management Teams,40,3,11/04/2026 14:39,"when this hall hosts an event, how much does enery demand jump?"
marcus okafor,Sustainability and Energy Management Teams,41,3,11/04/2026 14:40,"during a grid demand-response event, what loads could we shed here?"
marcus okafor,Sustainability and Energy Management Teams,42,3,11/04/2026 14:42,"during a heatwave, how much extra enery does cooling this floor use?"
marcus okafor,Sustainability and Energy Management Teams,43,3,11/04/2026 14:43,"if we close the west wing for refurbishment, what energy is saved?"
marcus okafor,Sustainability and Energy Management Teams,44,3,11/04/2026 14:47,"if solar is overproducing at noon, wehre can we use or store that energy?"
marcus okafor,Sustainability and Energy Management Teams,45,3,11/04/2026 14:48,"during the morning warm-up, is the buidling overheating before staff arrive?"
marcus okafor,Sustainability and Energy Management Teams,46,3,11/04/2026 14:52,"during low occupancy, can the lifts run in an eco mode?"
marcus okafor,Sustainability and Energy Management Teams,47,3,11/04/2026 14:54,"if the weather forecast shows a cold snap, how should pre-heating be scheduled?"
marcus okafor,Sustainability and Energy Management Teams,48,3,11/04/2026 14:56,"on a bank holiday, can the building drop to a minimum-energy mode?"
marcus okafor,Sustainability and Energy Management Teams,49,3,11/04/2026 14:58,"when the sun is on the south facade, are the blinds cutting cooling load"
marcus okafor,Sustainability and Energy Management Teams,50,3,11/04/2026 14:59,"during peak pricing hours, which non-critical loads could be delayed"
marcus okafor,Sustainability and Energy Management Teams,51,3,11/04/2026 15:03,"on a rainy week, how does reduced daylight change lighting energy here?"
marcus okafor,Sustainability and Energy Management Teams,52,3,11/04/2026 15:05,"if a chiller fails on a hot day, how do we keep energy use under control?"
marcus okafor,Sustainability and Energy Management Teams,53,3,11/04/2026 15:08,"during the evening cleaning shift, are lights and hvac left fully on"
marcus okafor,Sustainability and Energy Management Teams,54,3,11/04/2026 15:12,"in this server room, is cooling energy matched to the actual IT load?"
marcus okafor,Sustainability and Energy Management Teams,55,3,11/04/2026 15:16,"if outdoor air is cool enough, can free cooling cut the chiller energy here"
marcus okafor,Sustainability and Energy Management Teams,56,3,11/04/2026 15:18,"if a sensor shows an idle but powered desk cluster, can it be switched off?"
marcus okafor,Sustainability and Energy Management Teams,57,3,11/04/2026 15:20,"in this open-plan area, can daylight cover the lighting need at midday"
marcus okafor,Sustainability and Energy Management Teams,58,3,11/04/2026 15:23,"on a typical monday, which zone ramps up energy earliest?"
marcus okafor,Sustainability and Energy Management Teams,59,4,11/04/2026 15:25,can the building flag the equipment with the worst efficiency for replacement?
marcus okafor,Sustainability and Energy Management Teams,60,4,11/04/2026 15:28,what KPIs best track our progress on sustainability
marcus okafor,Sustainability and Energy Management Teams,61,4,11/04/2026 15:29,what is the payback period for adding more solar capacity
marcus okafor,Sustainability and Energy Management Teams,62,4,11/04/2026 15:30,can the system align enery use with on-site renewable generation
marcus okafor,Sustainability and Energy Management Teams,63,4,11/04/2026 15:31,can the buidling quantify the carbon saved by daylight harvesting?
marcus okafor,Sustainability and Energy Management Teams,64,4,11/04/2026 15:33,how do we report scope 1 and scope 2 emisions from building data
marcus okafor,Sustainability and Energy Management Teams,65,4,11/04/2026 15:35,how do we benchmark this buidling against BREEAM or LEED targets?
marcus okafor,Sustainability and Energy Management Teams,66,4,11/04/2026 15:39,what mix of measures gets us the fastest route to net zero?
marcus okafor,Sustainability and Energy Management Teams,67,4,11/04/2026 15:40,can the building recommend a demand-response strategy for peak events?
marcus okafor,Sustainability and Energy Management Teams,68,4,11/04/2026 15:42,can the system identify the top five energy-saving opportunities ranked by ROI?
marcus okafor,Sustainability and Energy Management Teams,69,4,11/04/2026 15:45,"to cut energy use by 15% this year, where should we focus?"
marcus okafor,Sustainability and Energy Management Teams,70,4,11/04/2026 15:48,what would it take to run the building on 100% renewable energy
marcus okafor,Sustainability and Energy Management Teams,71,4,11/04/2026 15:50,can the building produce a monthly carbon emissions report automatically
marcus okafor,Sustainability and Energy Management Teams,72,4,11/04/2026 15:54,how should we shedule plant to minimise both cost and carbon
marcus okafor,Sustainability and Energy Management Teams,73,4,11/04/2026 15:57,can the system recommend the most cost-effective efficeincy upgrades
marcus okafor,Sustainability and Energy Management Teams,74,4,11/04/2026 15:58,can the building track diversion-from-landfill rate for waste?
marcus okafor,Sustainability and Energy Management Teams,75,4,11/04/2026 15:59,how can we cut water consumption against last year's baseline?
marcus okafor,Sustainability and Energy Management Teams,76,4,11/04/2026 16:00,can the ssytem set and track an energy budget per floor?
marcus okafor,Sustainability and Energy Management Teams,77,4,11/04/2026 16:02,what efficiency target is relaistic for the HVAC system next year?
marcus okafor,Sustainability and Energy Management Teams,78,4,11/04/2026 16:03,can we automate an annual sustainability performance review from the data?
marcus okafor,Sustainability and Energy Management Teams,79,4,11/04/2026 16:06,how can the building report avoided emissions from its solar array?
priya nair,Sustainability and Energy Management Teams,1,1,10/04/2026 13:55,how is the building's overall energy use tracked?
priya nair,Sustainability and Energy Management Teams,2,1,10/04/2026 13:57,how does occupancy affect our energy demand
priya nair,Sustainability and Energy Management Teams,3,1,10/04/2026 13:59,what does a typical day of enery use look like here?
priya nair,Sustainability and Energy Management Teams,4,1,10/04/2026 14:03,can the building tell me its current carbon intensity?
priya nair,Sustainability and Energy Management Teams,5,1,10/04/2026 14:06,are we on track to be net zero
priya nair,Sustainability and Energy Management Teams,6,1,10/04/2026 14:10,does the building capture rainwater for any use?
priya nair,Sustainability and Energy Management Teams,7,1,10/04/2026 14:11,whats the carbon cost of running the lifts?
priya nair,Sustainability and Energy Management Teams,8,1,10/04/2026 14:13,is the buidling powered by any renewable energy
priya nair,Sustainability and Energy Management Teams,9,1,10/04/2026 14:15,what renewble options could the building adopt?
priya nair,Sustainability and Energy Management Teams,10,1,10/04/2026 14:17,how efficient are the building's chillers and boilers?
priya nair,Sustainability and Energy Management Teams,11,1,10/04/2026 14:20,what proportion of enery is lost rather than used?
priya nair,Sustainability and Energy Management Teams,12,1,10/04/2026 14:23,how green is this building really?
priya nair,Sustainability and Energy Management Teams,13,1,10/04/2026 14:26,how do we benchmakr our energy performance year on year?
priya nair,Sustainability and Energy Management Teams,14,1,10/04/2026 14:29,is the lighting energy efficient across the wohle building
priya nair,Sustainability and Energy Management Teams,15,1,10/04/2026 14:31,where is energy being watsed in the building?
priya nair,Sustainability and Energy Management Teams,16,1,10/04/2026 14:32,which floors consume the most energy?
priya nair,Sustainability and Energy Management Teams,17,1,10/04/2026 14:34,are ev chrgers powered by clean energy
priya nair,Sustainability and Energy Management Teams,18,1,10/04/2026 14:35,what happens to the building's energy use overnight
priya nair,Sustainability and Energy Management Teams,19,1,10/04/2026 14:38,how does the building support biodiversity?
priya nair,Sustainability and Energy Management Teams,20,1,10/04/2026 14:39,are there any energy savings from daylight in the building
priya nair,Sustainability and Energy Management Teams,21,1,10/04/2026 14:41,are there any quick wins to cut energy use?
priya nair,Sustainability and Energy Management Teams,22,2,10/04/2026 14:45,are the CO2 sensors forcing extra ventilaton and raising energy use?
priya nair,Sustainability and Energy Management Teams,23,2,10/04/2026 14:46,is the heat-recovery unit actually recovering energy per the temperature sensors?
priya nair,Sustainability and Energy Management Teams,24,2,10/04/2026 14:48,what is the peak demand recorded by the meter so far today
priya nair,Sustainability and Energy Management Teams,25,2,10/04/2026 14:51,how much energy is the server rack drawing per the dedicated submeter
priya nair,Sustainability and Energy Management Teams,26,2,10/04/2026 14:54,are any smart plugs reporting vampire power for idle appliances?
priya nair,Sustainability and Energy Management Teams,27,2,10/04/2026 14:56,do the occupancy sensors and the energy meter agree on usage patterns?
priya nair,Sustainability and Energy Management Teams,28,2,10/04/2026 14:58,what does the main energy meter read in kwh for this month?
priya nair,Sustainability and Energy Management Teams,29,2,10/04/2026 15:00,what does the building's reactive power reading suggest abouut motor efficiency?
priya nair,Sustainability and Energy Management Teams,30,2,10/04/2026 15:01,what is the metered difference between lighting and small-power loads?
priya nair,Sustainability and Energy Management Teams,31,2,10/04/2026 15:05,which submeter shows the highest consumption right now
priya nair,Sustainability and Energy Management Teams,32,2,10/04/2026 15:08,is any circuit drawing power with zero occupancy detected?
priya nair,Sustainability and Energy Management Teams,33,2,10/04/2026 15:10,do the temperature setpoints n the energy meter show overcooling anywhere?
priya nair,Sustainability and Energy Management Teams,34,2,10/04/2026 15:14,how much solar generation was logged by the inverter yesterday?
priya nair,Sustainability and Energy Management Teams,35,2,10/04/2026 15:16,why does the power factor reading matter for our electricity bill?
priya nair,Sustainability and Energy Management Teams,36,2,10/04/2026 15:20,is the chiller and boiler status ever 'on' at the same time and wasting energy?
priya nair,Sustainability and Energy Management Teams,37,2,10/04/2026 15:22,how much standby load is drawn through the smart plugs right now
priya nair,Sustainability and Energy Management Teams,38,2,10/04/2026 15:26,what is the kwh per square metre for floor 5 from the meters?
priya nair,Sustainability and Energy Management Teams,39,2,10/04/2026 15:28,is the frequency reading stable enough for the on-site inverters?
