qid,personas,stage,question,level,level_name,latent_level,latent_level_name,gap_score,n_new,difficulty,answer_basis,answerability,why,latent_why,architecture,pipeline_stages,data_sources
q894e4a345bfc,Sustainability and Energy Management Teams,4,what would it take to run the building on 100% renewable energy,6,Meta / Strategic Reasoning,6,Meta / Strategic Reasoning,0,6,24,building-data,requires_extension,"Open strategic feasibility question across supply, demand, storage and procurement; very high uncertainty.","Needs cross-domain renewable feasibility/procurement planning; demand, solar, tariff and grid data are missing.","LangGraph orchestrator; ontology/knowledge graph; floor-plan/spatial reasoning; time-series store; analytics sandbox; forecasting; report generation/visualisation; [NEW] whole-building energy metering (new sensor feed, add points to ontology); [NEW] solar/renewable resource API (external API); [NEW] roof/structural/usable-area files in inputs/; [NEW] grid tariff and carbon-intensity APIs (external APIs); [NEW] PPA/REC market data (new data source); [NEW] battery/storage/interconnection constraints (new data source + add to ontology/KB)","dialogue -> strategic planner -> ontology/floor-plan query -> [NEW] demand retrieval -> [NEW] renewable resource/tariff/carbon/procurement data -> demand/renewable/storage modelling -> options, risks and cost report -> response",building ontology; floor plans; [NEW] energy demand time-series; [NEW] solar/weather resource feed; [NEW] roof/structural inputs files; [NEW] tariffs; [NEW] grid carbon intensity; [NEW] PPA/REC market data; [NEW] storage/interconnection data
q9867344ab8d2,Sustainability and Energy Management Teams,4,how should we prioritise retrofits to maximise carbon savings?,6,Meta / Strategic Reasoning,5,Systemic Synthesis,-1,5,21,building-data,requires_extension,Retrofit prioritisation is an open strategic decision with very high uncertainty and ambiguous objectives.,"Needs portfolio data fusion, carbon/cost modelling and ranked scenario reports; no simple lookup suffices.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; report generation; visualisation; floor-plan/spatial reasoning; [NEW] energy submetering feed (new sensor feed + add to ontology); [NEW] asset condition and plant inventory details (add to ontology + capability KB); [NEW] retrofit measure library with capex/lifetime/savings factors (add to ontology + capability KB); [NEW] carbon factors/grid API (new external API); [NEW] weather API (new external API); [NEW] occupancy/calendar feed (new external API),dialogue -> intent classification -> ontology/spatial query -> [NEW] energy/asset/measure/carbon/weather retrieval -> scenario modelling -> cost-carbon optimisation -> ranked retrofit roadmap -> visualisation/report -> response,building ontology; floor plans; capability KB; [NEW] energy meter time-series; [NEW] asset condition database; [NEW] retrofit cost/savings library; [NEW] grid carbon factors; [NEW] weather feed; [NEW] occupancy/calendar data
qea287ce7b20a,Sustainability and Energy Management Teams,4,what efficeincy target is realistic for the hvac system next year?,6,Meta / Strategic Reasoning,5,Systemic Synthesis,-1,5,21,hybrid,requires_extension,"Open strategic target-setting needs forecasts, benchmarks and constraints; high uncertainty.","Needs HVAC baseline, weather/occupancy normalisation, benchmarks and next-year forecasting/report.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; visualisation/report generation; LLM for benchmarks; [NEW] HVAC energy/submeter/COP feed (new data source + add to ontology); [NEW] live streams for floors 0-4 (new sensor feeds); [NEW] weather API; [NEW] occupancy/calendar feed; [NEW] maintenance/fault history inputs (inputs/ file or new data source),"dialogue -> intent classification -> ontology query -> retrieve/ingest HVAC energy, comfort, weather, occupancy -> baseline/weather-normalise -> benchmark -> forecast/scenario model -> target recommendation/report -> response",building ontology; existing floor-5 temp/CO2/humidity; general efficiency benchmarks from LLM; [NEW] HVAC energy/equipment performance time-series; [NEW] full-building temp/CO2/humidity streams floors 0-4; [NEW] weather feed; [NEW] occupancy/calendar feed; [NEW] maintenance history
qd557c6a914f3,Sustainability and Energy Management Teams,4,what mix of measures gets us the fastest rouet to net zero?,6,Meta / Strategic Reasoning,6,Meta / Strategic Reasoning,0,5,23,building-data,requires_extension,Open strategic portfolio choice; route to net zero has very high uncertainty and ambiguity.,"Needs emissions/energy data, retrofit portfolio, costs and scenario optimisation across domains.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; visualisation/report generation; [NEW] whole-building energy/submetering feed (new data source; add meters to ontology); [NEW] emissions inventory/carbon factors (new data source/API); [NEW] asset audit + ECM cost/MACC library (add to ontology+KB or inputs/ file); [NEW] weather/occupancy feeds (new data sources); [NEW] net-zero scenario optimisation model,dialogue -> intent classification/planning -> ontology asset/topology query -> [NEW] energy/emissions/weather/occupancy/cost ingestion -> baseline carbon model -> scenario + portfolio optimisation -> roadmap report/visuals -> response,building ontology; capability KB/floor area; [NEW] energy/submeter time-series; [NEW] emissions inventory/carbon factors; [NEW] asset audit and ECM cost library; [NEW] weather API; [NEW] occupancy feed
q196284a1f4d8,Sustainability and Energy Management Teams,4,how do we set science-based targets from the building's emissions data?,6,Meta / Strategic Reasoning,5,Systemic Synthesis,-1,3,19,hybrid,requires_extension,"Strategic target-setting under standards, baselines and scopes; open answer and very high uncertainty.","Needs emissions inventory, factors, baselines and target-pathway modelling; emissions data absent.",LangGraph; LLM standards synthesis; ontology/knowledge graph; analytics sandbox; forecasting/scenario modelling; report generation; visualisation; [NEW] building emissions inventory (inputs file or new data source); [NEW] energy metering feed (new sensor feed); [NEW] emission-factor/carbon-accounting dataset or API (external API); [NEW] target-boundary metadata for scopes/baseline (add to ontology + capability KB),dialogue -> hybrid planner -> ingest [NEW] emissions inventory -> ontology mapping -> [NEW] emission-factor lookup -> baseline normalisation -> target-pathway modelling -> report/visualisation -> response,general LLM knowledge for SBTi/GHG Protocol concepts; building ontology; [NEW] emissions inventory file/time-series (inputs file or new data source); [NEW] energy meter time-series (new sensor feed); [NEW] emission factors/carbon accounting API (external API); [NEW] scope/baseline metadata (add to o
q4b1465c1d062,Sustainability and Energy Management Teams,4,"to reach net zero by 2030, what does the building need to change first",6,Meta / Strategic Reasoning,6,Meta / Strategic Reasoning,0,5,23,hybrid,requires_extension,"Open strategic pathway to net zero with uncertain constraints, priorities and feasibility.","Needs carbon baseline, scenario planning, retrofit ranking and roadmap across energy, costs, assets and policy.",LangGraph strategic planner; LLM for net-zero framing; ontology/knowledge graph; analytics sandbox; forecasting; report generation; visualisation; [NEW] energy metering/utility-bill data (new data source/files); [NEW] carbon-factor API (new external API); [NEW] weather API (new external API); [NEW] occupancy feed (new sensor/API); [NEW] retrofit/cost/abatement library (add to ontology + capability KB); [NEW] asset condition and fabric data (add to ontology + inputs files),dialogue -> strategic intent classification -> ontology asset query -> [NEW] energy/carbon/weather/occupancy retrieval -> baseline carbon model -> scenario and retrofit modelling -> priority decision analysis -> roadmap/report -> response,building ontology; floor plans; capability KB; [NEW] energy meter and utility-bill data; [NEW] carbon-factor feed; [NEW] weather feed; [NEW] occupancy data; [NEW] retrofit cost/abatement library; [NEW] asset condition/fabric records
qe26d6bae7a67,Sustainability and Energy Management Teams,4,how do we set science-based targets from the buildings emisions data?,6,Meta / Strategic Reasoning,5,Systemic Synthesis,-1,3,19,hybrid,requires_extension,Target-setting is open strategic planning with scope/pathway choices and very high uncertainty.,"Needs emissions inventory, standards/pathways, scenario modelling and target report.","LLM standards guidance; ontology/knowledge graph; time-series store; analytics sandbox; forecasting/scenario modelling; report/export; [NEW] emissions inventory store (new data source); [NEW] energy/fuel/refrigerant/activity feeds (new data sources, add classes to ontology); [NEW] grid-carbon/emissions-factor API (external API); [NEW] SBTi/sector pathway dataset (inputs file/capability KB)",dialogue -> strategic target intent -> LLM standard framing -> ontology/boundary query -> [NEW] emissions/feed ingestion -> baseline and scope calculation -> pathway/scenario modelling -> target options -> report -> response,general SBTi/GHG Protocol knowledge; building ontology/area; [NEW] building emissions inventory; [NEW] energy/fuel/refrigerant data; [NEW] grid carbon/emissions factors; [NEW] science-based pathway dataset
qc211007f2789,Sustainability and Energy Management Teams,4,"to reaach net zero by 2030, what does the building need to change first?",6,Meta / Strategic Reasoning,5,Systemic Synthesis,-1,6,22,building-data,requires_extension,"Open net-zero prioritisation with ambiguous options, very high uncertainty and strategic trade-offs.","Needs multi-system carbon, cost and energy fusion plus forecasting and scenario modelling; core data is missing.","LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; visualisation/report generation; [NEW] energy/submeter feed (new data source, add to ontology); [NEW] GHG emissions factors API (external API); [NEW] utility tariff/bill feed (new data source); [NEW] weather API (external API); [NEW] occupancy/calendar feed (external API); [NEW] asset/retrofit/capex dataset (add to ontology+KB)",dialogue -> intent classification -> ontology query -> [NEW] energy/emissions/tariff/weather/occupancy retrieval -> baseline carbon model -> forecast to 2030 -> scenario ranking -> report/visualisation -> response,building ontology; capability KB; [NEW] energy meter/submeter time-series; [NEW] utility bills/tariffs; [NEW] GHG emission factors; [NEW] weather feed; [NEW] occupancy/calendar feed; [NEW] asset and retrofit cost dataset
qcac93594f583,Sustainability and Energy Management Teams,4,what mix of meaasures gets us the fastest route to net zero?,6,Meta / Strategic Reasoning,6,Meta / Strategic Reasoning,0,5,23,hybrid,requires_extension,"Open net-zero pathway optimisation over measures, timing and constraints; very high ambiguity/uncertainty.","Needs cross-domain energy/carbon/cost data, scenario optimisation and roadmap planning; core feeds are missing.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; visualisation; report/export; [NEW] energy metering feed (new data source); [NEW] carbon-factor API (external API); [NEW] retrofit/measure cost library (add to ontology+KB or inputs YAML); [NEW] weather API (external API); [NEW] occupancy/calendar API (new data source),dialogue -> intent classification -> define net-zero scope/target -> ontology retrieval -> [NEW] energy/weather/occupancy/carbon ingestion -> baseline model -> scenario optimisation -> roadmap/report+visuals -> response,building ontology; capability KB; [NEW] energy meter time-series; [NEW] carbon-factor feed; [NEW] retrofit measures/cost-performance library; [NEW] weather feed; [NEW] occupancy/calendar feed
q8497f37fd2ed,Sustainability and Energy Management Teams,4,"to reach net zero by 2030, what does the buidling need to change first?",6,Meta / Strategic Reasoning,6,Meta / Strategic Reasoning,0,5,23,hybrid,requires_extension,Strategic first-move decision for a 2030 net-zero target; open answer with many constraints.,"Requires emissions baseline, intervention ranking, constraints and scenario planning to 2030; missing energy/carbon/cost data.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; visualisation; report generation; [NEW] energy metering feed (new data source); [NEW] carbon-factor API (external API); [NEW] retrofit/action library with costs and lead times (add to ontology+KB or inputs YAML); [NEW] weather API (external API); [NEW] occupancy/calendar API (new data source),dialogue -> intent classification -> set 2030 target/scope -> ontology retrieval -> [NEW] energy/carbon/weather/occupancy ingestion -> baseline emissions model -> intervention ranking -> first-change recommendation/report -> response,building ontology; capability KB; [NEW] energy meter time-series; [NEW] carbon-factor feed; [NEW] retrofit/action library; [NEW] weather feed; [NEW] occupancy/calendar feed
q8a0f28525ba7,Health and Safety Officers,1,how do we handle a security thhreat safely?,6,Meta / Strategic Reasoning,6,Meta / Strategic Reasoning,0,2,20,hybrid,requires_extension,"Broad security-threat response is open, highly ambiguous and strategic with very high uncertainty.","Requires SOPs, security feeds, spatial planning, alerts and authorised control-loop orchestration.",LangGraph planner; LLM safety guidance; capability KB; Agentic RAG; ontology/knowledge graph; floor-plan + spatial reasoning; alert intent; RBAC; report intake; control loop; [NEW] security-threat SOP/contact tree (inputs/ file + KB); [NEW] access-control/CCTV/security-alarm integration (new data source/API + add to ontology); [NEW] mass-notification/emergency communications API (new data source/API),"dialogue -> safety/security intent and RBAC -> retrieve SOP, contacts, floor plans and [NEW] security feeds -> assess threat type/location -> plan lockdown/evacuation/shelter actions -> alert/control loop as authorised -> incident log -> response",general LLM knowledge; building ontology; floor plans; capability KB; report-intake store; [NEW] security-threat SOP/contact tree; [NEW] access-control/CCTV/security-alarm feed; [NEW] mass-notification/emergency communications API
q7be4fa51daac,Health and Safety Officers,4,how can we improve our emergency response time year on year?,6,Meta / Strategic Reasoning,5,Systemic Synthesis,-1,3,19,hybrid,requires_extension,"Open improvement strategy with ambiguous levers, high uncertainty, not a single KPI lookup.","Needs historical drills/incidents, alarm/occupancy data, spatial analytics and KPI reporting across years.",LangGraph; LLM synthesis; ontology/knowledge graph; floor-plan + spatial reasoning; analytics sandbox; forecasting; visualisation/report generation; Capability KB; [NEW] emergency drill/incident response-time log feed (new data source); [NEW] fire alarm/event feed (new data source); [NEW] occupancy/access feed (new data source); [NEW] emergency KPI classes (add to ontology+KB),dialogue -> intent classification -> ontology/floor-plan query -> [NEW] retrieve incident/drill/alarm/occupancy history -> KPI trend analytics -> bottleneck analysis -> YoY improvement report/visuals -> response,general H&S best practice; building ontology; floor plans; capability KB fire-safety facts; report-intake Postgres; [NEW] emergency drill/incident response-time logs; [NEW] alarm/event logs; [NEW] occupancy/access time-series
q94e8bba16371,Health and Safety Officers,4,how can we make sure 100% of fire doosr stay compliant?,6,Meta / Strategic Reasoning,6,Meta / Strategic Reasoning,0,4,22,hybrid,requires_extension,Open strategic compliance programme; '100%' adds very high uncertainty and ambiguous controls.,"Needs fire-door asset model, sensors, inspections, SLA workflow, alerts and control/escalation loop.",LangGraph orchestrator; ontology/knowledge graph; compliance; analytics sandbox; alerting; report generation; visualisation; [NEW] fire-door asset/register classes (add to ontology+KB); [NEW] door-contact/hold-open sensor feed (new data source); [NEW] inspection/maintenance or CMMS API (new data source); [NEW] fire-door compliance policy file (add inputs/ YAML),dialogue -> intent classification -> compliance planner -> ontology query fire-door register -> [NEW] sensor/CMMS retrieval -> analytics(SLA/compliance) -> alerts/work orders/control loop -> report/visualisation -> response,building ontology; capability KB fire-safety facts; [NEW] fire-door register/asset metadata; [NEW] door-contact status time-series; [NEW] inspection/CMMS records; [NEW] fire-door compliance policy file
q93cae2029c23,Health and Safety Officers,4,how can we improve our emergancy response time year on year?,6,Meta / Strategic Reasoning,5,Systemic Synthesis,-1,2,18,hybrid,requires_extension,"Open strategic improvement over years; goals, baselines and interventions are highly ambiguous.","Needs historical emergency data fusion, trend modelling, benchmarking and a multi-section improvement roadmap.",LangGraph planner; ontology/knowledge graph; floor-plan + spatial reasoning; report intake; analytics sandbox; forecasting/trend analysis; visualisation/report generation; [NEW] historical incident/drill KPI store (new data source); [NEW] fire-alarm panel logs (new data source); [NEW] access/occupancy/muster timestamps (new data source); [NEW] responder dispatch/arrival API (new external API); [NEW] response-time KPI classes (add to ontology+KB),dialogue -> define KPIs -> retrieve historical reports/logs -> [NEW] event/arrival/muster ingestion -> align timelines -> trend/benchmark analytics -> bottleneck analysis -> improvement roadmap/report -> response,building ontology; floor plans; report intake; general emergency-management guidance; [NEW] incident/drill KPI store; [NEW] fire-alarm logs; [NEW] access/occupancy/muster timestamps; [NEW] responder dispatch/arrival API
