qid,key,username,roles,qnum,stage,timestamp,question,cognitive_operation,reasoning_load,answer_determinacy,uncertainty,ambiguity,level,level_name,why,latent_level,latent_level_name,latent_why,answer_basis,architecture,parameters,pipeline_stages,data_sources,answerability,provider,model,classified_at
q652ba7dd0521,P11|78|q652ba7dd0521,P11,Guests/Visitors,78,1,08/04/2026 16:05,"Is this a kid-friendly, family-friendly building?",synthesis,high,synthesised,high,ambiguous,5,Systemic Synthesis,"Kid/family friendliness needs synthesised amenity, safety and policy judgement.",3,Inferential Reasoning,"Combines amenities, spatial access and family policy; child visitor policy missing.",hybrid,ontology/knowledge graph; capability KB; floor-plan + spatial reasoning; LLM reasoning; [NEW] child/family visitor and safeguarding policy facts (add inputs/ capability YAML + ontology/KB),"entities: family amenities, baby-change, lifts, toilets, public areas, child policy; time range: current; thresholds: age, supervision, safety/accessibility; units: n/a; aggregation: family-friendliness summary; filters: visitor-accessible spaces",dialogue -> intent classification -> ontology/KB query -> floor-plan access check -> [NEW] child policy lookup -> friendliness synthesis -> response,building ontology; capability KB; floor-plan manifests; general LLM knowledge; [NEW] child/family visitor and safeguarding policy data source,requires_extension,openai,gpt-5.5,2026-06-10 02:32:15
q8e33ffa1233c,P11|79|q8e33ffa1233c,P11,Guests/Visitors,79,1,08/04/2026 16:05,What kind of user friendly features do you have?,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,User-friendly is fuzzy; human derives a feature list from several amenity/capability facts.,2,Comparative Analysis,A few capability/amenity reads and light grouping; no time-series or analytics.,building-data,capability knowledge base; ontology/knowledge graph; LLM response generation,entities: Abacws amenities/capabilities; time range: N/A; thresholds: N/A; units: N/A; aggregation: grouped feature list; filters: visitor-facing,dialogue -> intent classification -> capability KB lookup -> ontology metadata lookup -> feature grouping -> response,capability KB amenities/building info; building ontology metadata,full,openai,gpt-5.5,2026-06-10 02:35:12
q2e361874abab,P11|80|q2e361874abab,P11,Guests/Visitors,80,1,08/04/2026 16:04,Who would be a typical user of the building? A renter?,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,Typical-user category is derived from building use; renter wording adds category ambiguity.,2,Comparative Analysis,Reads building-use metadata and maps it to user groups; no analytics.,building-data,capability knowledge base; ontology/knowledge graph; LLM response generation,entities: Abacws building use/user groups; time range: current; thresholds: N/A; units: N/A; aggregation: user categories; filters: visitor-facing,dialogue -> intent classification -> capability KB lookup -> ontology metadata lookup -> infer user categories -> response,capability KB building info/use; building ontology metadata,full,openai,gpt-5.5,2026-06-10 02:35:12
qcf09dcd8d50d,P11|81|qcf09dcd8d50d,P11,Guests/Visitors,81,1,08/04/2026 16:03,"What is the architectural style of the building? Is it very contemporary, or maybe something like Frank Lloyd Wright would design?",inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,Style is inferred and compared to FLW; classification is not a single explicit fact.,3,Inferential Reasoning,Needs style metadata plus general architectural comparison; not a simple current KB fact.,hybrid,capability knowledge base; ontology/knowledge graph; Agentic RAG service; LLM general architectural knowledge; [NEW] architectural style/design narrative (new inputs/ file; add to ontology+capability KB),"entities: Abacws, architect, architectural style, Frank Lloyd Wright; time range: N/A; thresholds: N/A; units: N/A; aggregation: style comparison; filters: visitor-facing",dialogue -> intent classification -> capability/ontology lookup -> [NEW] design metadata/RAG retrieval -> LLM style comparison -> response,capability KB building info; general LLM architectural knowledge; [NEW] architectural design brief/style metadata in inputs/ and ontology+KB,requires_extension,openai,gpt-5.5,2026-06-10 02:35:12
q89a34c7a3898,P11|82|q89a34c7a3898,P11,Guests/Visitors,82,1,08/04/2026 16:02,"What kind of building is this, like an office, library, school or hospital?",recall,trivial,single-fact,none,clear,1,Factual Recall,Direct building-type lookup; clear single fact.,1,Factual Recall,Single building-type metadata lookup.,building-data,capability knowledge base; ontology/knowledge graph,entities: Abacws building type/use; time range: current; thresholds: N/A; units: N/A; aggregation: N/A; filters: visitor-facing,dialogue -> intent classification -> metadata/capability lookup -> response,capability KB building info; building ontology metadata,full,openai,gpt-5.5,2026-06-10 02:35:12
q809f938bca85,P09|1|q809f938bca85,P09,Guests/Visitors,1,4,08/04/2026 17:01,Would the system be able to tell the difference between when a noisy meeting is taking place and normal operation?,recall,trivial,single-fact,none,clear,1,Factual Recall,A yes/no capability check; surface answer is a single system capability fact.,5,Systemic Synthesis,"Needs new noise, occupancy and calendar streams fused with baseline/event classification.",building-data,ontology/knowledge graph; time-series store; analytics sandbox; anomaly detection; visualisation; [NEW] acoustic/noise sensor feed (new data source; add to ontology); [NEW] occupancy sensing feed (new data source; add to ontology); [NEW] room-booking/calendar API (new data source),"entities: rooms/meeting spaces; time range: baseline weeks plus event window; thresholds: dBA above baseline; units: dBA; aggregation: 1-min; filters: scheduled meetings, occupied rooms",dialogue -> capability check -> ontology query -> [NEW] noise/occupancy/calendar ingestion -> baseline modelling/anomaly classification -> visualisation -> response,building ontology; [NEW] acoustic/noise dBA time-series; [NEW] occupancy time-series; [NEW] room-booking/calendar events,requires_extension,openai,gpt-5.5,2026-06-10 02:35:12
q633d587201bf,P09|2|q633d587201bf,P09,Guests/Visitors,2,4,08/04/2026 17:00,"Could occupants in the room notify the system that they don't have an issue with glare through something like a survey, so that it can reduce the amount of lighting used?",recall,trivial,single-fact,none,clear,1,Factual Recall,"Yes/no feature query; asks if occupant no-glare feedback can drive dimming, so surface answer is a capability fact.",6,Meta / Strategic Reasoning,"Needs structured glare feedback, lighting telemetry, optimisation and a dimming control loop, all missing today.",building-data,LangGraph orchestrator; ontology/knowledge graph; report intake; time-series store; analytics sandbox; control intent; visualisation; [NEW] occupant glare survey pipeline (new data source + add classes to ontology); [NEW] lighting/lux and luminaire power feeds (new sensor feed + add to ontology); [NEW] dimmable lighting zone metadata (add to ontology+KB),"entities: room occupants, glare feedback, lighting zones; time range: current + recent history; thresholds: glare tolerance, min lux; units: lux, W/kWh; aggregation: per zone; filters: room, seat/window zone",dialogue -> intent classification -> ontology room/zone query -> [NEW] survey ingestion -> [NEW] lighting telemetry retrieval -> analytics/optimisation -> lighting control command -> response,building ontology; floor plans; report-intake feedback; [NEW] structured occupant glare survey store (new data source); [NEW] lighting/lux/power time-series (new sensor feed); [NEW] lighting zone/luminaire metadata (add to ontology+KB),requires_extension,openai,gpt-5.5,2026-06-10 02:37:47
q1cf7cad14f38,P09|3|q1cf7cad14f38,P09,Guests/Visitors,3,4,08/04/2026 16:59,"How does the system adjust lighting away from those near windows, while not effecting those in other areas of the room negatively?",inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,"Asks how multi-zone daylight control avoids spillover; answer is a derived control explanation, not a single fact.",6,Meta / Strategic Reasoning,"Requires spatial zoning, daylight/glare sensing, occupant location and multi-zone lighting control not currently instrumented.",building-data,LangGraph orchestrator; ontology/knowledge graph; floor-plan + spatial reasoning; time-series store; analytics sandbox; control intent; visualisation; [NEW] daylight/glare/lux sensor feed (new sensor feed + add to ontology); [NEW] lighting zone/luminaire actuator metadata (add to ontology+KB); [NEW] occupancy/seat-location feed (new data source + add to ontology),"entities: window-adjacent zones, other room zones, occupants, luminaires; time range: current; thresholds: target lux/glare; units: lux; aggregation: zone-level; filters: room, distance to windows",dialogue -> intent classification -> ontology/spatial query for windows/seating/zones -> [NEW] daylight/occupancy retrieval -> zone impact modelling -> control optimisation -> lighting commands -> response,building ontology; floor plans; [NEW] lux/glare time-series (new sensor feed); [NEW] lighting zone/luminaire metadata (add to ontology+KB); [NEW] occupant/seat location time-series (new data source),requires_extension,openai,gpt-5.5,2026-06-10 02:37:47
qaae987763d51,P09|4|qaae987763d51,P09,Guests/Visitors,4,4,08/04/2026 16:58,Could there be adjustments to the glass used in the windows or to the type of blinds that are used to reduce glare and help the system with room lighting adjustments?,synthesis,high,synthesised,high,ambiguous,5,Systemic Synthesis,"Retrofit feasibility combines glazing/blinds, glare, lighting control and constraints; answer is synthesised and ambiguous.",5,Systemic Synthesis,Needs building-specific fenestration data plus glare/daylight modelling and option/cost comparison; no such specs loaded.,hybrid,LLM (general design knowledge); LangGraph orchestrator; ontology/knowledge graph; floor-plan + spatial reasoning; analytics sandbox; report generation; visualisation; [NEW] window/glazing/blind specifications (add to ontology+KB or inputs file); [NEW] daylight/glare/lux measurements or simulation model (new sensor feed or inputs file); [NEW] retrofit cost/product data (new external data source),"entities: windows, glass, blinds, room lighting zones; time range: design assessment/current observations; thresholds: glare index, target lux; units: lux, DGP/UGR, cost; aggregation: by facade/room; filters: room, orientation",dialogue -> intent classification -> LLM general retrofit framing -> ontology/spatial window query -> [NEW] fenestration/blind spec retrieval -> [NEW] glare/daylight modelling -> option comparison -> report/visuals -> response,general LLM knowledge; building ontology; floor plans; [NEW] window/glazing/blind specs (add to ontology+KB or inputs file); [NEW] daylight/glare/lux data or simulation inputs (new feed or inputs file); [NEW] retrofit product/cost database (new external data source),requires_extension,openai,gpt-5.5,2026-06-10 02:37:47
q9b797012caae,P09|5|q9b797012caae,P09,Guests/Visitors,5,4,08/04/2026 16:58,"Is there a way to track, similar to heating and cooling, when a room isn't in use or is hardly being used?",recall,trivial,single-fact,none,clear,1,Factual Recall,Yes/no occupancy-tracking capability query; the surface answer is a clear single capability fact.,4,Causal Diagnosis,Robust unused-room detection needs occupancy time-series and utilisation analytics; current sensors are only temp/CO2/humidity.,building-data,ontology/knowledge graph; time-series store; analytics sandbox; visualisation; [NEW] room occupancy sensor feed (new sensor feed + add to ontology),"entities: rooms, occupancy points; time range: current + historical; thresholds: 0 people or <10% utilisation; units: count, % utilisation; aggregation: 5-min/hourly/daily; filters: room/floor",dialogue -> capability check -> ontology room query -> [NEW] occupancy time-series retrieval -> utilisation analytics/thresholding -> visualisation -> response,building ontology; floor plans; CO2 time-series floor 5 as weak proxy; [NEW] room occupancy sensor time-series (new sensor feed + add to ontology),requires_extension,openai,gpt-5.5,2026-06-10 02:37:47
qe87e17cfc4a6,P09|6|qe87e17cfc4a6,P09,Guests/Visitors,6,4,08/04/2026 16:57,Can each worker within the room reply to the system and allow it to learn and make adjustments to lighting based on who is in the room and where they are seated in it?,recall,trivial,single-fact,none,clear,1,Factual Recall,Yes/no capability query for personalised lighting feedback/control; surface answer is a single feature check.,6,Meta / Strategic Reasoning,"Needs identity/seat localisation, per-worker preferences, light sensors and adaptive control loop not present.",building-data,LangGraph orchestrator; ontology/knowledge graph; report intake; time-series store; analytics sandbox; RBAC; floor-plan + spatial reasoning; control intent; [NEW] individual occupant feedback/preference app (new data source + add classes to ontology); [NEW] occupant identity and seat-location feed/seat map (new data source + inputs file + add to ontology); [NEW] lighting/lux sensor and luminaire actuator metadata (new sensor feed + add to ontology); [NEW] adaptive lighting preference model (new method),"entities: workers, seats, lighting zones, luminaires; time range: current + learning history; thresholds: preferred lux, comfort votes; units: lux, preference score; aggregation: per occupant/zone; filters: room, seat, consent/RBAC",dialogue -> capability check -> RBAC/privacy check -> ontology/spatial query -> [NEW] collect worker feedback/location -> [NEW] preference learning -> lighting optimisation -> control command -> response,building ontology; floor plans; report-intake feedback; [NEW] occupant preference survey/app store (new data source); [NEW] identity/seat-location feed and seat map (new data source + inputs file); [NEW] lighting/lux and luminaire zone time-series (new sensor feed),requires_extension,openai,gpt-5.5,2026-06-10 02:37:47
q4c9b1749b4dc,P09|7|q4c9b1749b4dc,P09,Guests/Visitors,7,4,08/04/2026 16:57,"I asked this in I think part three, but is theree a way to measure ambiant lighting that is currently in a room and then use feedback from individuals to properly adjust lighting levels in areas of the room?",recall,trivial,single-fact,none,clear,1,Factual Recall,Yes/no capability check; clear intent and single-fact answer about lighting sensing/feedback.,6,Meta / Strategic Reasoning,"Real solution needs lux sensing, structured feedback, zone analytics and lighting actuation loop.",building-data,ontology/knowledge graph; report intake; analytics sandbox; visualisation; LangGraph control; [NEW] ambient-light/lux sensor feed (new data source; add to ontology); [NEW] occupant lighting feedback app/survey store (new data source); [NEW] lighting actuator/control interface (new data source; add to ontology),"entities: target room, lighting zones, occupants; time range: current + feedback history; thresholds: lux comfort targets; units: lux; aggregation: zone average; filters: room areas",dialogue -> intent classification -> ontology query -> [NEW] lux retrieval -> feedback ingestion -> analytics(preference/zone optimisation) -> control action -> visualisation -> response,building ontology; report intake; [NEW] lux sensor time-series; [NEW] occupant lighting feedback/preferences; [NEW] lighting control points,requires_extension,openai,gpt-5.5,2026-06-10 02:41:05
q32602790035b,P09|8|q32602790035b,P09,Guests/Visitors,8,4,08/04/2026 16:56,"When there are sudden weather changes, like wind and rain, can the system instantly adjust to save on heating and cooling for that small point in time?",recall,trivial,single-fact,none,clear,1,Factual Recall,"Yes/no capability check about weather-responsive HVAC; clear, single capability.",6,Meta / Strategic Reasoning,"Needs weather nowcast, whole-building thermal state, energy/HVAC optimisation and control; feeds missing.",building-data,ontology/knowledge graph; time-series store; analytics sandbox; forecasting; LangGraph control; visualisation; [NEW] weather/wind/rain API (new data source); [NEW] HVAC setpoint/equipment telemetry and BMS write-back (new data source; add to ontology); [NEW] energy meter feed (new data source); [NEW] live temp/humidity streams floors 0-4 (new sensor feed),"entities: HVAC zones, building; time range: real-time to next 0-2h; thresholds: comfort/setpoint bands, response latency; units: °C, %, kWh; aggregation: zone; filters: wind/rain events",dialogue -> capability/control intent -> ontology query -> indoor sensor retrieval -> [NEW] weather nowcast -> forecast/optimisation -> control loop -> energy verification -> response,building ontology; live floor-5 temp/humidity streams; [NEW] weather/wind/rain API; [NEW] HVAC telemetry/control points; [NEW] energy time-series; [NEW] floor 0-4 temp/humidity streams,requires_extension,openai,gpt-5.5,2026-06-10 02:41:05
q135dc089bb49,P09|9|q135dc089bb49,P09,Guests/Visitors,9,4,08/04/2026 16:55,Does the system have the ability to suggest plants and other things in and outside the building that could help with heating and cooling efficency?,recall,trivial,single-fact,none,clear,1,Factual Recall,Capability question; human answer is yes/no with caveats.,5,Systemic Synthesis,"Building-specific plant/passive-design advice needs spatial, climate, energy and suitability modelling.",hybrid,LLM general knowledge; ontology/knowledge graph; floor-plan/spatial reasoning; analytics sandbox; forecasting; report generation; visualisation; [NEW] plant/landscaping inventory (new data source; add to ontology+KB/inputs YAML); [NEW] weather/solar API (new data source); [NEW] energy/HVAC consumption feed (new data source); [NEW] plant suitability/passive-design dataset (external API or inputs file),"entities: rooms, facades, outdoor areas, plant/shading options; time range: seasonal/year; thresholds: comfort and energy targets; units: °C, kWh, W/m²; aggregation: zone/month; filters: indoor/outdoor, orientation",dialogue -> recommendation intent -> ontology/floorplan retrieval -> [NEW] weather/solar/energy/landscape retrieval -> thermal/shading modelling -> rank recommendations -> report/visuals -> response,general LLM knowledge; building ontology; floor plans; capability KB; [NEW] landscaping/greenery inventory; [NEW] weather/solar feed; [NEW] energy/HVAC time-series; [NEW] plant suitability dataset,requires_extension,openai,gpt-5.5,2026-06-10 02:41:05
q16b8312aa1a7,P09|10|q16b8312aa1a7,P09,Guests/Visitors,10,4,08/04/2026 16:54,"What if people in the building felt that using the building's open windows, rather than the AC, on cooler days was sufficent. Is there a way to notify the smart systems that this is going on?",recall,trivial,single-fact,none,clear,1,Factual Recall,Direct capability check: can occupants notify the system; clear yes/no answer.,2,Comparative Analysis,Requires report-intake write plus room/HVAC-zone lookup; no analytics needed.,building-data,LangGraph intent routing; report intake (Postgres); ontology/knowledge graph; capability KB; alert/notification; RBAC,"entities: occupants, room/window/HVAC zone; time range: current or stated cooler-day period; thresholds: none; units: °C optional; aggregation: per report/zone; filters: feedback type=open windows/AC",dialogue -> intent classification(report-intake) -> collect room/time/preference -> ontology zone lookup -> store feedback -> alert facility team/smart-system queue -> response,user-provided feedback; report intake store; building ontology/HVAC zoning; capability KB,full,openai,gpt-5.5,2026-06-10 02:41:05
q5cab04a25b72,P09|11|q5cab04a25b72,P09,Guests/Visitors,11,4,08/04/2026 16:53,How does the system know about the buildings insolation and how it can handle temperature changes. It might assume that the AC or heating needs to be higher or lower than necessary.,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,Explains how sensors/models infer envelope response; derived answer with ambiguity around insulation vs insolation.,6,Meta / Strategic Reasoning,"Needs envelope/solar model, weather, whole-building temps and HVAC control calibration; many feeds missing.",hybrid,LLM explanation; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; LangGraph control; visualisation; [NEW] envelope insulation/solar-insolation metadata (add to ontology+KB via inputs TTL/YAML); [NEW] external weather/solar irradiance API (new data source); [NEW] HVAC setpoint/equipment telemetry and BMS write-back (new data source; add to ontology); [NEW] live temp/humidity streams floors 0-4 (new sensor feed); [NEW] energy/HVAC consumption feed (new data source),"entities: building envelope, facades, HVAC zones, temperature sensors; time range: current + historical seasonal; thresholds: comfort/setpoint bands; units: °C, W/m², U-values, kWh; aggregation: zone/facade; filters: floor, zone, sun/wind events",dialogue -> explanation/capability intent -> ontology query -> indoor temperature history retrieval -> [NEW] envelope/weather/HVAC data retrieval -> model calibration/forecast -> control/error assessment -> response,general HVAC/thermal physics knowledge; building ontology; live floor-5 temperature streams; [NEW] envelope insulation/insolation model; [NEW] weather/solar API; [NEW] HVAC telemetry/control points; [NEW] floor 0-4 temp/humidity streams; [NEW] energy/HVAC consumption time-series,requires_extension,openai,gpt-5.5,2026-06-10 02:41:05
q9861dc69bbc2,P09|12|q9861dc69bbc2,P09,Guests/Visitors,12,4,08/04/2026 16:52,"Is there a way to understand when one area of the building is heated up, how it effects other areas? That is, does a temperature change in one area allow for slight lowered adjustments in other areas to save on energy costs?",recall,trivial,single-fact,none,clear,1,Factual Recall,Surface asks a yes/no capability: can zone heat effects be understood and used for savings; modelling burden is latent.,6,Meta / Strategic Reasoning,"Needs thermal coupling model, energy/cost context and closed-loop setpoint optimisation across zones; key feeds are missing.",building-data,LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; visualisation/reporting; RBAC/control intent; [NEW] live temperature streams for floors 0-4 (new sensor feed); [NEW] energy submetering feed (new sensor feed); [NEW] weather API (external API); [NEW] energy-tariff API (external API); [NEW] BMS write-back/actuation (control API),"entities: rooms/areas, HVAC zones, temperature points, energy meters; time range: historical + current, ideally heating seasons; thresholds: comfort/setpoint bounds; units: °C, kWh, £; aggregation: 5-15 min by zone; filters: occupied/unoccupied, weather-normalised",dialogue -> intent classification -> ontology zone/point query -> time-series retrieval -> [NEW] live temp/energy/weather/tariff retrieval -> thermal coupling model -> setpoint optimisation/simulation -> RBAC approval -> [NEW] control write-back -> report/visuals -> response,building ontology; floor plans; floor-5 temperature time-series; [NEW] live temperature streams floors 0-4 (new sensor feed); [NEW] energy meter time-series (new sensor feed); [NEW] weather feed (external API); [NEW] tariff feed (external API); [NEW] BMS control API (control API),requires_extension,openai,gpt-5.5,2026-06-10 02:45:06
q17d361efd9b2,P09|13|q17d361efd9b2,P09,Guests/Visitors,13,4,08/04/2026 16:52,"Could the temperature systems be used to create specific, ""cold spots"", when it is not in use, so that energy is saved. Perhaps setting a safe temperature limit?",recall,trivial,single-fact,none,clear,1,Factual Recall,Surface asks a yes/no capability: can the temperature system create safe unoccupied setback zones.,6,Meta / Strategic Reasoning,"Needs occupancy detection, safe setpoint constraints, energy verification and BMS write-back to run zone setbacks.",hybrid,LLM for comfort/safety guidance; LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; RBAC/control intent; alerting; [NEW] occupancy/room-use feed (new data source or sensor feed); [NEW] live temperature streams for floors 0-4 (new sensor feed); [NEW] energy submetering feed (new sensor feed); [NEW] building setback/safety policy added to ontology+KB; [NEW] BMS write-back/actuation (control API),"entities: rooms/zones, HVAC zones, temperature points, occupancy state; time range: current + schedules; thresholds: minimum safe temperature, comfort bounds, max setback; units: °C, kWh; aggregation: per zone/time block; filters: unoccupied spaces, authorised control",dialogue -> intent classification -> ontology zone query -> current temperature retrieval -> [NEW] occupancy/use check -> safe-limit policy check -> optimisation/savings estimate -> RBAC approval -> [NEW] BMS write-back -> monitoring/alerts -> response,general comfort/safety knowledge; building ontology; floor-5 temperature time-series; [NEW] live temperature streams floors 0-4 (new sensor feed); [NEW] occupancy or room-use feed (new data source); [NEW] energy meter time-series (new sensor feed); [NEW] setback policy in ontology+KB; [NEW] BMS cont,requires_extension,openai,gpt-5.5,2026-06-10 02:45:06
q33fdfd2b4b0f,P09|14|q33fdfd2b4b0f,P09,Guests/Visitors,14,4,08/04/2026 16:51,People have preferences on temperature. Could the system be told who is going to be in a given room and adjust the temperature accordingly?,recall,trivial,single-fact,none,clear,1,Factual Recall,Surface asks a yes/no capability: can room attendees and preferences drive temperature adjustment.,6,Meta / Strategic Reasoning,"Needs calendar/identity, preference profiles, conflict logic, live room data and HVAC write-back.",hybrid,LLM for comfort/privacy explanation; LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; RBAC; conversation memory; control intent; [NEW] room booking/calendar API (external API); [NEW] occupant preference profile store/survey (new data source + add to ontology); [NEW] occupancy/identity feed (new data source); [NEW] live temperature streams for floors 0-4 (new sensor feed); [NEW] BMS write-back/actuation (control API),"entities: people, room, HVAC zone, temperature points; time range: meeting/current occupancy period; thresholds: comfort range, setpoint bounds, privacy permissions; units: °C; aggregation: preference median/weighted rule; filters: authorised users, occupied rooms",dialogue -> authenticate/RBAC -> intent classification -> [NEW] calendar/identity retrieval -> [NEW] preference retrieval -> ontology room-to-HVAC-zone mapping -> current sensor retrieval -> preference aggregation/conflict resolution -> safe setpoint check -> [NEW] BMS write-back -> monitor -> respo,general comfort knowledge; building ontology; floor-5 temperature time-series; [NEW] room booking/calendar data (external API); [NEW] occupant preference profiles (new data source + add to ontology); [NEW] occupancy/identity feed (new data source); [NEW] live temperature streams floors 0-4 (new sens,requires_extension,openai,gpt-5.5,2026-06-10 02:45:06
q67dbd4c443d3,P09|15|q67dbd4c443d3,P09,Guests/Visitors,15,4,08/04/2026 16:50,"I would expect the energy efficency overview to make slight adjustments based on the data overtime as it learns, is this something that would be right for me to expect?",recall,trivial,single-fact,none,clear,1,Factual Recall,Surface asks a yes/no expectation check: should an efficiency overview learn and adjust automatically.,6,Meta / Strategic Reasoning,"Needs energy telemetry, adaptive optimiser, external context and actuation loop; current overview is not self-learning control.",hybrid,LLM for expectation explanation; LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; anomaly detection; forecasting; visualisation/reporting; RBAC/control intent; [NEW] energy submetering feed (new sensor feed); [NEW] occupancy/calendar feed (new data source or external API); [NEW] weather API (external API); [NEW] energy-tariff API (external API); [NEW] adaptive optimisation/MPC controller (new method + inputs config); [NEW] BMS write-back/actuation (control API),"entities: building, HVAC zones, efficiency overview, setpoints, energy meters; time range: historical training window + current; thresholds: comfort/safety limits, max adjustment step, savings confidence; units: °C, kWh, £, kgCO2e; aggregation: hourly/daily by zone; filters: occupied hours, weather-normalised, authorised control",dialogue -> intent classification -> capability check -> ontology query -> telemetry/context retrieval -> model training/forecasting -> constrained optimisation -> RBAC approval -> [NEW] BMS write-back -> measurement-and-verification monitoring -> overview update -> response,general smart-building control knowledge; building ontology; floor-5 temperature/CO2/humidity time-series; [NEW] live streams floors 0-4 (new sensor feed); [NEW] energy meter time-series (new sensor feed); [NEW] occupancy/calendar data (new data source or external API); [NEW] weather feed (external ,requires_extension,openai,gpt-5.5,2026-06-10 02:45:06
qe3cc2a881faf,P09|16|qe3cc2a881faf,P09,Guests/Visitors,16,4,08/04/2026 16:49,"Does the system have the ability to guide me toward replacing older systems with more efficent ones, with a clear indication of the power usuage difference that I can actually rely on?",recall,trivial,single-fact,none,clear,1,Factual Recall,Surface asks a yes/no capability: can the system advise replacement and give reliable power deltas.,5,Systemic Synthesis,"Needs asset inventory, energy baselines, benchmarking/simulation, uncertainty and a decision report; core feeds are missing.",building-data,LangGraph orchestrator; ontology/knowledge graph; capability KB; time-series store; analytics sandbox; forecasting; report generation; visualisation/export; [NEW] asset/equipment inventory with age/specs added to ontology+KB; [NEW] energy submetering feed (new sensor feed); [NEW] maintenance/work-order logs (new data source); [NEW] manufacturer/product efficiency benchmark database (external API); [NEW] cost/carbon factors API (external API); [NEW] weather API for normalisation (external API),"entities: older equipment/systems, replacement options, energy meters; time range: last 12-36 months baseline + proposed lifetime; thresholds: confidence interval, payback, efficiency target; units: kWh, kW, £, kgCO2e; aggregation: asset/month/annual; filters: comparable operating hours, weather-normalised",dialogue -> intent/report classification -> ontology asset discovery -> [NEW] asset/maintenance/spec import -> [NEW] energy retrieval -> baseline normalisation -> replacement option benchmarking -> savings/uncertainty/payback analysis -> report/visuals/export -> response,building ontology; capability KB; [NEW] asset/equipment inventory (add to ontology+KB); [NEW] energy meter time-series (new sensor feed); [NEW] maintenance/work-order logs (new data source); [NEW] manufacturer/product benchmark data (external API); [NEW] cost/carbon factors (external API); [NEW] wea,requires_extension,openai,gpt-5.5,2026-06-10 02:45:06
qa45b56991b1c,P09|17|qa45b56991b1c,P09,Guests/Visitors,17,4,08/04/2026 16:48,"Where I live, in the Midwest, it isn't uncommon for their to be sudden decreases in temperature, even during the warmer months. How does the system account for these sort of things when making suggestions toward energy efficency?",inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,Explains how weather shocks alter energy suggestions; derived mechanism with moderate uncertainty/ambiguity.,5,Systemic Synthesis,"Needs weather, energy, HVAC state, indoor telemetry and forecasting/recommendation fusion.",hybrid,LangGraph; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; recommendation; visualisation; [NEW] weather API (new data source); [NEW] energy metering feed (new data source; add meter points to ontology); [NEW] HVAC setpoint/status feed (new data source; add BACnet points to ontology); [NEW] live streams for floors 0-4 (new sensor feed),"entities: target building, HVAC zones, energy-efficiency recommender, indoor temp/humidity, outdoor weather; time range: historical baseline plus 24-72h forecast; thresholds: sudden outdoor temp drop, comfort/setpoint bounds; units: °C/°F, kWh; aggregation: zone/hourly; filters: active zones and target location",dialogue -> intent classification -> ontology query -> time-series retrieval -> [NEW] weather/energy/HVAC retrieval -> forecasting -> recommendation analytics -> visualisation -> response,building ontology; floor-5 temperature/humidity time-series; capability KB; [NEW] weather forecast/outdoor temperature API; [NEW] energy meter time-series; [NEW] HVAC setpoint/status logs; [NEW] floors 0-4 live thermal streams,requires_extension,openai,gpt-5.5,2026-06-10 02:48:24
q26f5ac793e8b,P09|18|q26f5ac793e8b,P09,Guests/Visitors,18,4,08/04/2026 16:47,"After learning the patterns, does the system make suggestions and expectations on overall energy use verses the current setting to give me a bird's eye view of what the change could mean as far as energy efficency?",recall,trivial,single-fact,none,clear,1,Factual Recall,Yes/no capability check for energy-scenario forecasts; answer determinacy is a single feature.,5,Systemic Synthesis,"Actual bird's-eye energy scenarios need learned baselines, forecasts, counterfactuals and visuals.",building-data,LangGraph; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; recommendation; visualisation/report generation; [NEW] energy submetering feed (new data source; add meter points to ontology); [NEW] HVAC setpoint/status telemetry (new data source; add BACnet points to ontology); [NEW] occupancy sensing (new data source); [NEW] weather API (new data source); [NEW] live streams for floors 0-4 (new sensor feed),"entities: whole-building energy use, HVAC settings, zones, proposed setting changes; time range: historical learning window plus forecast horizon; thresholds: comfort/setpoint bounds; units: kWh, %, °C/°F; aggregation: whole-building daily/monthly and zone/hourly; filters: current setting vs proposed scenario",dialogue -> intent classification -> ontology query -> [NEW] feed retrieval -> time-series aggregation -> pattern learning -> forecast/counterfactual comparison -> visualisation/report -> response,building ontology; capability KB; floor-5 temperature/CO2/humidity time-series; [NEW] energy meter time-series; [NEW] HVAC setpoint/status logs; [NEW] occupancy time-series; [NEW] weather feed; [NEW] floors 0-4 live streams,requires_extension,openai,gpt-5.5,2026-06-10 02:48:24
