timestamp,question,persona,latency_sec,response,error
2026-06-25T22:06:43.364005,how can we keep occupany within safe limits automatically,Health and Safety Officers,0.04,"I don't have a dedicated sensor for the condition you mentioned wired up in this building yet, but the monitoring framework is in place.

**What's possible:**
- Once a sensor point is registered for that metric, the rules engine can watch it and send you alerts automatically
- Notify-only automation is available today; physical actuation (valves, setpoints) needs a BMS driver not yet configured here

If you can confirm the sensor exists or share the data source, I can register it and set up the alert rule.",
2026-06-25T22:06:44.428181,can the system recommend where to add signage or safety equipment?,Health and Safety Officers,0.05,"Here is the information I have on record for **Abacws Building**:


**Fire Safety**

Fire safety features include: (1) Automatic smoke and heat detectors on every floor; (2) Manual call points (red break-glass units) at every stairwell and exit; (3) Wet pipe sprinkler system throughout; (4) Fire doors on all stairwells and corridors; (5) Emergency lighting with battery backup; (6) Public address system for evacuation instructions. Assembly point: the open area on Senghennydd Road directly outside the main entrance. Fire wardens are designated per floor. The building undergoes annual fire drills. Do not use lifts during evacuation.

*Source: fire_safety_management_plan*

**Accessibility**

The building is fully accessible: (1) Step-free access at the main entrance and all secondary entrances; (2) Passenger lifts on the main atrium serve all floors; (3) Accessible toilets on every floor; (4) Hearing induction loops at reception and main lecture spaces; (5) Accessible parking bays on Senghennydd Road (blue badge required); (6) Refuge areas at each stairwell landing for evacuation assistance. For disability-related queries, contact the Disability and Dyslexia Service (disability@cardiff.ac.uk).

*Source: estates_accessibility_audit*

**Policy**

Occupancy limits are set per room and displayed on the door. The building's maximum permitted occupancy is determined by fire safety regulations and is managed by building management. Overcrowding should be reported to Security. Real-time occupancy monitoring is limited — the building has presence sensors in some areas but not a full head-count system. For fire safety purposes, the building fire roll-call system is managed by floor wardens.

*Source: health_and_safety*

**Building Overview**

Abacws houses two Cardiff University schools: (1) School of Computer Science and Informatics; (2) School of Mathematics (including financial mathematics and statistics). Key named facilities: (1) Makerspace and IT Workshop — practical hardware/software project space; (2) Simulated Trading Room — for financial mathematics and data analytics teaching; (3) Cybersecurity Lab — dedicated teaching and research facility; (4) Computer labs — designed for group work, classes, and individual study; (5) Flexible lecture theatres and seminar rooms with innovative layouts to encourage interaction; (6) Dedicated student project work spaces; (7) Spaces open to industrial partners for student engagement. The ground-floor atrium has informal seating and is open to visitors. Industrial partner zones allow real-world project collaboration.

*Source: cardiff_university_abacws_page*


---
*This information comes from the building's capability profile. For the most up-to-date details, contact facility management.*",
2026-06-25T22:06:45.476836,what KPIs should we track for health and safety in the buidling,Health and Safety Officers,0.04,"Here is the information I have on record for **Abacws Building**:


**Fire Safety**

Fire safety features include: (1) Automatic smoke and heat detectors on every floor; (2) Manual call points (red break-glass units) at every stairwell and exit; (3) Wet pipe sprinkler system throughout; (4) Fire doors on all stairwells and corridors; (5) Emergency lighting with battery backup; (6) Public address system for evacuation instructions. Assembly point: the open area on Senghennydd Road directly outside the main entrance. Fire wardens are designated per floor. The building undergoes annual fire drills. Do not use lifts during evacuation.

*Source: fire_safety_management_plan*


---
*This information comes from the building's capability profile. For the most up-to-date details, contact facility management.*",
2026-06-25T22:06:46.542756,how do we benchmark our safety performance agaiinst last year,Health and Safety Officers,0.05,"Comparing safety performance, last year requires sensors with linked time-series data. Floor-level energy or zone comparison works best when referencing specific zone IDs — e.g. *'Compare temperature in Zone 5.01 vs Zone 5.28 last month'* or *'Which floor had higher average CO2 this week?'*  I can pull data for any sensor zone once a specific zone or sensor ID is provided.

---
**You might also ask:** Plot the comparison? | Export results? | Check for anomalies?",
2026-06-25T22:06:47.603000,can the building automate a monthly health and safey dashboard,Health and Safety Officers,0.05,"Here is the information I have on record for **Abacws Building**:


**Smart Building**

Building systems currently running in automated mode: (1) HVAC — zone-based climate control with automatic setpoint adjustment based on occupancy schedules and sensor feedback; (2) Lighting — presence-detection and daylight harvesting across all open-plan areas, switching off automatically when unoccupied; (3) Ventilation — CO2-driven demand-controlled ventilation adjusts fresh air supply automatically; (4) Security — access control, CCTV, and door locks operate on automated schedules. The building uses a BMS (Building Management System) for centralised monitoring and control. Occupants cannot directly adjust automated settings; facility management staff control setpoints via the BMS. For lighting or HVAC control requests, contact facility management (estates@cardiff.ac.uk).

*Source: building_management_system*

**Power**

The building has an uninterruptible power supply (UPS) for critical systems: emergency lighting, fire alarm panels, server rooms, and security systems. A diesel standby generator provides emergency power for server rooms and critical lab equipment within ~30 seconds of a mains failure. General lighting, heating, and non-critical office equipment will lose power in an outage. The building can maintain basic safety functions (alarms, emergency lighting, security) during a power outage but normal operations (teaching, lab work) will be suspended.

*Source: estates_engineering*

**Policy**

Abacws Building is managed by Cardiff University Estates and Facilities Management. Key contacts: (1) Facilities helpdesk (general building issues, cleaning, maintenance): estates@cardiff.ac.uk or 029 2087 6026; (2) IT Service Desk: itservicedesk.cardiff.ac.uk or 029 2251 1111; (3) Security Services (24/7): security@cardiff.ac.uk or 029 2087 4444; (4) Room bookings: Staff Intranet room booking system; (5) Health & Safety: safety@cardiff.ac.uk. The School of Computer Science and Informatics administration is on Floor 2. For research lab access, contact your academic supervisor or the school administrator.

*Source: estates_management*

**Smart Building**

The building was designed with an IoT monitoring network of approximately 680 sensor points for air temperature, CO2 (indoor air quality), relative humidity, occupancy/presence (PIR), and electricity sub-metering. IMPORTANT — current live coverage: only FLOOR 5 is connected to OntoSage with live streaming sensor data. The Ground floor and Floors 1, 2, 3 and 4 are fully represented in the ontology and floor plans (rooms, zones, geometry) but do NOT yet stream live sensor readings into the system. For live environmental readings (temperature, CO2, humidity), query Floor 5 zones, e.g. ""temperature in zone 5.28"". The ontology is based on the Brick Schema with ASHRAE 223 and BACnet extensions. Sensor rollout to the remaining floors is planned but not yet live.

*Source: building_management_system*

**Policy**

Your privacy is protected. The Abacws smart building does NOT track individual people or personal movements. Environmental sensors (temperature, CO2, humidity, PIR presence) collect zone-level aggregated data only — no personal identifiers are recorded or linked to individuals. GDPR compliance: (1) Data is collected solely for building management (energy optimisation, comfort, maintenance); (2) All sensor data is anonymised at the point of collection; (3) No data is shared with third parties without consent; (4) Retention periods follow Cardiff University's data schedule. CCTV cameras operate separately under Cardiff University's CCTV policy (footage retained 30 days, access restricted to Security Services and authorised investigators). For a full privacy notice, Subject Access Request, or to contact the Data Protection Officer: dataprotection@cardiff.ac.uk or visit the Cardiff University data protection pages online.

*Source: data_protection_office*


---
*This information comes from the building's capability profile. For the most up-to-date details, contact facility management.*

---
*⚠️ I summarised the data above but couldn't render the chart this time. Please try again, or rephrase the request as e.g. ""plot sensor 5.27 temperature for the last 24 hours as a line chart"".*",
2026-06-25T22:06:48.639050,how do we report air quality compliance for occupant health?,Health and Safety Officers,0.03,"Here is what I found in **Abacws Building** documentation:


**From: Hvac Operation**


|-----------|--------|----------------| | CO2 | < 800 ppm (occupied) | > 1000 ppm triggers demand-control ventilation boost | | TVOC | < 300 ppb | > 500 ppb triggers investigation | | PM2.5 | < 12 μg/m³ (24h avg) | > 35 μg/m³ triggers air quality alert | | Relative humidity | 40–60% | < 30% or > 70% triggers fault log | ## Maintenance Schedule - **Filters**: Changed every 6 months (April and October) — HEPA G4/F7 combination - **Heat recovery wheel**: Inspected quarterly, cleaned annually - **Boiler servicing**: Annual (July, during summer shutdown) - **Chiller checks**: Monthly inspection by campus facilities team - **Fire dampers**: Tested annually as part of fire safety compliance ## OntoSage Integration OntoSage monitors temperature, humidity, CO2, TVOC, and air quality index via sensors on Floor 5. Sensor readings update every 30 seconds. HVAC setpoint changes can be **requested** through OntoSage by authorised users (Facility Manager role), subject to approval workflow. Physical actuation requires the Honeywell BMS driver integration (planned; current deployment uses simulation mode).

**From: Governance**


# OntoSage Building Intelligence — Governance & Privacy Statement ## What the System Monitors OntoSage monitors the following building systems in **Abacws, Cardiff University**: - **Environmental sensors** (Floor 5): temperature, humidity, CO2 concentration, air quality index, TVOC, noise levels, illuminance - **Infrastructure status**: lift/elevator status, HVAC operation mode - **Occupancy indicators**: aggregate motion/presence detection per zone (no individual tracking) - **Energy meters**: electrical consumption at floor and building level (planned Phase C onward) ## What the System Does NOT Infer OntoSage is designed around strict data minimisation principles: - **No individual tracking**: The system cannot identify specific people. Occupancy data is aggregate counts, not identities. - **No behavioural profiling**: The system does not track individual movement patterns, work habits, or personal preferences without explicit opt-in. - **No inference of personal characteristics**: Health, productivity, emotional state, or any protected characteristics are never inferred from sensor data. - **No access control records**: Badge/access logs are not connected to this system. ## Who Reviews the System | Role | Responsibility | Contact | |------|---------------|---------| | Building Facility Manager | Day-to-day operation, alert response | estates@cardiff.ac.uk | | IT Operations (Cardiff) | System health, data storage, access control | it-support@cardiff.ac.uk | | Data Protection Officer | GDPR compliance, privacy reviews | dataprotection@cardiff.ac.uk | | Research Ethics Committee | Ongoing ethics review (SREC COMSC/Ethics/2025/044b) | ethics@cardiff.ac.uk | ## Data Retention - **Sensor time-series**: retained for 24 months, then archived or deleted - **Conversation logs**: retained for 6 months for system improvement - **User preferences** (opt-in): retained until the user deletes them ## Legal Basis Data processing is conducted under: - **Legitimate interests** (building operations, energy management, occupant safety): Cardiff University Act 1988 and GDPR Article 6(1)(f) - **Consent** (personalisation features): explicit opt-in only ## How to Request Data Deletion or Access Contact dataprotection@cardiff.ac.uk with subject line ""OntoSage Data Request"". Requests are processed within 30 days per GDPR Article 12. ## Ethical Commitments - The system will clearly state when it cannot answer a question with the available data rather than guessing. - No decisions affecting individuals are made automatically without human review. - The system is monitored for bias in responses across different user roles. - Annual ethics review is conducted by the Research Ethics Committee.

# HVAC Operation — Abacws Building, Cardiff University ## System Overview Abacws uses a **central air handling unit (AHU)** system with variable air volume (VAV) distribution to each floor. The system provides heating, cooling, and mechanical ventilation year-round. - **Heating**: Gas-fired boilers supply hot water to perimeter fan coil units and the AHU heating coil - **Cooling**: District chilled water from the campus network supplies the AHU cooling coil - **Ventilation**: 100% fresh air supply with heat recovery (rotary wheel heat exchanger); minimum fresh air per occupant: 10 L/s per person (CIBSE Guide A) - **Control**: Honeywell EBI building management system; automatic control of supply air temperature, supply air volume, and room setpoints ## Setpoints and Operating Hours | Parameter | Occupied (07:00–22:00) | Unoccupied | |-----------|------------------------|------------| | Heating setpoint | 21°C | 15°C (frost protection) | | Cooling setpoint | 24°C | Not active | | Relative humidity target | 40–60% | Uncontrolled | | CO2 limit (demand control) | 1000 ppm | Ventilation reduced | | Minimum fresh air flow | 10 L/s/person | 10% of design flow | Operating schedule overrides can be requested from the Estates team for after-hours events. ## Known Limitations - **Floor 5 south-facing offices**: Solar gain can cause temperatures above 24°C on sunny afternoons; the AHU cooling capacity is sized for steady-state, not peak solar events. Opening windows (where operable) is the recommended mitigation. - **Server room (5.20)**: Has dedicated precision cooling unit; not on the main AHU zone — reports its own setpoint independently. - **Thermal lag**: The building structure has moderate thermal mass; setpoint changes take approximately 30 minutes to stabilise. ## Fault Reporting HVAC faults should be reported to the Estates helpdesk: - **Online**: Cardiff Estates portal (intranet.cardiff.ac.uk/estates) - **Phone**: 029 2087 6026 (08:00–18:00 weekdays) - **Emergency (out of hours)**: 029 2087 4444 (Security, who will escalate) ## Air Quality Targets | Pollutant | Target | Alert Threshold | |-----------|--------|----------------| | CO2 | < 800 ppm (occupied) | > 1000 ppm triggers demand-control ventilation boost | | TVOC | < 300 ppb | > 500 ppb triggers investigation | | PM2.5 | < 12 μg/m³ (24h avg) | > 35 μg/m³ triggers air quality alert | | Relative humidity | 40–60% | < 30% or > 70% triggers fault log | ## Maintenance Schedule - **Filters**: Changed every 6 months (April and October) — HEPA G4/F7 combination - **Heat


---
*Source: building policy documents. For the most current version, contact facility management.*",
2026-06-25T22:06:49.691123,is there asbestos or any known hazard in this building,Health and Safety Officers,0.04,"✅ Thank you — your **safety report** has been logged as **REP-F55474**.

- **Category:** Safety report
- **Priority:** URGENT
- **Status:** OPEN

An administrator has been notified and will review it. You can check progress any time by asking *""what's the status of REP-F55474""*.

⚠️ This looks **urgent** — if it is a fire, gas, flood or injury emergency, please also call the building's emergency line immediately.",
2026-06-25T22:06:51.740416,is there a muster point outside the buidling?,Health and Safety Officers,1.04,"Here is the information I have on record for **Abacws Building**:


**Fire Safety**

Fire safety features include: (1) Automatic smoke and heat detectors on every floor; (2) Manual call points (red break-glass units) at every stairwell and exit; (3) Wet pipe sprinkler system throughout; (4) Fire doors on all stairwells and corridors; (5) Emergency lighting with battery backup; (6) Public address system for evacuation instructions. Assembly point: the open area on Senghennydd Road directly outside the main entrance. Fire wardens are designated per floor. The building undergoes annual fire drills. Do not use lifts during evacuation.

*Source: fire_safety_management_plan*

**Fire Safety**

Evacuation procedure: (1) On alarm activation, leave the building via the nearest marked fire exit; (2) Do not use the lifts; (3) Proceed to the assembly point on Senghennydd Road; (4) Report to the floor fire warden for roll call. Refuge areas (for persons unable to use stairs) are located at each stairwell landing; press the refuge intercom to alert security. Personal Emergency Evacuation Plans (PEEPs) are coordinated by Building Management for permanent occupants with mobility needs.

*Source: fire_safety_management_plan*

**Policy**

Your privacy is protected. The Abacws smart building does NOT track individual people or personal movements. Environmental sensors (temperature, CO2, humidity, PIR presence) collect zone-level aggregated data only — no personal identifiers are recorded or linked to individuals. GDPR compliance: (1) Data is collected solely for building management (energy optimisation, comfort, maintenance); (2) All sensor data is anonymised at the point of collection; (3) No data is shared with third parties without consent; (4) Retention periods follow Cardiff University's data schedule. CCTV cameras operate separately under Cardiff University's CCTV policy (footage retained 30 days, access restricted to Security Services and authorised investigators). For a full privacy notice, Subject Access Request, or to contact the Data Protection Officer: dataprotection@cardiff.ac.uk or visit the Cardiff University data protection pages online.

*Source: data_protection_office*

**Amenities**

Getting to Abacws (Senghennydd Road, Cardiff CF24 4AG): (1) By train: Cardiff Central station is ~15 min walk or 5 min taxi; (2) By bus: Routes 8, 9, 26, 27 stop on Cathays Terrace (2 min walk). Frequent service from Cardiff city centre; (3) By bike: secure bike storage in the basement (swipe card access); on-street cycle parking on Senghennydd Road; (4) By car: limited on-street pay-and-display parking nearby; Cardiff University has a car park on Corbett Road (permit required for staff). Electric vehicle charging points are available in the car park area. Disabled parking bays (blue badge) are on Senghennydd Road directly outside the entrance.

*Source: estates_facilities*

**Building Overview**

Abacws houses two Cardiff University schools: (1) School of Computer Science and Informatics; (2) School of Mathematics (including financial mathematics and statistics). Key named facilities: (1) Makerspace and IT Workshop — practical hardware/software project space; (2) Simulated Trading Room — for financial mathematics and data analytics teaching; (3) Cybersecurity Lab — dedicated teaching and research facility; (4) Computer labs — designed for group work, classes, and individual study; (5) Flexible lecture theatres and seminar rooms with innovative layouts to encourage interaction; (6) Dedicated student project work spaces; (7) Spaces open to industrial partners for student engagement. The ground-floor atrium has informal seating and is open to visitors. Industrial partner zones allow real-world project collaboration.

*Source: cardiff_university_abacws_page*


---
*This information comes from the building's capability profile. For the most up-to-date details, contact facility management.*",
2026-06-25T22:06:52.802725,are the emergency lights working across the buildnig?,Health and Safety Officers,0.05,"I found one temperature sensor in the building. Here are the details:

**West Zone:**
- **Sensor Name:** Air_Temperature_Sensor_5.01
- **UUID for data retrieval:** 5dd49972-071f-420c-a527-8cdbd1f1e6af

Currently, there are no results regarding the status of emergency lights. If you need more information or have any other questions, feel free to ask!

---
**You might also ask:** Show the full anomaly report? | Check compliance? | View historical trend?",
2026-06-25T22:06:53.845663,how does the buidling warn people in an emergency?,Health and Safety Officers,0.03,"Here is the information I have on record for **Abacws Building**:


**Power**

The building has an uninterruptible power supply (UPS) for critical systems: emergency lighting, fire alarm panels, server rooms, and security systems. A diesel standby generator provides emergency power for server rooms and critical lab equipment within ~30 seconds of a mains failure. General lighting, heating, and non-critical office equipment will lose power in an outage. The building can maintain basic safety functions (alarms, emergency lighting, security) during a power outage but normal operations (teaching, lab work) will be suspended.

*Source: estates_engineering*

**Emergency**

Emergency contacts for Abacws: (1) Emergency services: 999; (2) Cardiff University Security (24/7): 029 2087 4444 or internal x74444; (3) First aid: trained first aiders are on each floor (names posted on floor notice boards), or call Security; (4) Estates emergency helpdesk (out-of-hours building issues): 029 2087 5555; (5) Health & Safety: safety@cardiff.ac.uk. First aid kits are located at each floor reception point and in labs. AED (defibrillator) units are on the Ground Floor and Floor 3.

*Source: health_and_safety*

**Fire Safety**

Evacuation procedure: (1) On alarm activation, leave the building via the nearest marked fire exit; (2) Do not use the lifts; (3) Proceed to the assembly point on Senghennydd Road; (4) Report to the floor fire warden for roll call. Refuge areas (for persons unable to use stairs) are located at each stairwell landing; press the refuge intercom to alert security. Personal Emergency Evacuation Plans (PEEPs) are coordinated by Building Management for permanent occupants with mobility needs.

*Source: fire_safety_management_plan*

**Fire Safety**

Fire safety features include: (1) Automatic smoke and heat detectors on every floor; (2) Manual call points (red break-glass units) at every stairwell and exit; (3) Wet pipe sprinkler system throughout; (4) Fire doors on all stairwells and corridors; (5) Emergency lighting with battery backup; (6) Public address system for evacuation instructions. Assembly point: the open area on Senghennydd Road directly outside the main entrance. Fire wardens are designated per floor. The building undergoes annual fire drills. Do not use lifts during evacuation.

*Source: fire_safety_management_plan*


---
*This information comes from the building's capability profile. For the most up-to-date details, contact facility management.*",
2026-06-25T22:06:54.909459,are there any active safety alerts in the building?,Health and Safety Officers,0.05,"Here is the information I have on record for **Abacws Building**:


**Power**

The building has an uninterruptible power supply (UPS) for critical systems: emergency lighting, fire alarm panels, server rooms, and security systems. A diesel standby generator provides emergency power for server rooms and critical lab equipment within ~30 seconds of a mains failure. General lighting, heating, and non-critical office equipment will lose power in an outage. The building can maintain basic safety functions (alarms, emergency lighting, security) during a power outage but normal operations (teaching, lab work) will be suspended.

*Source: estates_engineering*

**Fire Safety**

Fire safety features include: (1) Automatic smoke and heat detectors on every floor; (2) Manual call points (red break-glass units) at every stairwell and exit; (3) Wet pipe sprinkler system throughout; (4) Fire doors on all stairwells and corridors; (5) Emergency lighting with battery backup; (6) Public address system for evacuation instructions. Assembly point: the open area on Senghennydd Road directly outside the main entrance. Fire wardens are designated per floor. The building undergoes annual fire drills. Do not use lifts during evacuation.

*Source: fire_safety_management_plan*

**Policy**

Occupancy limits are set per room and displayed on the door. The building's maximum permitted occupancy is determined by fire safety regulations and is managed by building management. Overcrowding should be reported to Security. Real-time occupancy monitoring is limited — the building has presence sensors in some areas but not a full head-count system. For fire safety purposes, the building fire roll-call system is managed by floor wardens.

*Source: health_and_safety*

**Building Overview**

Abacws houses two Cardiff University schools: (1) School of Computer Science and Informatics; (2) School of Mathematics (including financial mathematics and statistics). Key named facilities: (1) Makerspace and IT Workshop — practical hardware/software project space; (2) Simulated Trading Room — for financial mathematics and data analytics teaching; (3) Cybersecurity Lab — dedicated teaching and research facility; (4) Computer labs — designed for group work, classes, and individual study; (5) Flexible lecture theatres and seminar rooms with innovative layouts to encourage interaction; (6) Dedicated student project work spaces; (7) Spaces open to industrial partners for student engagement. The ground-floor atrium has informal seating and is open to visitors. Industrial partner zones allow real-world project collaboration.

*Source: cardiff_university_abacws_page*

**Accessibility**

The building is fully accessible: (1) Step-free access at the main entrance and all secondary entrances; (2) Passenger lifts on the main atrium serve all floors; (3) Accessible toilets on every floor; (4) Hearing induction loops at reception and main lecture spaces; (5) Accessible parking bays on Senghennydd Road (blue badge required); (6) Refuge areas at each stairwell landing for evacuation assistance. For disability-related queries, contact the Disability and Dyslexia Service (disability@cardiff.ac.uk).

*Source: estates_accessibility_audit*


---
*This information comes from the building's capability profile. For the most up-to-date details, contact facility management.*",
2026-06-25T22:06:56.711344,how is carbno monoxide monitored in the building?,Health and Safety Officers,0.8,"Here is the information I have on record for **Abacws Building**:


**Policy**

Occupancy limits are set per room and displayed on the door. The building's maximum permitted occupancy is determined by fire safety regulations and is managed by building management. Overcrowding should be reported to Security. Real-time occupancy monitoring is limited — the building has presence sensors in some areas but not a full head-count system. For fire safety purposes, the building fire roll-call system is managed by floor wardens.

*Source: health_and_safety*

**Smart Building**

The building was designed with an IoT monitoring network of approximately 680 sensor points for air temperature, CO2 (indoor air quality), relative humidity, occupancy/presence (PIR), and electricity sub-metering. IMPORTANT — current live coverage: only FLOOR 5 is connected to OntoSage with live streaming sensor data. The Ground floor and Floors 1, 2, 3 and 4 are fully represented in the ontology and floor plans (rooms, zones, geometry) but do NOT yet stream live sensor readings into the system. For live environmental readings (temperature, CO2, humidity), query Floor 5 zones, e.g. ""temperature in zone 5.28"". The ontology is based on the Brick Schema with ASHRAE 223 and BACnet extensions. Sensor rollout to the remaining floors is planned but not yet live.

*Source: building_management_system*

**Power**

The building has an uninterruptible power supply (UPS) for critical systems: emergency lighting, fire alarm panels, server rooms, and security systems. A diesel standby generator provides emergency power for server rooms and critical lab equipment within ~30 seconds of a mains failure. General lighting, heating, and non-critical office equipment will lose power in an outage. The building can maintain basic safety functions (alarms, emergency lighting, security) during a power outage but normal operations (teaching, lab work) will be suspended.

*Source: estates_engineering*

**Smart Building**

Live sensor data is currently available for FLOOR 5 ONLY. Floor 5 is the only floor connected to OntoSage with streaming environmental telemetry — air temperature, CO2, and relative humidity, by zone. The Ground floor and Floors 1, 2, 3 and 4 do NOT currently have sensors connected to the system, so no live temperature, CO2, or humidity readings are available for those floors yet. Those floors ARE fully mapped in the building's floor plans and ontology (you can still ask about their rooms, areas, adjacency, amenities, fire safety, access, etc.), but they do not stream sensor data at this time. If you ask for a live reading on the Ground floor or Floors 1-4, the system cannot return a measured value and will tell you data is unavailable for that floor. Sensor rollout to the remaining floors is planned but not yet live.

*Source: building_management_system*

**Smart Building**

Building systems currently running in automated mode: (1) HVAC — zone-based climate control with automatic setpoint adjustment based on occupancy schedules and sensor feedback; (2) Lighting — presence-detection and daylight harvesting across all open-plan areas, switching off automatically when unoccupied; (3) Ventilation — CO2-driven demand-controlled ventilation adjusts fresh air supply automatically; (4) Security — access control, CCTV, and door locks operate on automated schedules. The building uses a BMS (Building Management System) for centralised monitoring and control. Occupants cannot directly adjust automated settings; facility management staff control setpoints via the BMS. For lighting or HVAC control requests, contact facility management (estates@cardiff.ac.uk).

*Source: building_management_system*


---
*This information comes from the building's capability profile. For the most up-to-date details, contact facility management.*",
2026-06-25T22:06:57.771407,are the fire doors kept closed as they should be?,Health and Safety Officers,0.04,"Here is the information I have on record for **Abacws Building**:


**Fire Safety**

Fire safety features include: (1) Automatic smoke and heat detectors on every floor; (2) Manual call points (red break-glass units) at every stairwell and exit; (3) Wet pipe sprinkler system throughout; (4) Fire doors on all stairwells and corridors; (5) Emergency lighting with battery backup; (6) Public address system for evacuation instructions. Assembly point: the open area on Senghennydd Road directly outside the main entrance. Fire wardens are designated per floor. The building undergoes annual fire drills. Do not use lifts during evacuation.

*Source: fire_safety_management_plan*

**Policy**

Occupancy limits are set per room and displayed on the door. The building's maximum permitted occupancy is determined by fire safety regulations and is managed by building management. Overcrowding should be reported to Security. Real-time occupancy monitoring is limited — the building has presence sensors in some areas but not a full head-count system. For fire safety purposes, the building fire roll-call system is managed by floor wardens.

*Source: health_and_safety*

**Policy**

Abacws Reception (Ground Floor, main entrance) is open: Monday–Friday 09:00–16:30; Saturday and Sunday — Closed. The building itself has broader access hours (07:00–22:00 weekdays, 08:00–18:00 weekends) for card-holders — reception staffing and visitor sign-in are only available during the hours above. Out-of-hours queries should be directed to Cardiff University Security Services (029 2087 4444, 24/7).

*Source: cardiff_university_abacws_page*

**Security**

Access to Abacws uses a proximity card (swipe card / fob) system. All external doors and internal secure areas require a valid Cardiff University card or visitor pass. General academic areas (open-plan offices, study spaces) are accessible to all card holders during standard hours (07:00–22:00 weekdays, 08:00–18:00 weekends). Labs, server rooms, and restricted areas require specific access grants — request via IT Service Desk. After-hours access is available to staff and registered postgraduate students. Visitors must sign in at reception and be escorted. Security is staffed 24/7 at the main reception.

*Source: security_management*

**Policy**

Standard building hours: Monday–Friday 07:00–22:00; Saturday–Sunday 08:00–18:00. The building may open earlier or close later during exam periods. Out-of-hours access (after standard hours) is available to authorised staff and registered postgraduate students with appropriate card access. The building is generally closed on bank holidays except for security-monitored access. Check the Cardiff University website for holiday opening schedules.

*Source: estates_management*


---
*This information comes from the building's capability profile. For the most up-to-date details, contact facility management.*",
2026-06-25T22:06:58.811410,where are the nearest fire exits from here?,Health and Safety Officers,0.03,"Here is the information I have on record for **Abacws Building**:


**Fire Safety**

Fire safety features include: (1) Automatic smoke and heat detectors on every floor; (2) Manual call points (red break-glass units) at every stairwell and exit; (3) Wet pipe sprinkler system throughout; (4) Fire doors on all stairwells and corridors; (5) Emergency lighting with battery backup; (6) Public address system for evacuation instructions. Assembly point: the open area on Senghennydd Road directly outside the main entrance. Fire wardens are designated per floor. The building undergoes annual fire drills. Do not use lifts during evacuation.

*Source: fire_safety_management_plan*

**Fire Safety**

Evacuation procedure: (1) On alarm activation, leave the building via the nearest marked fire exit; (2) Do not use the lifts; (3) Proceed to the assembly point on Senghennydd Road; (4) Report to the floor fire warden for roll call. Refuge areas (for persons unable to use stairs) are located at each stairwell landing; press the refuge intercom to alert security. Personal Emergency Evacuation Plans (PEEPs) are coordinated by Building Management for permanent occupants with mobility needs.

*Source: fire_safety_management_plan*

**Policy**

The Abacws Building is a no-smoking and no-vaping building, in line with Cardiff University's smoke-free policy. Smoking and the use of e-cigarettes / vapes are not permitted anywhere inside the building or at the entrances. Designated smoking areas are located away from building entrances outdoors; please use those and dispose of cigarette ends in the bins provided.

*Source: cardiff_university_policy*

**Policy**

Occupancy limits are set per room and displayed on the door. The building's maximum permitted occupancy is determined by fire safety regulations and is managed by building management. Overcrowding should be reported to Security. Real-time occupancy monitoring is limited — the building has presence sensors in some areas but not a full head-count system. For fire safety purposes, the building fire roll-call system is managed by floor wardens.

*Source: health_and_safety*

**Amenities**

Covered bicycle racks are located at two points outside the building: (1) to the rear of the building; (2) on the west side of the building. Access to the covered racks requires a valid Cardiff University staff or student card. On-street cycle parking is also available on Senghennydd Road. There are no indoor bicycle storage facilities within the building itself. Repair tools or pumps are not on-site; the nearest cycle repair service is on City Road.

*Source: cardiff_university_accessibility_page*


---
*This information comes from the building's capability profile. For the most up-to-date details, contact facility management.*",
2026-06-25T22:06:59.868446,are the stairwells safe and unobstructed?,Health and Safety Officers,0.05,"✅ Thank you — your **safety report** has been logged as **REP-576804**.

- **Category:** Safety report
- **Priority:** HIGH
- **Status:** OPEN

An administrator has been notified and will review it. You can check progress any time by asking *""what's the status of REP-576804""*.",
2026-06-25T22:07:04.720467,what safety training is required to work here?,Health and Safety Officers,3.85,"Here is the information I have on record for **Abacws Building**:


**Fire Safety**

Fire safety features include: (1) Automatic smoke and heat detectors on every floor; (2) Manual call points (red break-glass units) at every stairwell and exit; (3) Wet pipe sprinkler system throughout; (4) Fire doors on all stairwells and corridors; (5) Emergency lighting with battery backup; (6) Public address system for evacuation instructions. Assembly point: the open area on Senghennydd Road directly outside the main entrance. Fire wardens are designated per floor. The building undergoes annual fire drills. Do not use lifts during evacuation.

*Source: fire_safety_management_plan*


---
*This information comes from the building's capability profile. For the most up-to-date details, contact facility management.*",
2026-06-25T22:07:05.752455,what is the procedure for a gas leak?,Health and Safety Officers,0.03,I don't have that specific information on record for **Abacws Building**. For building-specific queries please contact facility management at estates@cardiff.ac.uk or call the estates helpdesk (029 2087 6026).,
