PID,Roles,Stage,Timestamp,Question,domain_l1,query_type_l2,intent,temporal,spatial,complexity
P23,Guests/Visitors,3,08/04/2026 21:55,How many cars can park underground?,TRANSPORT,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,AGGREGATION
P23,Guests/Visitors,3,08/04/2026 21:55,Will exhaust be vented?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P23,Guests/Visitors,3,08/04/2026 21:55,Will there be exhaust in underground parking?,TRANSPORT,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P23,Guests/Visitors,3,08/04/2026 21:54,Is underground parking just for ev?,TRANSPORT,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P23,Guests/Visitors,3,08/04/2026 21:53,Will security come if there is a problem in stairwells?,SAFETY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P23,Guests/Visitors,3,08/04/2026 21:52,What are the sensors I'm stairwells?,SAFETY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P23,Guests/Visitors,3,08/04/2026 21:52,Are there sensors in stairwells?,SAFETY,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P23,Guests/Visitors,3,08/04/2026 21:52,Could people be locked in stairwells?,SAFETY,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P23,Guests/Visitors,3,08/04/2026 21:52,Are the stairwells locked?,SAFETY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P23,Guests/Visitors,3,08/04/2026 21:49,Will the lights turn off in a meeting? meeting?,LIGHTING,STATUS,INFORMATIONAL,STATIC,ROOM,LOOKUP
P23,Guests/Visitors,2,08/04/2026 21:45,Do the fans spin in winter?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P23,Guests/Visitors,2,08/04/2026 21:44,Arthe fans audible in all rooms?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P23,Guests/Visitors,2,08/04/2026 21:44,Can you turn fans off?,OTHER,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P23,Guests/Visitors,2,08/04/2026 21:44,Can you turn fans down?,MAINTENANCE,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P23,Guests/Visitors,2,08/04/2026 21:43,Are the fans equipped with filters?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P23,Guests/Visitors,2,08/04/2026 21:43,Do the fans pull air from outside?,WEATHER_OUTDOOR,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P23,Guests/Visitors,2,08/04/2026 21:42,Are the elevators full of motion sensors?,ACCESSIBILITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P23,Guests/Visitors,2,08/04/2026 21:41,Do motion sensors lock down the building?,SECURITY,STATUS,INFORMATIONAL,STATIC,BUILDING,LOOKUP
P23,Guests/Visitors,2,08/04/2026 21:41,Are the security guards alerted by motion sensors?,SECURITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P23,Guests/Visitors,2,08/04/2026 21:40,Are these offices available for police stations?,INFO_REQUEST,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P23,Guests/Visitors,2,08/04/2026 21:40,Do the motion sensors detect weight?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P23,Guests/Visitors,2,08/04/2026 21:39,Is there a lock on office doors?,SECURITY,CAPABILITY,INFORMATIONAL,STATIC,ROOM,LOOKUP
P23,Guests/Visitors,2,08/04/2026 21:39,Do office doors open automatically?,SECURITY,STATUS,INFORMATIONAL,STATIC,ROOM,LOOKUP
P23,Guests/Visitors,2,08/04/2026 21:38,Are the slide doors?,SECURITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P23,Guests/Visitors,2,08/04/2026 21:38,Do doors open automatically?,SECURITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P23,Guests/Visitors,2,08/04/2026 21:37,What is the standard building temperature?,THERMAL,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P23,Guests/Visitors,2,08/04/2026 21:37,Do the temp sensors warm empty rooms?,THERMAL,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P23,Guests/Visitors,2,08/04/2026 21:36,If 3 people enter a room and the sensors see 2 leave do the lights turn off?,LIGHTING,STATUS,INFORMATIONAL,STATIC,ROOM,LOOKUP
P23,Guests/Visitors,2,08/04/2026 21:36,Do the lights turn on for 1 person?,LIGHTING,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P23,Guests/Visitors,2,08/04/2026 21:36,Are the free ways to turning lights if the sensors don't ?,LIGHTING,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P23,Guests/Visitors,1,08/04/2026 21:34,Where is the tenant list?,WAYFINDING,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P23,Guests/Visitors,1,08/04/2026 21:33,Is the a help desk?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P23,Guests/Visitors,1,08/04/2026 21:33,Is there a warmer area than the lobby?,THERMAL,CAPABILITY,INFORMATIONAL,STATIC,ROOM,LOOKUP
P23,Guests/Visitors,1,08/04/2026 21:33,What is the temperature?,THERMAL,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P23,Guests/Visitors,1,08/04/2026 21:32,When was the building built?,INFO_REQUEST,STATUS,INFORMATIONAL,STATIC,BUILDING,LOOKUP
P23,Guests/Visitors,1,08/04/2026 21:32,Who owns the building?,INFO_REQUEST,STATUS,INFORMATIONAL,STATIC,BUILDING,LOOKUP
P23,Guests/Visitors,1,08/04/2026 21:32,How many floors?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,AGGREGATION
P23,Guests/Visitors,1,08/04/2026 21:32,Is there a smoking area indoors?,SECURITY,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P23,Guests/Visitors,1,08/04/2026 21:31,How many restaurants?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,AGGREGATION
P23,Guests/Visitors,1,08/04/2026 21:31,How many occupants?,OCCUPANCY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,AGGREGATION
P23,Guests/Visitors,1,08/04/2026 21:31,Where is the cafeteria?,WAYFINDING,STATUS,INFORMATIONAL,STATIC,ROOM,LOOKUP
P23,Guests/Visitors,1,08/04/2026 21:31,How much is office space?,OTHER,STATUS,INFORMATIONAL,STATIC,ROOM,AGGREGATION
P23,Guests/Visitors,1,08/04/2026 21:29,Where are the elevators?,ACCESSIBILITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P23,Guests/Visitors,1,08/04/2026 21:29,Is this a commercial building?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,3,08/04/2026 19:32,Is there a way to customize temperatures for each person?,THERMAL,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,3,08/04/2026 19:32,Is there a way to make the air more breathable friendly?,WAYFINDING,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,3,08/04/2026 19:32,How do we create spaces that are efficent for working by reducing noise levels?,WELLBEING,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,2,08/04/2026 19:30,How does the correction equipment work for the power factor?,ENERGY,DIAGNOSTIC,DIAGNOSTIC,STATIC,UNSPECIFIED,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,2,08/04/2026 19:30,What happens if the power factor malfunctions and isn't reading correctly?,ENERGY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,2,08/04/2026 19:29,When are we notified of spikes in energy?,ENERGY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,2,08/04/2026 19:29,Can the energy meter keep notes about why we had spikes for future year reference?,ENERGY,DIAGNOSTIC,PREDICTIVE,PREDICTIVE,UNSPECIFIED,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,2,08/04/2026 19:28,What happens if we want to precool a room for a large event that we know will heat the room up quickly?,THERMAL,STATUS,INFORMATIONAL,STATIC,ROOM,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,2,08/04/2026 19:27,If I don't want the lights to adjust for a certain period of time can I tell the system that?,LIGHTING,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,2,08/04/2026 19:26,Can I let the system know if I have an event coming up that I know will draw a lot of power?,ENERGY,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,2,08/04/2026 19:25,"If the voltage gets too high and causes a fire, can the system alert 911?",SAFETY,ANOMALY,DIAGNOSTIC,STATIC,UNSPECIFIED,MULTI_STEP
P20,Occupants/Tenants/Employees; Guests/Visitors,2,08/04/2026 19:25,If noises are expected are certain times can we train the system to know that it is okay and not to flag it?,WELLBEING,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,2,08/04/2026 19:24,Is there a way to pause the sound level sensor if I am purposely having a loud sound playing?,WELLBEING,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,2,08/04/2026 19:23,"IF the system pauses the climate system due to a window open, will it resume after the window is closed?",AIR_QUALITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,2,08/04/2026 19:22,"If I need to prop a door open for a certain period of time, can I pause the door sensor?",SECURITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,2,08/04/2026 19:22,Do you have to be moving to register as occupancy or will it register me if I am sitting and working for a long time?,OCCUPANCY,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,2,08/04/2026 19:21,Is it too late to really help people if we have already breathed in ozone before the ventilation kicks in?,AIR_QUALITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,2,08/04/2026 19:20,How much of the PM2.5 is removed in the air filtration system?,AIR_QUALITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,AGGREGATION
P20,Occupants/Tenants/Employees; Guests/Visitors,2,08/04/2026 19:20,Can the building automatically call 911 if it registers high levels of CO2?,AIR_QUALITY,CAPABILITY,INFORMATIONAL,STATIC,BUILDING,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,2,08/04/2026 19:19,Will I get alerted if the CO2 is too high?,AIR_QUALITY,ANOMALY,DIAGNOSTIC,STATIC,UNSPECIFIED,MULTI_STEP
P20,Occupants/Tenants/Employees; Guests/Visitors,2,08/04/2026 19:19,Does a high humidity level produce mold in the building?,AIR_QUALITY,STATUS,INFORMATIONAL,STATIC,BUILDING,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,2,08/04/2026 19:19,How do I know what is a good humidity level?,AIR_QUALITY,RECOMMENDATION,PRESCRIPTIVE,STATIC,UNSPECIFIED,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,2,08/04/2026 19:17,Can I customize when the heat/air turns on?,THERMAL,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,1,08/04/2026 19:17,Do I need a key fob to get between floors?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,1,08/04/2026 19:16,"Does this building use solar panels?  If so, how do I switch from regular power to solar power in the event of a power outage?",ENERGY,RECOMMENDATION,PRESCRIPTIVE,STATIC,BUILDING,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,1,08/04/2026 19:16,Can I open the windows and if so how do I do it?,AIR_QUALITY,RECOMMENDATION,PRESCRIPTIVE,STATIC,UNSPECIFIED,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,1,08/04/2026 19:15,How old is this building?,OTHER,STATUS,INFORMATIONAL,STATIC,BUILDING,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,1,08/04/2026 19:15,Is there anything on the roof like a patio or pool?,OTHER,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,1,08/04/2026 19:14,Where are all of the emergency exits?,SAFETY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,1,08/04/2026 19:13,Where are the stairs?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,1,08/04/2026 19:13,Who do I call if I see a maintenance issue?,MAINTENANCE,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,1,08/04/2026 19:13,Is there an elevator and if so how can I contact for emergency help if needed?,SAFETY,RECOMMENDATION,PRESCRIPTIVE,STATIC,UNSPECIFIED,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,1,08/04/2026 19:12,Do the lights turn off automatically after a certain amount of time in activity?,LIGHTING,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,1,08/04/2026 19:11,Do I need a key fob or anything special to access the building?,OTHER,STATUS,INFORMATIONAL,STATIC,BUILDING,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,1,08/04/2026 19:11,Do the doors lock at a particular time?,SECURITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,1,08/04/2026 19:10,What ecofriendly aspects are there to the building?,SUSTAINABILITY,STATUS,INFORMATIONAL,STATIC,BUILDING,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,1,08/04/2026 19:10,Does the building have any type of security cameras?,SECURITY,CAPABILITY,INFORMATIONAL,STATIC,BUILDING,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,1,08/04/2026 19:10,As a tenant am I able to adjust the theromstat or do I need to ask the landlord to do so?,CONTROL,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P20,Occupants/Tenants/Employees; Guests/Visitors,1,08/04/2026 19:09,Where are the bathrooms located?,WATER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,4,08/04/2026 18:00,Are there any leaks in the system?,WATER,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,4,08/04/2026 18:00,How much water did we use last week?,WATER,HISTORICAL,INFORMATIONAL,HISTORICAL,UNSPECIFIED,AGGREGATION
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,4,08/04/2026 17:59,Is there any formaldehyde in the air?,OTHER,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,4,08/04/2026 17:59,Do you detect any radon?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,4,08/04/2026 17:59,What is the average wait time for an elevator right now?,ACCESSIBILITY,STATUS,INFORMATIONAL,REALTIME,UNSPECIFIED,AGGREGATION
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,4,08/04/2026 17:58,How often do the elevators move?,ACCESSIBILITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,4,08/04/2026 17:58,Can you show me a graph of our energy usage throughout the day?,ENERGY,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,4,08/04/2026 17:58,How much energy are we currently using?,ENERGY,STATUS,INFORMATIONAL,REALTIME,UNSPECIFIED,AGGREGATION
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,4,08/04/2026 17:58,have there been any loud noise events?,WELLBEING,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,4,08/04/2026 17:58,How noisy is the room in dB?,OTHER,STATUS,INFORMATIONAL,STATIC,ROOM,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,4,08/04/2026 17:58,Are there any particulate matter issues?,AIR_QUALITY,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,4,08/04/2026 17:58,What are the current CO2 levels in the rooms?,ENERGY,STATUS,INFORMATIONAL,REALTIME,UNSPECIFIED,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,4,08/04/2026 17:57,Can you adjust the lights based on occupancy?,LIGHTING,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,4,08/04/2026 17:57,What are the current lux levels on the lights in the rooms?,ENERGY,STATUS,INFORMATIONAL,REALTIME,UNSPECIFIED,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,4,08/04/2026 17:57,Are any of the rooms at risk of overheating?,SAFETY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,4,08/04/2026 17:56,What would you recommend for thermal comfort for people?,THERMAL,RECOMMENDATION,PRESCRIPTIVE,STATIC,UNSPECIFIED,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,4,08/04/2026 17:56,What is our average daily baseload?,ENERGY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,AGGREGATION
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,4,08/04/2026 17:56,What is our current peak demand?,ENERGY,STATUS,INFORMATIONAL,REALTIME,UNSPECIFIED,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,4,08/04/2026 17:56,What can we do to make the HVAC more efficient?,THERMAL,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,4,08/04/2026 17:56,How can we help reduce energy usage?,ENERGY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,3,08/04/2026 17:52,How many cars are in the parking garage right now?,TRANSPORT,STATUS,INFORMATIONAL,REALTIME,UNSPECIFIED,AGGREGATION
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,3,08/04/2026 17:52,What is the current wind speed on the roof?,ENERGY,STATUS,INFORMATIONAL,REALTIME,UNSPECIFIED,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,3,08/04/2026 17:52,Are the solar panels connectd still?,ENERGY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,3,08/04/2026 17:52,Is the refrigerator working in the break room?,OTHER,STATUS,INFORMATIONAL,STATIC,ROOM,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,3,08/04/2026 17:51,Is there anyone in the break room?,OTHER,CAPABILITY,INFORMATIONAL,STATIC,ROOM,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,3,08/04/2026 17:51,Is the revolving door stationary or moving?,SECURITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,3,08/04/2026 17:51,What is the weather like outside?,WEATHER_OUTDOOR,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,3,08/04/2026 17:51,How many visitors have we had today?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,AGGREGATION
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,3,08/04/2026 17:50,Is anyone waiting in the lobby?,WAYFINDING,STATUS,INFORMATIONAL,STATIC,ROOM,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,3,08/04/2026 17:49,Can you check the fire suppression system in the server room?,SAFETY,CAPABILITY,INFORMATIONAL,STATIC,ROOM,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,3,08/04/2026 17:49,Is the UPS battery system functional?,ENERGY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,3,08/04/2026 17:49,What is the current temperature in the server room?,ENERGY,STATUS,INFORMATIONAL,REALTIME,ROOM,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,3,08/04/2026 17:49,Is the projector in the meeting room working?,WAYFINDING,STATUS,INFORMATIONAL,STATIC,ROOM,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,3,08/04/2026 17:49,How much CO2 is in the meeting room?,AIR_QUALITY,STATUS,INFORMATIONAL,STATIC,ROOM,AGGREGATION
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,3,08/04/2026 17:49,Does anyone have the meeting room booked for tomorrow?,WAYFINDING,STATUS,PREDICTIVE,PREDICTIVE,ROOM,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,3,08/04/2026 17:48,Do you know how many people are in the meeting room?,OCCUPANCY,STATUS,INFORMATIONAL,STATIC,ROOM,AGGREGATION
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,3,08/04/2026 17:48,How hot is the office right now?,THERMAL,STATUS,INFORMATIONAL,REALTIME,ROOM,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,3,08/04/2026 17:48,What is the air quality in the office?,AIR_QUALITY,STATUS,INFORMATIONAL,STATIC,ROOM,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,3,08/04/2026 17:48,Is the office nosier than normal today?,OTHER,STATUS,INFORMATIONAL,STATIC,ROOM,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,3,08/04/2026 17:48,How many people are currently in the office?,ENERGY,STATUS,INFORMATIONAL,REALTIME,ROOM,AGGREGATION
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,2,08/04/2026 17:46,Is the boiler currently working?,ENERGY,STATUS,INFORMATIONAL,REALTIME,UNSPECIFIED,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,2,08/04/2026 17:46,Are any smart plugs using excessive energy?,ENERGY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,2,08/04/2026 17:45,Do any of the batteries need to be replaced in the sensors?,MAINTENANCE,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,2,08/04/2026 17:45,What is the overall air quality in the building?,AIR_QUALITY,STATUS,INFORMATIONAL,STATIC,BUILDING,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,2,08/04/2026 17:45,Are there any issues with the pumps?,MAINTENANCE,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,2,08/04/2026 17:45,Is the voltage to the building staying stable?,ENERGY,STATUS,INFORMATIONAL,STATIC,BUILDING,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,2,08/04/2026 17:45,How much power are you currently using?,ENERGY,STATUS,INFORMATIONAL,REALTIME,UNSPECIFIED,AGGREGATION
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,2,08/04/2026 17:45,Were there any loud noises recorded last night?,SUSTAINABILITY,STATUS,INFORMATIONAL,HISTORICAL,UNSPECIFIED,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,2,08/04/2026 17:44,Is the sun shining through any of the windows?,AIR_QUALITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,2,08/04/2026 17:44,How noisy is it in the building?,OTHER,STATUS,INFORMATIONAL,STATIC,BUILDING,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,2,08/04/2026 17:44,What is the current light level in the entry way?,ENERGY,STATUS,INFORMATIONAL,REALTIME,UNSPECIFIED,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,2,08/04/2026 17:44,Have any doors been left open?,SECURITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P18,Building Owners/Property Managers; Occupants/Tenants/Employees; Facility Managers / Building Maintenance Teams,2,08/04/2026 17:44,Do you notice motion on any of the floors?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
