ID,Stakeholder_Role,Question,source_systems,n_systems,Complexity_L,Readiness_R
SU-026,"Energy, carbon, and sustainability teams","Which specialist or research-support loads remain elevated outside authorised activity windows, and what owner context is needed before escalation?",asset_register|meter_energy,2,,
SU-027,"Energy, carbon, and sustainability teams","For approved after-hours use, what minimum HVAC, lighting, access and support package is required, and where are unnecessarily broad service zones activated?",asset_register|booking|security_incident,3,,
SU-028,"Energy, carbon, and sustainability teams","Is current anonymous space-use evidence strong enough to change an HVAC or lighting schedule, or is a bounded trial or extra measurement safer?",asset_register|booking|sensor_telemetry,3,,
SU-029,"Energy, carbon, and sustainability teams","Which comparable space groups are persistent outliers in energy per declared service unit, and which technical explanations should be checked first?",asset_register,1,,
SU-030,"Energy, carbon, and sustainability teams","Before approval, how would a proposed timetable, room-use or layout change affect active service zones, peaks, energy and operational carbon across plausible scenarios?",accessibility|asset_register|fire_life_safety|sustainability,4,,
SU-031,"Energy, carbon, and sustainability teams","Which aggregate travel-mode evidence is representative enough for planning, and which periods or broad user groups remain under-represented?",asset_register|survey_condition|weather_external,3,,
SU-032,"Energy, carbon, and sustainability teams","When do cycle parking, lockers and showers reach usable capacity, and is maintenance, rebalancing or expansion justified?",accessibility|asset_register|cmms_work|sensor_telemetry,4,,
SU-033,"Energy, carbon, and sustainability teams","How do EV chargers contribute to feeder demand, coincidence, utilisation and failed access, and which capacity or policy issue needs owner assessment?",asset_register|finance_cost|policy_governance,3,,
SU-034,"Energy, carbon, and sustainability teams",Which building-related fleet or service duty classes are technically suitable for lower-carbon alternatives without compromising operational need?,asset_register|finance_cost|meter_energy|sustainability,4,,
SU-035,"Energy, carbon, and sustainability teams","Which published lower-impact routes and interchanges are currently usable, accessible and open, and where must guidance be caveated?",accessibility|asset_register|space_inventory|weather_external,4,,
SU-036,"Energy, carbon, and sustainability teams","For a planned session or event, which lower-impact travel options operate at the required times and capacities, including accessible alternatives?",accessibility|asset_register|timetable|weather_external,4,,
SU-037,"Energy, carbon, and sustainability teams","Which deliveries or collections could be consolidated, retimed or rerouted to reduce trips and idling without breaching service, safety or supplier constraints?",asset_register|booking|contract_warranty|finance_cost,4,,
SU-038,"Energy, carbon, and sustainability teams",Does pre-arrival guidance let a first-time visitor choose a lower-impact and accessible route without relying on outdated site or building information?,accessibility|asset_register|user_reports,3,,
SU-039,"Energy, carbon, and sustainability teams","For a planned event, what combined travel and building-energy ranges follow from in-person, hybrid and remote formats under stated attendance scenarios?",asset_register|sustainability,2,,
SU-040,"Energy, carbon, and sustainability teams","Did a travel intervention change aggregate mode or trip outcomes beyond seasonality, weather, timetable and sampling effects?",asset_register|permit_control,2,,
SU-041,"Energy, carbon, and sustainability teams","What whole-building water balance is supported by the fiscal supply and verified submetered uses, and what volume remains unallocated or estimated?",asset_register|meter_energy,2,,
SU-042,"Energy, carbon, and sustainability teams","What verified flow persists overnight or during closure, how much is essential, and what residual merits leak investigation?",asset_register|cleaning_waste|meter_energy|permit_control,4,,
SU-043,"Energy, carbon, and sustainability teams","Has water flow increased enough and for long enough to meet the agreed burst or leak escalation rule, and how precisely can the affected area be bounded?",asset_register|fire_life_safety|it_network|meter_energy|permit_control|policy_governance|sensor_telemetry,7,,
SU-044,"Energy, carbon, and sustainability teams","Which end uses dominate water demand, and where would permanent or temporary metering reduce decision uncertainty most?",asset_register|meter_energy,2,,
SU-045,"Energy, carbon, and sustainability teams","Which fixture groups show repeated leak, run-on or high-volume signatures and should be inspected first?",accessibility|asset_register|cleaning_waste|sensor_telemetry,4,,
SU-046,"Energy, carbon, and sustainability teams","Are cooling, humidification, irrigation or specialist-process water uses proportionate to verified operating state and approved service need?",asset_register|meter_energy,2,,
SU-047,"Energy, carbon, and sustainability teams","After adjusting for service intensity, weather and known changes, is water use structurally improving, worsening or inconclusive?",asset_register|meter_energy|project_handover|weather_external,4,,
SU-048,"Energy, carbon, and sustainability teams","Which meter identity, unit, billing-window or estimate discrepancies block water reporting or recharge?",asset_register|contract_warranty|finance_cost|meter_energy,4,,
SU-049,"Energy, carbon, and sustainability teams","Did a water-saving intervention reduce measured demand under comparable conditions without adverse hygiene, maintenance or service outcomes?",asset_register,1,,
SU-050,"Energy, carbon, and sustainability teams","During an authorised drought or supply constraint, which non-critical water uses could be reduced first, under what safeguards and approvals?",accessibility|asset_register|permit_control,3,,
SU-051,"Energy, carbon, and sustainability teams","What waste mass by authorised stream is supported for the reporting period, and how complete is the chain of custody from building to destination?",asset_register|cleaning_waste|contract_warranty,3,,
SU-052,"Energy, carbon, and sustainability teams","Which collection points repeatedly overflow, become contaminated, obstruct routes or become inaccessible, and what service response is justified?",accessibility|asset_register|cleaning_waste|sensor_telemetry|space_inventory,5,,
SU-053,"Energy, carbon, and sustainability teams","Can container capacity, location and collection frequency be rebalanced to reduce unnecessary collections and liners while maintaining service?",accessibility|asset_register|cleaning_waste|contract_warranty|fire_life_safety,5,,
SU-054,"Energy, carbon, and sustainability teams","How much avoidable food waste occurs per catered meal or event, and which prevention trial is proportionate and measurable?",asset_register|cleaning_waste|contract_warranty,3,,
SU-055,"Energy, carbon, and sustainability teams","Which planned purchases can be met from verified internal reuse stock without compromising safety, function or timing?",asset_register|finance_cost,2,,
SU-056,"Energy, carbon, and sustainability teams","Which assets proposed for disposal are viable for refurbishment, redeployment, donation or parts recovery after safety and data checks?",asset_register|cmms_work|sensor_telemetry,3,,
SU-057,"Energy, carbon, and sustainability teams","Are project waste plans, transfer records and contractor evidence sufficient to verify quantities, destinations, recovery and on-site reuse without double counting?",asset_register|cleaning_waste|contract_warranty,3,,
SU-058,"Energy, carbon, and sustainability teams","Which waste streams require specialist exclusion, access and reporting rules, and what limited aggregate sustainability evidence may safely be used?",asset_register|cleaning_waste|permit_control|policy_governance|sustainability,5,,
SU-059,"Energy, carbon, and sustainability teams","Which product or supplier groups offer credible packaging reduction, returnable-container or take-back routes that fit operational constraints?",asset_register|cleaning_waste|contract_warranty|finance_cost,4,,
SU-060,"Energy, carbon, and sustainability teams","Did a waste, reuse or recycling intervention reduce residual waste or increase reuse without worsening contamination, workload, safety or service quality?",asset_register|cleaning_waste|contract_warranty|finance_cost|user_reports,5,,
SU-061,"Energy, carbon, and sustainability teams","Which shortlisted materials or products have the lowest credible embodied carbon on an equivalent functional unit, quantity, service life and lifecycle-module basis?",asset_register|contract_warranty|finance_cost|sustainability,4,,
SU-062,"Energy, carbon, and sustainability teams","For a failing or inefficient asset, which option - maintain, recommission, refurbish, retrofit or replace - has the best plausible whole-life carbon and service outcome?",asset_register|sustainability,2,,
SU-063,"Energy, carbon, and sustainability teams","At the current project gate, is the design within its approved carbon budget, and which quantity, specification or supplier changes explain any variance?",asset_register|contract_warranty|finance_cost|hr_identity|sustainability,5,,
SU-064,"Energy, carbon, and sustainability teams","Which supplier sustainability claims are supported by current, product-specific, third-party evidence, and which remain non-comparable or marketing-only?",asset_register|contract_warranty|finance_cost|statutory_compliance|sustainability,5,,
SU-065,"Energy, carbon, and sustainability teams","How do maintenance, consumables, replacement cycles, adaptability, reuse and end-of-life routes change the whole-life carbon of each option?",asset_register|finance_cost|sustainability,3,,
SU-066,"Energy, carbon, and sustainability teams","Are procurement sustainability requirements measurable, proportionate, scored consistently and supported by evidence suppliers can realistically provide?",asset_register|contract_warranty|finance_cost|sensor_telemetry|sustainability,5,,
SU-067,"Energy, carbon, and sustainability teams","Which refrigerant-containing systems create the highest potential climate impact when verified charge, GWP, leak history, efficiency and replacement timing are combined?",asset_register|contract_warranty|sensor_telemetry,3,,
SU-068,"Energy, carbon, and sustainability teams","How should ICT equipment options be compared across operational energy, embodied carbon, performance, security, service life, maintainability and reuse?",asset_register|finance_cost|sustainability,3,,
SU-069,"Energy, carbon, and sustainability teams","Has project handover supplied verified meter and point mapping, commissioning, controls narratives, asset data and baselines needed for performance verification?",asset_register|meter_energy|project_handover|sensor_telemetry|sustainability,5,,
SU-070,"Energy, carbon, and sustainability teams","What energy, operational-carbon, water, waste and embodied-carbon outcomes are plausible for each project option, and which material trade-offs remain unresolved?",asset_register|cleaning_waste|hr_identity,3,,
SU-071,"Energy, carbon, and sustainability teams","Is the formal target baseline complete, representative, reproducible and approved, or does it require correction, restatement or replacement?",asset_register|finance_cost|meter_energy,3,,
SU-072,"Energy, carbon, and sustainability teams","Against the approved target, what change remains after separating boundary, factor, weather, service and method effects from actual performance?",asset_register|cleaning_waste|finance_cost,3,,
SU-073,"Energy, carbon, and sustainability teams","Which fuels, meters, activities, spaces and supply-chain elements remain excluded, estimated or weakly evidenced within the current boundary?",asset_register|finance_cost|meter_energy|policy_governance|sustainability,5,,
SU-074,"Energy, carbon, and sustainability teams","Which factor, conversion, allocation and calculation versions produced each reported figure, and what changed after method updates?",asset_register,1,,
SU-075,"Energy, carbon, and sustainability teams","Which portfolio of approved operational, maintenance, retrofit, renewable and demand actions can plausibly close the target gap within known constraints?",asset_register|finance_cost,2,,
SU-076,"Energy, carbon, and sustainability teams","Under current trend, planned changes and plausible weather and service scenarios, what range of energy and operational-carbon outcomes should be planned for?",asset_register|finance_cost|weather_external,3,,
SU-077,"Energy, carbon, and sustainability teams","Which carbon-reduction proposals should progress first after combining abatement, cost, risk, service, evidence quality, dependencies and delivery capacity?",asset_register|finance_cost|sustainability,3,,
SU-078,"Energy, carbon, and sustainability teams","Did an engagement campaign credibly change an aggregate outcome, and should it continue, be redesigned or stop without surveillance or blame?",asset_register|meter_energy|user_reports|weather_external,4,,
SU-079,"Energy, carbon, and sustainability teams","Which dashboard measures are decision-ready, caveated, directional, restricted or unsuitable, and what owner and caveat should accompany each?",asset_register|finance_cost,2,,
SU-080,"Energy, carbon, and sustainability teams","Which high-value sustainability decisions remain unanswerable, and what smallest verified evidence, permission, mapping or ownership upgrade would unlock them?",asset_register|policy_governance|sensor_telemetry|sustainability,4,,
TT-001,Timetabling team,"Which dates in the approved academic calendar can this module's recurring teaching use, and which dates are exceptions?",sensor_telemetry|timetable,2,L1,R1
TT-002,Timetabling team,"Which recurring two-hour windows remain feasible after applying approved teaching hours, protected breaks, setup time and programme rules?",policy_governance|sensor_telemetry|timetable,3,L2,R1
TT-003,Timetabling team,"Is weekly delivery or an approved intensive block more feasible for this module, and what trade-offs does each option create?",policy_governance|sensor_telemetry|timetable,3,L3,R2
TT-004,Timetabling team,"Which proposed teaching dates are blocked by assessment, reading-week, closure or institution-wide event rules?",sensor_telemetry|timetable,2,L1,R1
TT-005,Timetabling team,"After holidays and one-off closures are applied, which sessions need an authorised replacement date to preserve the required contact pattern?",policy_governance|sensor_telemetry|timetable,3,L2,R1
TT-006,Timetabling team,"Which activities must run weekly, fortnightly, in approved blocks or once under the current module delivery plan?",sensor_telemetry|timetable,2,L2,R1
TT-007,Timetabling team,"Can the lecture, seminar and practical be placed in the approved order with the required intervals between them?",sensor_telemetry|timetable,2,L3,R2
TT-008,Timetabling team,Which cohorts have the longest or most fragmented days once realistic travel and usable breaks are included?,sensor_telemetry|timetable,2,L2,R2
TT-009,Timetabling team,"Which sessions still have no feasible slot, and which hard constraint or unresolved source conflict blocks each one?",policy_governance|sensor_telemetry|timetable,3,L3,R2
TT-010,Timetabling team,Which optional preferences remove the most otherwise-feasible timetable options?,policy_governance|sensor_telemetry|timetable,3,L3,R3
TT-011,Timetabling team,Which modules share an authorised cohort and therefore require clash protection in the same teaching period?,policy_governance|sensor_telemetry,2,L2,R1
TT-012,Timetabling team,How many parallel seminar or tutorial groups should we plan from the authorised enrolment snapshot and group-size rule?,booking|sensor_telemetry,2,L3,R2
TT-013,Timetabling team,Which teaching windows are currently authorised for each staff member assigned to this activity?,sensor_telemetry,1,L1,R3
TT-014,Timetabling team,Is there a common authorised window for all required co-teachers once cohort and room constraints are applied?,sensor_telemetry,1,L2,R2
TT-015,Timetabling team,"Which windows can support this practical when the specialist room, authorised support staff and required setup are all available?",it_network|sensor_telemetry,2,L3,R2
TT-016,Timetabling team,"Which activities have an approved before-or-after dependency, and what interval must the timetable preserve?",sensor_telemetry,1,L2,R1
TT-017,Timetabling team,"Which compulsory activities need full clash protection, and which authorised optional combinations need targeted protection?",policy_governance|sensor_telemetry,2,L2,R1
TT-018,Timetabling team,"If enrolment moves within the approved planning range, which group counts or room allocations become fragile first?",booking|sensor_telemetry,2,L3,R2
TT-019,Timetabling team,"Can these activities rotate fortnightly while preserving clash protection, equal access and the approved session total?",accessibility|sensor_telemetry,2,L3,R2
TT-020,Timetabling team,Are authorised cross-programme elective combinations creating clashes that the current cohort model misses?,policy_governance|sensor_telemetry|timetable,3,L3,R2
TT-021,Timetabling team,Which currently eligible rooms can hold this cohort in the approved layout with the required capacity margin?,accessibility|booking|sensor_telemetry|space_inventory|timetable,5,L2,R1
TT-022,Timetabling team,Which eligible rooms support the approved seminar or group-work layout without breaching capacity or setup limits?,accessibility|booking|it_network|sensor_telemetry|timetable,5,L2,R2
TT-023,Timetabling team,"Which eligible rooms have the verified workstations, approved software, power and network service required for this activity?",accessibility|booking|it_network|sensor_telemetry|timetable,5,L3,R2
TT-024,Timetabling team,"Which eligible rooms meet the authorised functional requirements across the full route, entrance, lift or door status, seating and assistive provision?",accessibility|sensor_telemetry|timetable,3,L3,R2
TT-025,Timetabling team,"Which currently eligible rooms are approved for the required hybrid, lecture-capture or assistive-technology setup?",accessibility|it_network|sensor_telemetry|timetable,4,L3,R2
TT-026,Timetabling team,"Among otherwise eligible rooms, which have enough room-level evidence to compare likely conditions for this cohort size and session length?",accessibility|bms_plant|sensor_telemetry|timetable,4,L3,R3
TT-027,Timetabling team,"Which specialist rooms meet the authorised equipment, supervision, access and safety conditions for this practical?",accessibility|booking|it_network|sensor_telemetry|timetable,5,L2,R2
TT-028,Timetabling team,"If the preferred room is unavailable, which alternatives preserve every essential teaching, capacity, access and service requirement?",accessibility|booking|it_network|sensor_telemetry|timetable,5,L3,R2
TT-029,Timetabling team,"Which rooms must be excluded because current capacity, layout, access, equipment, service or ownership evidence is incomplete or contradictory?",accessibility|asset_register|booking|sensor_telemetry|timetable,5,L3,R2
TT-030,Timetabling team,"Is there enough verified changeover time between consecutive activities when layouts, equipment or access arrangements differ?",accessibility|booking|cleaning_waste|sensor_telemetry|timetable,5,L2,R2
TT-031,Timetabling team,"Which protected cohort clashes remain in the current draft, including partial overlaps?",accessibility|sensor_telemetry|timetable,3,L2,R1
TT-032,Timetabling team,Which back-to-back staff assignments leave less than the authorised travel and setup time between locations?,accessibility|sensor_telemetry|timetable,3,L2,R2
TT-033,Timetabling team,"Can each consecutive session be reached within the gap by the authorised step-free route, and which alternatives preserve that requirement?",accessibility|sensor_telemetry|timetable,3,L3,R2
TT-034,Timetabling team,"Which consecutive sessions require cross-campus travel, and is the approved transition allowance realistic for the current route and service pattern?",accessibility|sensor_telemetry|timetable|weather_external,4,L3,R2
TT-035,Timetabling team,"If a required lift, door or route segment is unavailable, which consecutive sessions become unreachable and which authorised alternatives remain?",accessibility|sensor_telemetry|timetable,3,L3,R2
TT-036,Timetabling team,"Where does the draft timetable risk unreliable class-change flow at covered corridor, stair or lift boundaries?",accessibility|sensor_telemetry|timetable,3,L3,R3
TT-037,Timetabling team,Which full-day cohort patterns lack an authorised usable meal or rest break after realistic transitions are removed?,accessibility|policy_governance|sensor_telemetry|timetable,4,L2,R1
TT-038,Timetabling team,Do common authorised option combinations create hidden clashes or travel sequences that cannot be completed?,accessibility|policy_governance|sensor_telemetry|timetable,4,L3,R2
TT-039,Timetabling team,"Would this proposed room move create an infeasible transition for the cohort, teaching staff or an authorised step-free route?",accessibility|sensor_telemetry|timetable,3,L3,R2
TT-040,Timetabling team,"Which timetable changes could reduce avoidable campus travel while preserving every academic, employment, accessibility and room constraint?",accessibility|sensor_telemetry|timetable,3,L3,R3
TT-041,Timetabling team,Which recurring sessions appear consistently over-roomed when authorised cohort need and reliable anonymous use are considered together?,booking|sensor_telemetry|timetable|user_reports,4,L3,R2
TT-042,Timetabling team,Which sessions repeatedly operate near authorised room capacity and may need a larger room or different group structure?,booking|sensor_telemetry|timetable|user_reports,4,L3,R2
TT-043,Timetabling team,"Which scheduled sessions repeatedly show no reliable anonymous room-use signal, and what evidence is needed before owner review?",booking|sensor_telemetry|timetable|user_reports,4,L3,R2
TT-044,Timetabling team,Is the anonymous occupancy evidence for this room and teaching period reliable enough to support timetable review?,asset_register|sensor_telemetry|timetable|user_reports,4,L2,R2
TT-045,Timetabling team,Does authorised cohort evidence and reliable aggregate use support reviewing this recurring session for a smaller or larger room next year?,sensor_telemetry|timetable|user_reports,3,L3,R3
TT-046,Timetabling team,"Which class-change windows repeatedly show aggregate congestion near teaching rooms, and which timetable features coincide with it?",sensor_telemetry|timetable|user_reports,3,L3,R2
TT-047,Timetabling team,"Which coded timetable concerns are corroborated by current room, timing or route evidence, and which remain unclear?",it_network|sensor_telemetry|timetable|user_reports,4,L3,R2
TT-048,Timetabling team,Do early-morning or late-afternoon sessions show a sustained difference in reliable aggregate room use compared with equivalent daytime sessions?,sensor_telemetry|timetable|user_reports|weather_external,4,L3,R3
TT-049,Timetabling team,Which weeks should be excluded or analysed separately when comparing aggregate room use or timetable feedback?,asset_register|permit_control|sensor_telemetry|timetable|user_reports,5,L2,R2
TT-050,Timetabling team,"Which timetable-feedback signals meet the agreed threshold for owner review, and which still need more evidence?",asset_register|sensor_telemetry|timetable|user_reports,4,L3,R3
TT-051,Timetabling team,"If a teaching room closes tomorrow, which alternatives preserve the session's essential requirements with the least disruption?",booking|hr_identity|it_network|sensor_telemetry|timetable,5,L3,R2
TT-052,Timetabling team,"When authorised staff unavailability is reported, which affected sessions have feasible alternatives with the least knock-on disruption?",hr_identity|sensor_telemetry|timetable,3,L3,R3
TT-053,Timetabling team,"If the authorised cohort estimate changes late, which rooms or group structures cross their current limits first?",accessibility|booking|hr_identity|sensor_telemetry|timetable,5,L3,R2
TT-054,Timetabling team,"If a lift outage removes a verified step-free route, which sessions need a different room, time or authorised contingency?",accessibility|hr_identity|sensor_telemetry|timetable,4,L3,R2
TT-055,Timetabling team,"If a required AV, capture or network service is unavailable, which authorised room or delivery alternatives remain feasible?",hr_identity|it_network|sensor_telemetry|timetable,4,L3,R2
TT-056,Timetabling team,"When a room owner confirms an environmental fault, which timetable alternative preserves essential requirements with the least disruption?",hr_identity|sensor_telemetry|timetable,3,L3,R2
TT-057,Timetabling team,"During an official severe-weather or campus-disruption period, which sessions have authorised remote, relocation or rescheduling options?",accessibility|hr_identity|it_network|policy_governance|sensor_telemetry|timetable|weather_external,7,L3,R2
TT-058,Timetabling team,"For this confirmed timetable change, which authorised channels and recipient groups must be updated, and by what deadline?",accessibility|hr_identity|sensor_telemetry|timetable,4,L2,R2
TT-059,Timetabling team,"Has the confirmed change propagated consistently across the timetable, room-booking and authorised user-facing systems?",booking|hr_identity|sensor_telemetry|timetable,4,L3,R2
TT-060,Timetabling team,"What limited status can we show when current timetable, room, access or closure owners disagree?",hr_identity|sensor_telemetry|timetable,3,L3,R2
TT-061,Timetabling team,Are early and late teaching slots distributed consistently across comparable cohorts under the approved fairness criteria?,accessibility|policy_governance|sensor_telemetry|timetable,4,L3,R3
TT-062,Timetabling team,"Which teaching days exceed authorised span, consecutive-session or break constraints for assigned staff?",accessibility|policy_governance|sensor_telemetry|timetable,4,L3,R3
TT-063,Timetabling team,"Does the draft respect every authorised scheduling constraint for reasonable adjustments, contractual needs or agreed working patterns?",accessibility|policy_governance|sensor_telemetry|timetable,4,L3,R3
TT-064,Timetabling team,Are part-time cohorts spread across more days or longer gaps than the authorised programme pattern requires?,accessibility|policy_governance|sensor_telemetry|timetable,4,L3,R2
TT-065,Timetabling team,"When one specialist room is scarce, which sessions have an authorised need that cannot be met elsewhere?",accessibility|it_network|policy_governance|sensor_telemetry|timetable,5,L3,R3
TT-066,Timetabling team,Are avoidable campus transitions distributed unevenly across comparable cohorts or teaching teams?,accessibility|policy_governance|sensor_telemetry|timetable,4,L3,R3
TT-067,Timetabling team,Are similar timetable exceptions handled consistently under the same authorised rule?,accessibility|policy_governance|sensor_telemetry|timetable,4,L3,R2
TT-068,Timetabling team,"Are practicals, presentations or assessments placed back-to-back without the authorised preparation, reset or recovery interval?",accessibility|policy_governance|sensor_telemetry|timetable,4,L3,R2
TT-069,Timetabling team,How should a conflict between hard constraints and preferences be presented so the authorised owner can resolve it transparently?,accessibility|policy_governance|sensor_telemetry|timetable,4,L3,R2
TT-070,Timetabling team,"Which proposed fairness checks are responsibly answerable with current authorised data and permissions, and which are not?",accessibility|policy_governance|sensor_telemetry|timetable,4,L3,R3
TT-071,Timetabling team,"Under approved enrolment-growth scenarios, which modules, group structures and room allocations become infeasible first?",accessibility|booking|sensor_telemetry|timetable,4,L3,R2
TT-072,Timetabling team,What happens to the draft timetable if one large teaching room is unavailable for the stated period?,accessibility|it_network|sensor_telemetry|timetable,4,L3,R2
TT-073,Timetabling team,"Could eligible sessions move to better-sized rooms to reduce energy demand without weakening access, equipment, environmental quality or transitions?",accessibility|asset_register|bms_plant|meter_energy|sensor_telemetry|sustainability|timetable|weather_external,8,L3,R3
TT-074,Timetabling team,"Would consolidating eligible teaching onto fewer days reduce travel or building demand, and what new constraints or inequities would it create?",accessibility|meter_energy|sensor_telemetry|timetable,4,L3,R3
TT-075,Timetabling team,"Which alternative start-time pattern is most likely to reduce class-change congestion while preserving teaching, travel and accessibility requirements?",accessibility|sensor_telemetry|timetable,3,L3,R3
TT-076,Timetabling team,"Could more eligible teaching be placed in daylight hours without creating unfair early or late patterns, room conflicts or weaker access?",accessibility|sensor_telemetry|timetable,3,L3,R3
TT-077,Timetabling team,What hourly teaching-space demand is the draft likely to create across Abacws by room type and capacity band?,accessibility|booking|sensor_telemetry|timetable,4,L3,R2
TT-078,Timetabling team,"Which room classes are over- or under-used in the draft once eligible hours, capacity, setup and activity requirements are considered?",accessibility|booking|sensor_telemetry|timetable,4,L3,R2
TT-079,Timetabling team,"How stable is each recommendation when room, route, aggregate-use or service evidence is missing, delayed or wrong?",accessibility|asset_register|sensor_telemetry|timetable,4,L3,R3
TT-080,Timetabling team,"Which limited timetable change is suitable for a reversible pilot, and what evidence would show whether it helped?",accessibility|asset_register|policy_governance|sensor_telemetry|timetable|user_reports,6,L3,R3
VE-001,Visitors and event attendees,"I'm attending a public seminar at 6 p.m. Are visitors admitted, when does check-in open, and when should I arrive?",booking|policy_governance,2,L2,R2
VE-002,Visitors and event attendees,"Which entrance should visitors use tomorrow evening, and will it be open when I arrive?",access_control|booking|policy_governance,3,L1,R1
VE-003,Visitors and event attendees,"From the station, bus stop or pick-up point I choose, how much time should I allow for walking, check-in and finding the room?",weather_external,1,L3,R2
VE-004,Visitors and event attendees,"I need a step-free route. Before I travel, can you verify the public entrance, lift and route to the event room?",access_control|accessibility|booking|policy_governance,4,L2,R2
VE-005,Visitors and event attendees,"May I bring a companion or support person, and do they need separate registration?",booking|policy_governance|sensor_telemetry,3,L1,R1
VE-006,Visitors and event attendees,Has the event venue or room changed since the information I received?,booking|policy_governance|sensor_telemetry,3,L1,R2
VE-007,Visitors and event attendees,Is the authorised entrance or main public route likely to be busy when I arrive?,booking,1,L2,R2
VE-008,Visitors and event attendees,What is the latest arrival time that still leaves a sensible margin before the organiser's check-in cut-off?,booking,1,L2,R2
VE-009,Visitors and event attendees,"May I bring a large bag or coat, and is an official cloakroom or storage service available?",booking|policy_governance|sensor_telemetry,3,L1,R1
VE-010,Visitors and event attendees,"Before I leave home, which parts of my visit are confirmed, which are estimates, and what still needs organiser confirmation?",sensor_telemetry,1,L3,R2
VE-011,Visitors and event attendees,I'm outside Abacws. Which entrance is authorised for my event?,access_control|booking,2,L1,R1
VE-012,Visitors and event attendees,"Where is check-in, and what waiting time can you responsibly estimate?",booking,1,L2,R2
VE-013,Visitors and event attendees,I've arrived at the wrong entrance. What public route takes me to the official check-in point?,booking,1,L2,R2
VE-014,Visitors and event attendees,"Is reception or the event help point open now, and where should I go if it is closed?",booking|policy_governance|sensor_telemetry,3,L1,R1
VE-015,Visitors and event attendees,I'm early. Where may I wait without obstructing check-in or entering a restricted area?,accessibility|booking|sensor_telemetry,3,L2,R2
VE-016,Visitors and event attendees,"The check-in queue is long. Has the organiser opened another check-in point, or should I remain here?",booking,1,L1,R2
VE-017,Visitors and event attendees,Where should I present my ticket or invitation? I do not want to upload it to the talking-building service.,booking|policy_governance|sensor_telemetry,3,L1,R1
VE-018,Visitors and event attendees,"Is there an official place near check-in to leave a coat or bag, and is it open?",,0,L1,R2
VE-019,Visitors and event attendees,My host has not arrived. Which official public contact point should I use?,booking|policy_governance|sensor_telemetry,3,L1,R1
VE-020,Visitors and event attendees,I only know the event title. What is the confirmed room and floor?,booking|policy_governance|sensor_telemetry,3,L1,R2
VE-021,Visitors and event attendees,What is the current authorised public route from reception to the event room?,,0,L2,R2
VE-022,Visitors and event attendees,"Which step-free public route should I take, and are its lift and doors currently available?",access_control|accessibility|booking,3,L2,R2
VE-023,Visitors and event attendees,"Is there a less crowded authorised public route, even if it takes a little longer?",,0,L2,R2
VE-024,Visitors and event attendees,"Is the lift operating now, and what official alternative applies if it becomes unavailable?",access_control|accessibility|booking,3,L2,R2
VE-025,Visitors and event attendees,Which public staircase gives the most direct route to the next floor?,,0,L1,R2
VE-026,Visitors and event attendees,"My next session starts in ten minutes. Based on the current route, am I likely to arrive on time?",accessibility,1,L2,R2
VE-027,Visitors and event attendees,Can you route me to a public toilet and then to the event room?,,0,L2,R2
VE-028,Visitors and event attendees,"After the session, what public route returns me to reception or the main exit?",,0,L1,R1
VE-029,Visitors and event attendees,Which confirmed public exit is best for the pick-up point I name?,booking,1,L2,R2
VE-030,Visitors and event attendees,"I am unsure where I am. Can you guide me from a sign or landmark I select, without tracking my phone?",,0,L2,R2
VE-031,Visitors and event attendees,"What are the current temperature, CO2 trend and anonymous crowd level inside the event room?",booking|policy_governance|sensor_telemetry,3,L1,R1
VE-032,Visitors and event attendees,"Which authorised seating zone is most likely to have clear sound, without recording speech?",booking|sensor_telemetry,2,L2,R2
VE-033,Visitors and event attendees,The session lasts two hours. Is the room likely to become too warm or poorly ventilated before the break?,bms_plant|booking|weather_external,3,L3,R3
VE-034,Visitors and event attendees,"I did not register in advance. What is the organiser's walk-in policy, and should I ask before joining the queue?",accessibility|booking|policy_governance|sensor_telemetry,4,L2,R2
VE-035,Visitors and event attendees,"Is there a less crowded authorised seating area that keeps aisles, exits and accessible spaces clear?",booking|sensor_telemetry,2,L2,R2
VE-036,Visitors and event attendees,"Has the organiser confirmed a hearing loop, live captions or another participation aid for this session?",accessibility|booking|sensor_telemetry,3,L1,R2
VE-037,Visitors and event attendees,Which authorised seating zone currently offers the best light for reading and note-taking with the lowest measured glare risk?,sensor_telemetry,1,L2,R2
VE-038,Visitors and event attendees,"If I step out briefly, is re-entry allowed and which door should I use?",booking|policy_governance|sensor_telemetry,3,L1,R1
VE-039,Visitors and event attendees,"The room door is closed. Is the session still scheduled to be running, and where should late arrivals report?",booking|policy_governance|sensor_telemetry,3,L1,R2
VE-040,Visitors and event attendees,"If the room becomes uncomfortable, has the organiser confirmed an overflow room, remote option or repeat session?",accessibility|booking|policy_governance|sensor_telemetry,4,L3,R2
VE-041,Visitors and event attendees,Where is the nearest public toilet from this event room?,,0,L1,R1
VE-042,Visitors and event attendees,"Where is the nearest accessible toilet, and is the verified step-free route available now?",accessibility|sensor_telemetry,2,L2,R2
VE-043,Visitors and event attendees,"Are refreshments confirmed for the break, where are they, and what wait should I allow?",booking|policy_governance,2,L2,R2
VE-044,Visitors and event attendees,Where may I sit during the break in a public area that is not currently too crowded?,booking|sensor_telemetry,2,L2,R2
VE-045,Visitors and event attendees,Is there a confirmed quiet public place where I may wait for about fifteen minutes?,booking|sensor_telemetry,2,L2,R2
